path,label,subject
Subject 1/ADL/13.mp4#f64-127,0,1
Subject 1/ADL/13.mp4#f80-143,0,1
Subject 1/ADL/13.mp4#f96-159,0,1
Subject 1/ADL/13.mp4#f112-175,0,1
Subject 1/ADL/14.mp4#f0-63,0,1
Subject 1/ADL/14.mp4#f16-79,0,1
Subject 1/ADL/14.mp4#f32-95,0,1
Subject 1/ADL/14.mp4#f48-111,0,1
Subject 1/ADL/14.mp4#f64-127,0,1
Subject 1/ADL/14.mp4#f80-143,0,1
Subject 1/ADL/14.mp4#f96-159,0,1
Subject 1/ADL/15.mp4#f0-63,0,1
Subject 1/ADL/15.mp4#f16-79,0,1
Subject 1/ADL/15.mp4#f32-95,0,1
Subject 1/ADL/15.mp4#f48-111,0,1
Subject 1/ADL/15.mp4#f64-127,0,1
Subject 1/ADL/15.mp4#f80-143,0,1
Subject 1/ADL/15.mp4#f96-159,0,1
Subject 1/ADL/15.mp4#f112-175,0,1
Subject 1/ADL/15.mp4#f128-191,0,1
Subject 1/ADL/15.mp4#f144-207,0,1
Subject 1/ADL/16.mp4#f0-63,0,1
Subject 1/ADL/16.mp4#f16-79,0,1
Subject 1/ADL/16.mp4#f32-95,0,1
Subject 1/Fall/01.mp4#f0-63,0,1
Subject 1/Fall/01.mp4#f16-79,0,1
Subject 1/Fall/01.mp4#f32-95,0,1
Subject 1/Fall/01.mp4#f64-127,1,1
Subject 1/Fall/01.mp4#f80-143,1,1
Subject 1/Fall/01.mp4#f96-159,1,1
Subject 1/Fall/01.mp4#f112-175,1,1
Subject 1/Fall/01.mp4#f128-191,1,1
Subject 1/Fall/02.mp4#f16-79,1,1
Subject 1/Fall/02.mp4#f32-95,1,1
Subject 1/Fall/02.mp4#f48-111,1,1
Subject 1/Fall/02.mp4#f64-127,1,1
Subject 1/Fall/02.mp4#f80-143,1,1
Subject 1/Fall/02.mp4#f96-159,1,1
Subject 1/Fall/02.mp4#f112-175,1,1
Subject 1/Fall/03.mp4#f0-63,0,1
Subject 1/Fall/03.mp4#f32-95,1,1
Subject 1/Fall/03.mp4#f48-111,1,1
Subject 1/Fall/03.mp4#f64-127,1,1
Subject 1/Fall/03.mp4#f80-143,1,1
Subject 1/Fall/03.mp4#f96-159,1,1
Subject 1/Fall/03.mp4#f112-175,1,1
Subject 1/Fall/04.mp4#f0-63,0,1
Subject 1/Fall/04.mp4#f32-95,1,1
Subject 1/Fall/04.mp4#f48-111,1,1
Subject 1/Fall/04.mp4#f64-127,1,1
Subject 1/Fall/04.mp4#f80-143,1,1
Subject 1/Fall/05.mp4#f16-79,1,1
Subject 1/Fall/05.mp4#f32-95,1,1
Subject 1/Fall/05.mp4#f48-111,1,1
Subject 1/Fall/05.mp4#f64-127,1,1
Subject 1/Fall/05.mp4#f80-143,1,1
Subject 1/Fall/05.mp4#f96-159,1,1
Subject 1/Fall/06.mp4#f0-63,0,1
Subject 1/Fall/06.mp4#f16-79,1,1
Subject 1/Fall/06.mp4#f32-95,1,1
Subject 1/Fall/06.mp4#f48-111,1,1
Subject 1/Fall/06.mp4#f64-127,1,1
Subject 1/Fall/06.mp4#f80-143,1,1
Subject 1/Fall/06.mp4#f96-159,1,1
Subject 1/Fall/07.mp4#f0-63,1,1
Subject 1/Fall/07.mp4#f16-79,1,1
Subject 1/Fall/07.mp4#f32-95,1,1
Subject 1/Fall/07.mp4#f48-111,1,1
Subject 1/Fall/07.mp4#f64-127,1,1
Subject 1/Fall/07.mp4#f80-143,1,1
Subject 1/Fall/08.mp4#f0-63,1,1
Subject 1/Fall/08.mp4#f16-79,1,1
Subject 1/Fall/08.mp4#f32-95,1,1
Subject 1/Fall/08.mp4#f48-111,1,1
Subject 1/Fall/08.mp4#f64-127,1,1
Subject 1/Fall/09.mp4#f0-63,1,1
Subject 1/Fall/09.mp4#f16-79,1,1
Subject 1/Fall/09.mp4#f32-95,1,1
Subject 1/Fall/09.mp4#f48-111,1,1
Subject 1/Fall/09.mp4#f64-127,1,1
Subject 1/Fall/10.mp4#f0-63,1,1
Subject 1/Fall/10.mp4#f16-79,1,1
Subject 1/Fall/10.mp4#f32-95,1,1
Subject 1/Fall/10.mp4#f48-111,1,1
Subject 1/Fall/10.mp4#f64-127,1,1
Subject 1/Fall/11.mp4#f0-63,1,1
Subject 1/Fall/11.mp4#f16-79,1,1
Subject 1/Fall/11.mp4#f32-95,1,1
Subject 1/Fall/11.mp4#f48-111,1,1
Subject 1/Fall/11.mp4#f64-127,1,1
Subject 1/Fall/11.mp4#f80-143,1,1
Subject 1/Fall/11.mp4#f96-159,1,1
Subject 1/Fall/11.mp4#f112-175,1,1
Subject 1/Fall/12.mp4#f16-79,1,1
Subject 1/Fall/12.mp4#f32-95,1,1
Subject 1/Fall/12.mp4#f48-111,1,1
Subject 1/Fall/12.mp4#f64-127,1,1
Subject 1/Fall/12.mp4#f80-143,1,1
Subject 1/Fall/12.mp4#f96-159,1,1
Subject 1/Fall/12.mp4#f112-175,1,1
Subject 1/Fall/12.mp4#f128-191,1,1
Subject 1/Fall/13.mp4#f0-63,1,1
Subject 1/Fall/13.mp4#f16-79,1,1
Subject 1/Fall/13.mp4#f32-95,1,1
Subject 1/Fall/13.mp4#f48-111,1,1
Subject 1/Fall/13.mp4#f64-127,1,1
Subject 1/Fall/14.mp4#f0-63,1,1
Subject 1/Fall/14.mp4#f16-79,1,1
Subject 1/Fall/14.mp4#f32-95,1,1
Subject 1/Fall/14.mp4#f48-111,1,1
Subject 1/Fall/14.mp4#f64-127,1,1
Subject 1/Fall/14.mp4#f80-143,1,1
Subject 1/Fall/14.mp4#f96-159,1,1
Subject 1/Fall/15.mp4#f16-79,1,1
Subject 1/Fall/15.mp4#f32-95,1,1
Subject 1/Fall/15.mp4#f48-111,1,1
Subject 1/Fall/15.mp4#f64-127,1,1
Subject 1/Fall/15.mp4#f80-143,1,1
Subject 1/Fall/15.mp4#f96-159,1,1
Subject 1/Fall/15.mp4#f112-175,1,1
Subject 1/Fall/16.mp4#f0-63,0,1
Subject 1/Fall/16.mp4#f16-79,0,1
Subject 1/Fall/16.mp4#f48-111,1,1
Subject 1/Fall/16.mp4#f64-127,1,1
Subject 1/Fall/16.mp4#f80-143,1,1
Subject 1/Fall/16.mp4#f96-159,1,1
Subject 1/Fall/16.mp4#f112-175,1,1
Subject 2/ADL/01.mp4#f0-63,0,2
Subject 2/ADL/01.mp4#f16-79,0,2
Subject 2/ADL/01.mp4#f32-95,0,2
Subject 2/ADL/01.mp4#f48-111,0,2
Subject 2/ADL/01.mp4#f64-127,0,2
Subject 2/ADL/01.mp4#f80-143,0,2
Subject 2/ADL/01.mp4#f96-159,0,2
Subject 2/ADL/01.mp4#f112-175,0,2
Subject 2/ADL/01.mp4#f128-191,0,2
Subject 2/ADL/01.mp4#f144-207,0,2
Subject 2/ADL/01.mp4#f160-223,0,2
Subject 2/ADL/01.mp4#f176-239,0,2
Subject 2/ADL/01.mp4#f192-255,0,2
Subject 2/ADL/01.mp4#f208-271,0,2
Subject 2/ADL/01.mp4#f224-287,0,2
Subject 2/ADL/01.mp4#f240-303,0,2
Subject 2/ADL/01.mp4#f256-319,0,2
Subject 2/ADL/01.mp4#f272-335,0,2
Subject 2/ADL/02.mp4#f0-63,0,2
Subject 2/ADL/02.mp4#f16-79,0,2
Subject 2/ADL/02.mp4#f32-95,0,2
Subject 2/ADL/02.mp4#f48-111,0,2
Subject 2/ADL/02.mp4#f64-127,0,2
Subject 2/ADL/02.mp4#f80-143,0,2
Subject 2/ADL/02.mp4#f96-159,0,2
Subject 2/ADL/02.mp4#f112-175,0,2
Subject 2/ADL/02.mp4#f128-191,0,2
Subject 2/ADL/02.mp4#f144-207,0,2
Subject 2/ADL/02.mp4#f160-223,0,2
Subject 2/ADL/02.mp4#f176-239,0,2
Subject 2/ADL/02.mp4#f192-255,0,2
Subject 2/ADL/02.mp4#f208-271,0,2
Subject 2/ADL/02.mp4#f224-287,0,2
Subject 2/ADL/02.mp4#f240-303,0,2
Subject 2/ADL/02.mp4#f256-319,0,2
Subject 2/ADL/02.mp4#f272-335,0,2
Subject 2/ADL/02.mp4#f288-351,0,2
Subject 2/ADL/03.mp4#f0-63,0,2
Subject 2/ADL/03.mp4#f16-79,0,2
Subject 2/ADL/03.mp4#f32-95,0,2
Subject 2/ADL/03.mp4#f48-111,0,2
Subject 2/ADL/03.mp4#f64-127,0,2
Subject 2/ADL/03.mp4#f80-143,0,2
Subject 2/ADL/03.mp4#f96-159,0,2
Subject 2/ADL/03.mp4#f112-175,0,2
Subject 2/ADL/03.mp4#f128-191,0,2
Subject 2/ADL/03.mp4#f144-207,0,2
Subject 2/ADL/03.mp4#f160-223,0,2
Subject 2/ADL/03.mp4#f176-239,0,2
Subject 2/ADL/03.mp4#f192-255,0,2
Subject 2/ADL/03.mp4#f208-271,0,2
Subject 2/ADL/03.mp4#f224-287,0,2
Subject 2/ADL/03.mp4#f240-303,0,2
Subject 2/ADL/03.mp4#f256-319,0,2
Subject 2/ADL/03.mp4#f272-335,0,2
Subject 2/ADL/03.mp4#f288-351,0,2
Subject 2/ADL/04.mp4#f0-63,0,2
Subject 2/ADL/04.mp4#f16-79,0,2
Subject 2/ADL/04.mp4#f32-95,0,2
Subject 2/ADL/04.mp4#f48-111,0,2
Subject 2/ADL/04.mp4#f64-127,0,2
Subject 2/ADL/04.mp4#f80-143,0,2
Subject 2/ADL/04.mp4#f96-159,0,2
Subject 2/ADL/04.mp4#f112-175,0,2
Subject 2/ADL/04.mp4#f128-191,0,2
Subject 2/ADL/04.mp4#f144-207,0,2
Subject 2/ADL/04.mp4#f160-223,0,2
Subject 2/ADL/05.mp4#f0-63,0,2
Subject 2/ADL/05.mp4#f16-79,0,2
Subject 2/ADL/05.mp4#f32-95,0,2
Subject 2/ADL/05.mp4#f48-111,0,2
Subject 2/ADL/05.mp4#f64-127,0,2
Subject 2/ADL/05.mp4#f80-143,0,2
Subject 2/ADL/05.mp4#f96-159,0,2
Subject 2/ADL/05.mp4#f112-175,0,2
Subject 2/ADL/05.mp4#f128-191,0,2
Subject 2/ADL/05.mp4#f144-207,0,2
Subject 2/ADL/05.mp4#f160-223,0,2
Subject 2/ADL/05.mp4#f176-239,0,2
Subject 2/ADL/05.mp4#f192-255,0,2
Subject 2/ADL/05.mp4#f208-271,0,2
Subject 2/ADL/05.mp4#f224-287,0,2
Subject 2/ADL/05.mp4#f240-303,0,2
Subject 2/ADL/05.mp4#f256-319,0,2
Subject 2/ADL/06.mp4#f0-63,0,2
Subject 2/ADL/06.mp4#f16-79,0,2
Subject 2/ADL/06.mp4#f32-95,0,2
Subject 2/ADL/06.mp4#f48-111,0,2
Subject 2/ADL/06.mp4#f64-127,0,2
Subject 2/ADL/06.mp4#f80-143,0,2
Subject 2/ADL/06.mp4#f96-159,0,2
Subject 2/ADL/06.mp4#f112-175,0,2
Subject 2/ADL/06.mp4#f128-191,0,2
Subject 2/ADL/06.mp4#f144-207,0,2
Subject 2/ADL/06.mp4#f160-223,0,2
Subject 2/ADL/06.mp4#f176-239,0,2
Subject 2/ADL/06.mp4#f192-255,0,2
Subject 2/ADL/06.mp4#f208-271,0,2
Subject 2/ADL/06.mp4#f224-287,0,2
Subject 2/ADL/06.mp4#f240-303,0,2
Subject 2/ADL/06.mp4#f256-319,0,2
Subject 2/ADL/07.mp4#f0-63,0,2
Subject 2/ADL/07.mp4#f16-79,0,2
Subject 2/ADL/07.mp4#f32-95,0,2
Subject 2/ADL/07.mp4#f48-111,0,2
Subject 2/ADL/07.mp4#f64-127,0,2
Subject 2/ADL/07.mp4#f80-143,0,2
Subject 2/ADL/07.mp4#f96-159,0,2
Subject 2/ADL/07.mp4#f112-175,0,2
Subject 2/ADL/07.mp4#f128-191,0,2
Subject 2/ADL/07.mp4#f144-207,0,2
Subject 2/ADL/07.mp4#f160-223,0,2
Subject 2/ADL/07.mp4#f176-239,0,2
Subject 2/ADL/07.mp4#f192-255,0,2
Subject 2/ADL/07.mp4#f208-271,0,2
Subject 2/ADL/07.mp4#f224-287,0,2
Subject 2/ADL/07.mp4#f240-303,0,2
Subject 2/ADL/07.mp4#f256-319,0,2
Subject 2/ADL/07.mp4#f272-335,0,2
Subject 2/ADL/07.mp4#f288-351,0,2
Subject 2/ADL/07.mp4#f304-367,0,2
Subject 2/ADL/07.mp4#f320-383,0,2
Subject 2/ADL/08.mp4#f0-63,0,2
Subject 2/ADL/08.mp4#f16-79,0,2
Subject 2/ADL/08.mp4#f32-95,0,2
Subject 2/ADL/08.mp4#f48-111,0,2
Subject 2/ADL/08.mp4#f64-127,0,2
Subject 2/ADL/08.mp4#f80-143,0,2
Subject 2/ADL/08.mp4#f96-159,0,2
Subject 2/ADL/08.mp4#f112-175,0,2
Subject 2/ADL/08.mp4#f128-191,0,2
Subject 2/ADL/08.mp4#f144-207,0,2
Subject 2/ADL/08.mp4#f160-223,0,2
Subject 2/ADL/08.mp4#f176-239,0,2
Subject 2/ADL/08.mp4#f192-255,0,2
Subject 2/ADL/08.mp4#f208-271,0,2
Subject 2/ADL/08.mp4#f224-287,0,2
Subject 2/ADL/08.mp4#f240-303,0,2
Subject 2/ADL/08.mp4#f256-319,0,2
Subject 2/ADL/08.mp4#f272-335,0,2
Subject 2/ADL/08.mp4#f288-351,0,2
Subject 2/ADL/08.mp4#f304-367,0,2
Subject 2/ADL/08.mp4#f320-383,0,2
Subject 2/ADL/08.mp4#f336-399,0,2
Subject 2/ADL/09.mp4#f0-63,0,2
Subject 2/ADL/09.mp4#f16-79,0,2
Subject 2/ADL/09.mp4#f32-95,0,2
Subject 2/ADL/09.mp4#f48-111,0,2
Subject 2/ADL/09.mp4#f64-127,0,2
Subject 2/ADL/09.mp4#f80-143,0,2
Subject 2/ADL/09.mp4#f96-159,0,2
Subject 2/ADL/09.mp4#f112-175,0,2
Subject 2/ADL/09.mp4#f128-191,0,2
Subject 2/ADL/09.mp4#f144-207,0,2
Subject 2/ADL/09.mp4#f160-223,0,2
Subject 2/ADL/09.mp4#f176-239,0,2
Subject 2/ADL/09.mp4#f192-255,0,2
Subject 2/ADL/09.mp4#f208-271,0,2
Subject 2/ADL/09.mp4#f224-287,0,2
Subject 2/ADL/09.mp4#f240-303,0,2
Subject 2/ADL/09.mp4#f256-319,0,2
Subject 2/ADL/10.mp4#f0-63,0,2
Subject 2/ADL/10.mp4#f16-79,0,2
Subject 2/ADL/10.mp4#f32-95,0,2
Subject 2/ADL/10.mp4#f48-111,0,2
Subject 2/ADL/10.mp4#f64-127,0,2
Subject 2/ADL/10.mp4#f80-143,0,2
Subject 2/ADL/10.mp4#f96-159,0,2
Subject 2/ADL/10.mp4#f112-175,0,2
Subject 2/ADL/10.mp4#f128-191,0,2
Subject 2/ADL/10.mp4#f144-207,0,2
Subject 2/ADL/10.mp4#f160-223,0,2
Subject 2/ADL/11.mp4#f0-63,0,2
Subject 2/ADL/11.mp4#f16-79,0,2
Subject 2/ADL/11.mp4#f32-95,0,2
Subject 2/ADL/11.mp4#f48-111,0,2
Subject 2/ADL/11.mp4#f64-127,0,2
Subject 2/ADL/11.mp4#f80-143,0,2
Subject 2/ADL/11.mp4#f96-159,0,2
Subject 2/ADL/11.mp4#f112-175,0,2
Subject 2/ADL/11.mp4#f128-191,0,2
Subject 2/ADL/11.mp4#f144-207,0,2
Subject 2/ADL/11.mp4#f160-223,0,2
Subject 2/ADL/11.mp4#f176-239,0,2
Subject 2/ADL/11.mp4#f192-255,0,2
Subject 2/ADL/11.mp4#f208-271,0,2
Subject 2/ADL/11.mp4#f224-287,0,2
Subject 2/ADL/12.mp4#f0-63,0,2
Subject 2/ADL/12.mp4#f16-79,0,2
Subject 2/ADL/12.mp4#f32-95,0,2
Subject 2/ADL/12.mp4#f48-111,0,2
Subject 2/ADL/12.mp4#f64-127,0,2
Subject 2/ADL/12.mp4#f80-143,0,2
Subject 2/ADL/12.mp4#f96-159,0,2
Subject 2/ADL/12.mp4#f112-175,0,2
Subject 2/ADL/12.mp4#f128-191,0,2
Subject 2/ADL/12.mp4#f144-207,0,2
Subject 2/ADL/12.mp4#f160-223,0,2
Subject 2/ADL/13.mp4#f0-63,0,2
Subject 2/ADL/13.mp4#f16-79,0,2
Subject 2/ADL/13.mp4#f32-95,0,2
Subject 2/ADL/13.mp4#f48-111,0,2
Subject 2/ADL/13.mp4#f64-127,0,2
Subject 2/ADL/13.mp4#f80-143,0,2
Subject 2/ADL/14.mp4#f0-63,0,2
Subject 2/ADL/14.mp4#f16-79,0,2
Subject 2/ADL/14.mp4#f32-95,0,2
Subject 2/ADL/14.mp4#f48-111,0,2
Subject 2/ADL/14.mp4#f64-127,0,2
Subject 2/ADL/14.mp4#f80-143,0,2
Subject 2/ADL/14.mp4#f96-159,0,2
Subject 2/ADL/15.mp4#f0-63,0,2
Subject 2/ADL/15.mp4#f16-79,0,2
Subject 2/ADL/15.mp4#f32-95,0,2
Subject 2/ADL/15.mp4#f48-111,0,2
Subject 2/ADL/15.mp4#f64-127,0,2
Subject 2/ADL/15.mp4#f80-143,0,2
Subject 2/ADL/15.mp4#f96-159,0,2
Subject 2/ADL/15.mp4#f112-175,0,2
Subject 2/ADL/16.mp4#f0-63,0,2
Subject 2/ADL/16.mp4#f16-79,0,2
Subject 2/ADL/16.mp4#f32-95,0,2
Subject 2/ADL/16.mp4#f48-111,0,2
Subject 2/ADL/16.mp4#f64-127,0,2
Subject 2/ADL/16.mp4#f80-143,0,2
Subject 2/ADL/16.mp4#f96-159,0,2
Subject 2/ADL/17.mp4#f0-63,0,2
Subject 2/ADL/17.mp4#f16-79,0,2
Subject 2/ADL/17.mp4#f32-95,0,2
Subject 2/ADL/17.mp4#f48-111,0,2
Subject 2/ADL/17.mp4#f64-127,0,2
Subject 2/ADL/17.mp4#f80-143,0,2
Subject 2/ADL/17.mp4#f96-159,0,2
Subject 2/ADL/18.mp4#f0-63,0,2
Subject 2/ADL/18.mp4#f16-79,0,2
Subject 2/ADL/18.mp4#f32-95,0,2
Subject 2/ADL/18.mp4#f48-111,0,2
Subject 2/ADL/18.mp4#f64-127,0,2
Subject 2/ADL/18.mp4#f80-143,0,2
Subject 2/ADL/18.mp4#f96-159,0,2
Subject 2/ADL/19.mp4#f0-63,0,2
Subject 2/ADL/19.mp4#f16-79,0,2
Subject 2/ADL/19.mp4#f32-95,0,2
Subject 2/ADL/19.mp4#f48-111,0,2
Subject 2/ADL/19.mp4#f64-127,0,2
Subject 2/ADL/19.mp4#f80-143,0,2
Subject 2/ADL/19.mp4#f96-159,0,2
Subject 2/ADL/20.mp4#f0-63,0,2
Subject 2/ADL/20.mp4#f16-79,0,2
Subject 2/ADL/20.mp4#f32-95,0,2
Subject 2/ADL/20.mp4#f48-111,0,2
Subject 2/ADL/20.mp4#f64-127,0,2
Subject 2/ADL/20.mp4#f80-143,0,2
Subject 2/ADL/20.mp4#f96-159,0,2
Subject 2/ADL/21.mp4#f0-63,0,2
Subject 2/ADL/21.mp4#f16-79,0,2
Subject 2/ADL/21.mp4#f32-95,0,2
Subject 2/ADL/21.mp4#f48-111,0,2
Subject 2/ADL/21.mp4#f64-127,0,2
Subject 2/ADL/21.mp4#f80-143,0,2
Subject 2/ADL/22.mp4#f0-63,0,2
Subject 2/ADL/22.mp4#f16-79,0,2
Subject 2/ADL/22.mp4#f32-95,0,2
Subject 2/ADL/22.mp4#f48-111,0,2
Subject 2/ADL/22.mp4#f64-127,0,2
Subject 2/ADL/22.mp4#f80-143,0,2
Subject 2/ADL/22.mp4#f96-159,0,2
Subject 2/ADL/22.mp4#f112-175,0,2
Subject 2/ADL/23.mp4#f0-63,0,2
Subject 2/ADL/23.mp4#f16-79,0,2
Subject 2/ADL/23.mp4#f32-95,0,2
Subject 2/Fall/01.mp4#f0-63,1,2
Subject 2/Fall/01.mp4#f16-79,1,2
Subject 2/Fall/01.mp4#f32-95,1,2
Subject 2/Fall/01.mp4#f48-111,1,2
Subject 2/Fall/01.mp4#f64-127,1,2
Subject 2/Fall/01.mp4#f80-143,1,2
Subject 2/Fall/01.mp4#f96-159,1,2
Subject 2/Fall/01.mp4#f112-175,1,2
Subject 2/Fall/02.mp4#f0-63,0,2
Subject 2/Fall/02.mp4#f16-79,0,2
Subject 2/Fall/02.mp4#f32-95,1,2
Subject 2/Fall/02.mp4#f48-111,1,2
Subject 2/Fall/02.mp4#f64-127,1,2
Subject 2/Fall/02.mp4#f80-143,1,2
Subject 2/Fall/02.mp4#f96-159,1,2
Subject 2/Fall/02.mp4#f112-175,1,2
Subject 2/Fall/02.mp4#f128-191,1,2
Subject 2/Fall/02.mp4#f144-207,1,2
Subject 2/Fall/02.mp4#f160-223,1,2
Subject 2/Fall/02.mp4#f176-239,1,2
Subject 2/Fall/03.mp4#f0-63,1,2
Subject 2/Fall/03.mp4#f16-79,1,2
Subject 2/Fall/03.mp4#f32-95,1,2
Subject 2/Fall/03.mp4#f48-111,1,2
Subject 2/Fall/03.mp4#f64-127,1,2
Subject 2/Fall/03.mp4#f80-143,1,2
Subject 2/Fall/03.mp4#f96-159,1,2
Subject 2/Fall/03.mp4#f112-175,1,2
Subject 2/Fall/03.mp4#f128-191,1,2
Subject 2/Fall/03.mp4#f144-207,1,2
Subject 2/Fall/04.mp4#f0-63,0,2
Subject 2/Fall/04.mp4#f16-79,0,2
