path,video_path,label,subject,dataset,start_frame,end_frame,start_seconds,end_seconds,fall_onset_seconds,pose_valid_ratio
Subject 1/Fall/02.mp4#f64-127,Subject 1/Fall/02.mp4,1,1,gmdcsa24,64,127,2.156868,4.280034,1.900000,1.000000
Subject 1/Fall/02.mp4#f80-143,Subject 1/Fall/02.mp4,1,1,gmdcsa24,80,143,2.696085,4.819251,1.900000,1.000000
Subject 1/Fall/02.mp4#f96-159,Subject 1/Fall/02.mp4,1,1,gmdcsa24,96,159,3.235302,5.358468,1.900000,1.000000
Subject 1/Fall/02.mp4#f112-175,Subject 1/Fall/02.mp4,1,1,gmdcsa24,112,175,3.774518,5.897685,1.900000,1.000000
Subject 1/Fall/03.mp4#f0-63,Subject 1/Fall/03.mp4,0,1,gmdcsa24,0,63,0.000000,2.119676,2.500000,1.000000
Subject 1/Fall/03.mp4#f32-95,Subject 1/Fall/03.mp4,1,1,gmdcsa24,32,95,1.076661,3.196336,2.500000,1.000000
Subject 1/Fall/03.mp4#f48-111,Subject 1/Fall/03.mp4,1,1,gmdcsa24,48,111,1.614991,3.734667,2.500000,1.000000
Subject 1/Fall/03.mp4#f64-127,Subject 1/Fall/03.mp4,1,1,gmdcsa24,64,127,2.153321,4.272997,2.500000,1.000000
Subject 1/Fall/03.mp4#f80-143,Subject 1/Fall/03.mp4,1,1,gmdcsa24,80,143,2.691652,4.811327,2.500000,1.000000
Subject 1/Fall/03.mp4#f96-159,Subject 1/Fall/03.mp4,1,1,gmdcsa24,96,159,3.229982,5.349657,2.500000,1.000000
Subject 1/Fall/03.mp4#f112-175,Subject 1/Fall/03.mp4,1,1,gmdcsa24,112,175,3.768312,5.887988,2.500000,1.000000
Subject 1/Fall/04.mp4#f0-63,Subject 1/Fall/04.mp4,0,1,gmdcsa24,0,63,0.000000,2.140835,2.300000,1.000000
Subject 1/Fall/04.mp4#f32-95,Subject 1/Fall/04.mp4,1,1,gmdcsa24,32,95,1.087408,3.228243,2.300000,1.000000
Subject 1/Fall/04.mp4#f48-111,Subject 1/Fall/04.mp4,1,1,gmdcsa24,48,111,1.631112,3.771947,2.300000,1.000000
Subject 1/Fall/04.mp4#f64-127,Subject 1/Fall/04.mp4,1,1,gmdcsa24,64,127,2.174816,4.315651,2.300000,1.000000
Subject 1/Fall/04.mp4#f80-143,Subject 1/Fall/04.mp4,1,1,gmdcsa24,80,143,2.718521,4.859356,2.300000,1.000000
Subject 1/Fall/05.mp4#f16-79,Subject 1/Fall/05.mp4,1,1,gmdcsa24,16,79,0.538633,2.659500,1.800000,1.000000
Subject 1/Fall/05.mp4#f32-95,Subject 1/Fall/05.mp4,1,1,gmdcsa24,32,95,1.077266,3.198133,1.800000,1.000000
Subject 1/Fall/05.mp4#f48-111,Subject 1/Fall/05.mp4,1,1,gmdcsa24,48,111,1.615899,3.736766,1.800000,1.000000
Subject 1/Fall/05.mp4#f64-127,Subject 1/Fall/05.mp4,1,1,gmdcsa24,64,127,2.154532,4.275399,1.800000,1.000000
Subject 1/Fall/05.mp4#f80-143,Subject 1/Fall/05.mp4,1,1,gmdcsa24,80,143,2.693165,4.814032,1.800000,1.000000
Subject 1/Fall/05.mp4#f96-159,Subject 1/Fall/05.mp4,1,1,gmdcsa24,96,159,3.231798,5.352665,1.800000,1.000000
Subject 1/Fall/06.mp4#f0-63,Subject 1/Fall/06.mp4,0,1,gmdcsa24,0,63,0.000000,2.123821,2.200000,1.000000
Subject 1/Fall/06.mp4#f16-79,Subject 1/Fall/06.mp4,1,1,gmdcsa24,16,79,0.539383,2.663204,2.200000,1.000000
Subject 1/Fall/06.mp4#f32-95,Subject 1/Fall/06.mp4,1,1,gmdcsa24,32,95,1.078766,3.202587,2.200000,1.000000
Subject 1/Fall/06.mp4#f48-111,Subject 1/Fall/06.mp4,1,1,gmdcsa24,48,111,1.618149,3.741970,2.200000,1.000000
Subject 1/Fall/06.mp4#f64-127,Subject 1/Fall/06.mp4,1,1,gmdcsa24,64,127,2.157532,4.281353,2.200000,1.000000
Subject 1/Fall/06.mp4#f80-143,Subject 1/Fall/06.mp4,1,1,gmdcsa24,80,143,2.696915,4.820736,2.200000,1.000000
Subject 1/Fall/06.mp4#f96-159,Subject 1/Fall/06.mp4,1,1,gmdcsa24,96,159,3.236298,5.360119,2.200000,1.000000
Subject 1/Fall/07.mp4#f0-63,Subject 1/Fall/07.mp4,1,1,gmdcsa24,0,63,0.000000,2.122029,1.100000,1.000000
Subject 1/Fall/07.mp4#f16-79,Subject 1/Fall/07.mp4,1,1,gmdcsa24,16,79,0.538928,2.660958,1.100000,1.000000
Subject 1/Fall/07.mp4#f32-95,Subject 1/Fall/07.mp4,1,1,gmdcsa24,32,95,1.077856,3.199886,1.100000,1.000000
Subject 1/Fall/07.mp4#f48-111,Subject 1/Fall/07.mp4,1,1,gmdcsa24,48,111,1.616784,3.738814,1.100000,1.000000
Subject 1/Fall/07.mp4#f64-127,Subject 1/Fall/07.mp4,1,1,gmdcsa24,64,127,2.155712,4.277742,1.100000,1.000000
