fold,window_path,video_path,subject,video_label,window_label,start_frame,end_frame,end_seconds,lead_seconds,probability,threshold,triggered,clip_end_seconds,clip_start_seconds,expected_review_positive
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f64-127,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4,5,0,0,64,127,4.233333,,0.41744527220726013,0.14103153347969055,True,4.233333,0.233333,0
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f608-671,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4,6,0,0,608,671,22.366667,,0.2975512146949768,0.19596992433071136,True,22.366667,18.366667,0
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM3.mp4#f80-143,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM3.mp4,3,0,0,80,143,4.766667,,0.4379967451095581,0.3839940130710602,True,4.766667,0.766667,0
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM6.mp4#f576-639,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM6.mp4,6,0,0,576,639,21.3,,0.21201419830322266,0.19596992433071136,True,21.3,17.3,0
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM7.mp4#f128-191,data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM7.mp4,7,0,0,128,191,6.366667,,0.9930437803268433,0.9319695830345154,True,6.366667,2.3666669999999996,0
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM1.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM1.mp4,1,1,1,416,479,15.966666,1.766667,0.6092035174369812,0.5754632353782654,True,15.966666,11.966666,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM2.mp4#f192-255,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM2.mp4,2,1,1,192,255,8.5,1.400000,0.8768097162246704,0.6317691206932068,True,8.5,4.5,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM3.mp4#f384-447,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM3.mp4,3,1,1,384,447,14.9,2.000000,0.9850220084190369,0.3839940130710602,True,14.9,10.9,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM4.mp4#f624-687,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM4.mp4,4,1,1,624,687,22.899999,1.800000,0.9998914003372192,0.002818172564730048,True,22.899999,18.899999,1
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM5.mp4#f448-511,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM5.mp4,5,1,1,448,511,17.033332,1.600000,0.9974186420440674,0.14103153347969055,True,17.033332,13.033332000000001,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM6.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM6.mp4,6,1,1,416,479,15.966667,1.533333,0.7717702984809875,0.19596992433071136,True,15.966667,11.966667,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM8.mp4#f320-383,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM8.mp4,8,1,1,320,383,12.766666,1.666667,0.9895085096359253,0.32760852575302124,True,12.766666,8.766666,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM9.mp4#f368-431,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM9.mp4,9,1,1,368,431,14.366667,1.833333,0.3643152713775635,0.19125054776668549,True,14.366667,10.366667,1
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM1.mp4#f400-463,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM1.mp4,1,1,1,400,463,15.433332,2.000000,0.6038544774055481,0.5754632353782654,True,15.433332,11.433332,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM2.mp4#f192-255,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM2.mp4,2,1,1,192,255,8.499999,1.300000,0.8165521621704102,0.6317691206932068,True,8.499999,4.499999000000001,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM3.mp4#f400-463,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM3.mp4,3,1,1,400,463,15.433333,1.600000,0.9980670809745789,0.3839940130710602,True,15.433333,11.433333,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM4.mp4#f624-687,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM4.mp4,4,1,1,624,687,22.9,1.833333,0.9999135732650757,0.002818172564730048,True,22.9,18.9,1
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM5.mp4#f448-511,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM5.mp4,5,1,1,448,511,17.033332,1.866667,0.9996851682662964,0.14103153347969055,True,17.033332,13.033332000000001,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM6.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM6.mp4,6,1,1,416,479,15.966667,1.666667,0.5991814732551575,0.19596992433071136,True,15.966667,11.966667,1
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM7.mp4#f464-527,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM7.mp4,7,1,1,464,527,17.566667,0.800000,0.9657567143440247,0.9319695830345154,True,17.566667,13.566666999999999,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM8.mp4#f320-383,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM8.mp4,8,1,1,320,383,12.766667,1.766667,0.932836651802063,0.32760852575302124,True,12.766667,8.766667,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM9.mp4#f384-447,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM9.mp4,9,1,1,384,447,14.899999,1.533333,0.8040200471878052,0.19125054776668549,True,14.899999,10.899999,1
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM1.mp4#f368-431,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM1.mp4,1,1,1,368,431,14.366666,1.666667,0.6764538288116455,0.5754632353782654,True,14.366666,10.366666,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM2.mp4#f224-287,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM2.mp4,2,1,1,224,287,9.566667,1.700000,0.771027684211731,0.6317691206932068,True,9.566667,5.566667000000001,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM3.mp4#f400-463,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM3.mp4,3,1,1,400,463,15.433333,1.666667,0.9999349117279053,0.3839940130710602,True,15.433333,11.433333,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM4.mp4#f640-703,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM4.mp4,4,1,1,640,703,23.433333,1.600000,0.9999918937683105,0.002818172564730048,True,23.433333,19.433333,1
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM5.mp4#f480-543,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM5.mp4,5,1,1,480,543,18.1,1.933333,0.9984890222549438,0.14103153347969055,True,18.1,14.100000000000001,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM6.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM6.mp4,6,1,1,416,479,15.966666,1.633333,0.6368363499641418,0.19596992433071136,True,15.966666,11.966666,1
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM7.mp4#f432-495,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM7.mp4,7,1,1,432,495,16.5,0.266667,0.9969056248664856,0.9319695830345154,True,16.5,12.5,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM8.mp4#f304-367,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM8.mp4,8,1,1,304,367,12.233333,1.633333,0.8891421556472778,0.32760852575302124,True,12.233333,8.233333,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM9.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM9.mp4,9,1,1,416,479,15.966667,1.866667,0.9983158111572266,0.19125054776668549,True,15.966667,11.966667,1
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM1.mp4#f384-447,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM1.mp4,1,1,1,384,447,14.899999,1.766667,0.7480635643005371,0.5754632353782654,True,14.899999,10.899999,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM2.mp4#f224-287,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM2.mp4,2,1,1,224,287,9.566665,1.900000,0.7993152141571045,0.6317691206932068,True,9.566665,5.566665,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM3.mp4#f400-463,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM3.mp4,3,1,1,400,463,15.433332,1.933333,0.9998875856399536,0.3839940130710602,True,15.433332,11.433332,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM4.mp4#f640-703,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM4.mp4,4,1,1,640,703,23.433332,1.933333,0.9921073317527771,0.002818172564730048,True,23.433332,19.433332,1
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM5.mp4#f480-543,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM5.mp4,5,1,1,480,543,18.099999,1.900000,0.9991052746772766,0.14103153347969055,True,18.099999,14.099999,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM6.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM6.mp4,6,1,1,416,479,15.966667,1.733333,0.6700455546379089,0.19596992433071136,True,15.966667,11.966667,1
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM7.mp4#f432-495,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM7.mp4,7,1,1,432,495,16.499999,0.600000,0.9830980896949768,0.9319695830345154,True,16.499999,12.499998999999999,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM8.mp4#f304-367,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM8.mp4,8,1,1,304,367,12.233333,1.733333,0.5694206953048706,0.32760852575302124,True,12.233333,8.233333,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM9.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM9.mp4,9,1,1,416,479,15.966667,1.766667,0.9601957201957703,0.19125054776668549,True,15.966667,11.966667,1
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM1.mp4#f368-431,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM1.mp4,1,1,1,368,431,14.366667,1.900000,0.8352476954460144,0.5754632353782654,True,14.366667,10.366667,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM2.mp4#f240-303,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM2.mp4,2,1,1,240,303,10.1,1.200000,0.7712821960449219,0.6317691206932068,True,10.1,6.1,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM3.mp4#f320-383,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM3.mp4,3,1,1,320,383,12.766667,1.866667,0.8086346983909607,0.3839940130710602,True,12.766667,8.766667,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM4.mp4#f576-639,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM4.mp4,4,1,1,576,639,21.3,1.766667,0.9999452829360962,0.002818172564730048,True,21.3,17.3,1
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM5.mp4#f528-591,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM5.mp4,5,1,1,528,591,19.7,0.533333,0.9360243678092957,0.14103153347969055,True,19.7,15.7,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM6.mp4#f464-527,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM6.mp4,6,1,1,464,527,17.566667,1.700000,0.981253445148468,0.19596992433071136,True,17.566667,13.566666999999999,1
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM7.mp4#f448-511,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM7.mp4,7,1,1,448,511,17.033332,0.833333,0.9951243996620178,0.9319695830345154,True,17.033332,13.033332000000001,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM8.mp4#f272-335,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM8.mp4,8,1,1,272,335,11.166667,0.966667,0.3829258382320404,0.32760852575302124,True,11.166667,7.166667,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM9.mp4#f384-447,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM9.mp4,9,1,1,384,447,14.9,1.400000,0.3958061635494232,0.19125054776668549,True,14.9,10.9,1
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM1.mp4#f368-431,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM1.mp4,1,1,1,368,431,14.366667,1.700000,0.9047515988349915,0.5754632353782654,True,14.366667,10.366667,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM2.mp4#f224-287,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM2.mp4,2,1,1,224,287,9.566667,1.800000,0.8056214451789856,0.6317691206932068,True,9.566667,5.566667000000001,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM3.mp4#f368-431,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM3.mp4,3,1,1,368,431,14.366666,0.433333,0.9998173117637634,0.3839940130710602,True,14.366666,10.366666,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM4.mp4#f576-639,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM4.mp4,4,1,1,576,639,21.299999,1.533333,0.9999815225601196,0.002818172564730048,True,21.299999,17.299999,1
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM5.mp4#f528-591,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM5.mp4,5,1,1,528,591,19.7,0.700000,0.9856729507446289,0.14103153347969055,True,19.7,15.7,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM6.mp4#f464-527,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM6.mp4,6,1,1,464,527,17.566666,1.800000,0.9612759351730347,0.19596992433071136,True,17.566666,13.566666000000001,1
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM7.mp4#f448-511,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM7.mp4,7,1,1,448,511,17.033332,0.766667,0.9992769360542297,0.9319695830345154,True,17.033332,13.033332000000001,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM8.mp4#f256-319,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM8.mp4,8,1,1,256,319,10.633333,0.966667,0.8981261849403381,0.32760852575302124,True,10.633333,6.633333,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM9.mp4#f384-447,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM9.mp4,9,1,1,384,447,14.9,1.233333,0.6790760159492493,0.19125054776668549,True,14.9,10.9,1
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM1.mp4#f448-511,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM1.mp4,1,1,1,448,511,17.033333,1.866667,0.9515755772590637,0.5754632353782654,True,17.033333,13.033332999999999,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM2.mp4#f304-367,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM2.mp4,2,1,1,304,367,12.233333,0.366667,0.9965717792510986,0.6317691206932068,True,12.233333,8.233333,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM3.mp4#f384-447,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM3.mp4,3,1,1,384,447,14.9,0.966667,0.8165547847747803,0.3839940130710602,True,14.9,10.9,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM4.mp4#f624-687,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM4.mp4,4,1,1,624,687,22.9,1.800000,0.9965502023696899,0.002818172564730048,True,22.9,18.9,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM6.mp4#f544-607,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM6.mp4,6,1,1,544,607,20.233333,0.066667,0.9591175317764282,0.19596992433071136,True,20.233333,16.233333,1
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM7.mp4#f464-527,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM7.mp4,7,1,1,464,527,17.566666,0.633333,0.9876603484153748,0.9319695830345154,True,17.566666,13.566666000000001,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM8.mp4#f224-287,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM8.mp4,8,1,1,224,287,9.566667,1.933333,0.9348548650741577,0.32760852575302124,True,9.566667,5.566667000000001,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM9.mp4#f400-463,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM9.mp4,9,1,1,400,463,15.433333,1.700000,0.8415170311927795,0.19125054776668549,True,15.433333,11.433333,1
1,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM1.mp4#f448-511,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM1.mp4,1,1,1,448,511,17.033333,1.600000,0.8978840112686157,0.5754632353782654,True,17.033333,13.033332999999999,1
2,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM2.mp4#f304-367,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM2.mp4,2,1,1,304,367,12.233333,1.033333,0.9332797527313232,0.6317691206932068,True,12.233333,8.233333,1
3,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM3.mp4#f416-479,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM3.mp4,3,1,1,416,479,15.966667,0.033333,0.9999992847442627,0.3839940130710602,True,15.966667,11.966667,1
4,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM4.mp4#f640-703,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM4.mp4,4,1,1,640,703,23.433332,1.500000,0.9999687671661377,0.002818172564730048,True,23.433332,19.433332,1
5,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM5.mp4#f496-559,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM5.mp4,5,1,1,496,559,18.633333,0.666667,0.4850533604621887,0.14103153347969055,True,18.633333,14.633333,1
6,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM6.mp4#f544-607,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM6.mp4,6,1,1,544,607,20.233333,0.166667,0.9481474757194519,0.19596992433071136,True,20.233333,16.233333,1
7,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM7.mp4#f464-527,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM7.mp4,7,1,1,464,527,17.566666,0.566667,0.985224723815918,0.9319695830345154,True,17.566666,13.566666000000001,1
8,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM8.mp4#f240-303,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM8.mp4,8,1,1,240,303,10.099999,1.533333,0.921579897403717,0.32760852575302124,True,10.099999,6.099999,1
9,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM9.mp4#f384-447,data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM9.mp4,9,1,1,384,447,14.9,1.900000,0.9241852760314941,0.19125054776668549,True,14.9,10.9,1
