path,label,subject,dataset,pose_path,backend,frames,zero_pose_frames,mean_confidence
Subject 1/ADL/12.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__ADL__12.npz,yolo,64,0,0.877902
Subject 1/ADL/13.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__ADL__13.npz,yolo,64,0,0.878766
Subject 1/ADL/14.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__ADL__14.npz,yolo,64,0,0.854286
Subject 1/ADL/15.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__ADL__15.npz,yolo,64,0,0.884175
Subject 1/ADL/16.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__ADL__16.npz,yolo,64,0,0.848936
Subject 1/Fall/01.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__01.npz,yolo,64,24,0.573595
Subject 1/Fall/02.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__02.npz,yolo,64,36,0.393585
Subject 1/Fall/03.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__03.npz,yolo,64,0,0.873684
Subject 1/Fall/04.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__04.npz,yolo,64,1,0.873273
Subject 1/Fall/05.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__05.npz,yolo,64,0,0.824282
Subject 1/Fall/06.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__06.npz,yolo,64,0,0.765353
Subject 1/Fall/07.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__07.npz,yolo,64,0,0.840782
Subject 1/Fall/08.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__08.npz,yolo,64,0,0.818739
Subject 1/Fall/09.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__09.npz,yolo,64,4,0.554030
Subject 1/Fall/10.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__10.npz,yolo,64,0,0.743232
Subject 1/Fall/11.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__11.npz,yolo,64,0,0.858117
Subject 1/Fall/12.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__12.npz,yolo,64,0,0.782462
Subject 1/Fall/13.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__13.npz,yolo,64,0,0.765269
Subject 1/Fall/14.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__14.npz,yolo,64,0,0.587032
Subject 1/Fall/15.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__15.npz,yolo,64,0,0.836165
Subject 1/Fall/16.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_1__Fall__16.npz,yolo,64,0,0.837599
Subject 2/ADL/01.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__01.npz,yolo,64,0,0.845222
Subject 2/ADL/02.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__02.npz,yolo,64,0,0.782996
Subject 2/ADL/03.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__03.npz,yolo,64,0,0.806920
Subject 2/ADL/04.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__04.npz,yolo,64,0,0.867150
Subject 2/ADL/05.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__05.npz,yolo,64,0,0.751231
Subject 2/ADL/06.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__06.npz,yolo,64,1,0.831165
Subject 2/ADL/07.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__07.npz,yolo,64,0,0.832165
Subject 2/ADL/08.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__08.npz,yolo,64,0,0.835907
Subject 2/ADL/09.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__09.npz,yolo,64,0,0.895430
Subject 2/ADL/10.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__10.npz,yolo,64,0,0.834656
Subject 2/ADL/11.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__11.npz,yolo,64,0,0.770545
Subject 2/ADL/12.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__12.npz,yolo,64,0,0.658036
Subject 2/ADL/13.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__13.npz,yolo,64,0,0.871876
Subject 2/ADL/14.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__14.npz,yolo,64,1,0.667360
Subject 2/ADL/15.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__15.npz,yolo,64,1,0.814175
Subject 2/ADL/16.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__16.npz,yolo,64,1,0.803933
Subject 2/ADL/17.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__17.npz,yolo,64,0,0.784710
Subject 2/ADL/18.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__18.npz,yolo,64,0,0.669325
Subject 2/ADL/19.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__19.npz,yolo,64,4,0.655003
Subject 2/ADL/20.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__20.npz,yolo,64,3,0.736094
Subject 2/ADL/21.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__21.npz,yolo,64,0,0.786152
Subject 2/ADL/22.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__22.npz,yolo,64,16,0.485622
Subject 2/ADL/23.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__ADL__23.npz,yolo,64,0,0.913458
Subject 2/Fall/01.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__01.npz,yolo,64,2,0.704332
Subject 2/Fall/02.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__02.npz,yolo,64,31,0.414240
Subject 2/Fall/03.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__03.npz,yolo,64,25,0.403398
Subject 2/Fall/04.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__04.npz,yolo,64,28,0.431018
Subject 2/Fall/05.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__05.npz,yolo,64,23,0.482825
Subject 2/Fall/06.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__06.npz,yolo,64,15,0.538489
Subject 2/Fall/07.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__07.npz,yolo,64,5,0.721022
Subject 2/Fall/08.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__08.npz,yolo,64,0,0.738657
Subject 2/Fall/09.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__09.npz,yolo,64,21,0.445537
Subject 2/Fall/10.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__10.npz,yolo,64,38,0.233544
Subject 2/Fall/11.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__11.npz,yolo,64,8,0.660639
Subject 2/Fall/12.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__12.npz,yolo,64,2,0.657175
Subject 2/Fall/13.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__13.npz,yolo,64,29,0.390281
Subject 2/Fall/14.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__14.npz,yolo,64,12,0.631138
Subject 2/Fall/15.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__15.npz,yolo,64,0,0.808182
Subject 2/Fall/16.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__16.npz,yolo,64,0,0.741956
Subject 2/Fall/17.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__17.npz,yolo,64,0,0.783767
Subject 2/Fall/18.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__18.npz,yolo,64,0,0.754894
Subject 2/Fall/19.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__19.npz,yolo,64,0,0.669618
Subject 2/Fall/20.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__20.npz,yolo,64,1,0.865591
Subject 2/Fall/21.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__21.npz,yolo,64,0,0.729537
Subject 2/Fall/22.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__22.npz,yolo,64,0,0.722282
Subject 2/Fall/23.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__23.npz,yolo,64,2,0.716578
Subject 2/Fall/24.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__24.npz,yolo,64,0,0.889457
Subject 2/Fall/25.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_2__Fall__25.npz,yolo,64,0,0.785594
Subject 3/ADL/01.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__01.npz,yolo,64,0,0.722157
Subject 3/ADL/02.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__02.npz,yolo,64,0,0.791035
Subject 3/ADL/03.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__03.npz,yolo,64,0,0.817897
Subject 3/ADL/04.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__04.npz,yolo,64,0,0.744807
Subject 3/ADL/05.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__05.npz,yolo,64,0,0.795739
Subject 3/ADL/06.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__06.npz,yolo,64,0,0.820297
Subject 3/ADL/07.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__07.npz,yolo,64,0,0.979914
Subject 3/ADL/08.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__08.npz,yolo,64,0,0.834847
Subject 3/ADL/09.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__09.npz,yolo,64,3,0.870677
Subject 3/ADL/10.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__10.npz,yolo,64,0,0.751717
Subject 3/ADL/11.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__11.npz,yolo,64,0,0.756016
Subject 3/ADL/12.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__12.npz,yolo,64,0,0.824776
Subject 3/ADL/13.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__13.npz,yolo,64,2,0.793046
Subject 3/ADL/14.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__14.npz,yolo,64,1,0.865248
Subject 3/ADL/15.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__15.npz,yolo,64,0,0.910159
Subject 3/ADL/16.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__16.npz,yolo,64,0,0.882658
Subject 3/ADL/17.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__17.npz,yolo,64,0,0.922074
Subject 3/ADL/18.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__18.npz,yolo,64,0,0.889839
Subject 3/ADL/19.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__19.npz,yolo,64,0,0.787523
Subject 3/ADL/20.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__20.npz,yolo,64,0,0.919123
Subject 3/ADL/21.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__21.npz,yolo,64,0,0.881984
Subject 3/ADL/22.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__ADL__22.npz,yolo,64,0,0.802126
Subject 3/Fall/01.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__01.npz,yolo,64,11,0.624160
Subject 3/Fall/02.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__02.npz,yolo,64,4,0.491347
Subject 3/Fall/03.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__03.npz,yolo,64,0,0.738961
Subject 3/Fall/04.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__04.npz,yolo,64,24,0.367940
Subject 3/Fall/05.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__05.npz,yolo,64,3,0.525709
Subject 3/Fall/06.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__06.npz,yolo,64,2,0.406269
Subject 3/Fall/07.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__07.npz,yolo,64,3,0.522937
Subject 3/Fall/08.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__08.npz,yolo,64,21,0.243192
Subject 3/Fall/09.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__09.npz,yolo,64,12,0.465917
Subject 3/Fall/10.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__10.npz,yolo,64,11,0.562584
Subject 3/Fall/11.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__11.npz,yolo,64,0,0.776811
Subject 3/Fall/12.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__12.npz,yolo,64,7,0.671237
Subject 3/Fall/13.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__13.npz,yolo,64,0,0.796541
Subject 3/Fall/14.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__14.npz,yolo,64,12,0.567774
Subject 3/Fall/15.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__15.npz,yolo,64,29,0.397801
Subject 3/Fall/16.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__16.npz,yolo,64,14,0.380885
Subject 3/Fall/17.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__17.npz,yolo,64,27,0.399655
Subject 3/Fall/18.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__18.npz,yolo,64,24,0.471596
Subject 3/Fall/19.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__19.npz,yolo,64,16,0.499613
Subject 3/Fall/20.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__20.npz,yolo,64,5,0.471386
Subject 3/Fall/21.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_3__Fall__21.npz,yolo,64,0,0.844446
Subject 4/ADL/01.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__01.npz,yolo,64,0,0.916030
Subject 4/ADL/02.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__02.npz,yolo,64,0,0.873500
Subject 4/ADL/03.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__03.npz,yolo,64,0,0.775078
Subject 4/ADL/04.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__04.npz,yolo,64,0,0.803982
Subject 4/ADL/05.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__05.npz,yolo,64,2,0.644307
Subject 4/ADL/06.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__06.npz,yolo,64,15,0.620218
Subject 4/ADL/07.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__07.npz,yolo,64,36,0.322664
Subject 4/ADL/08.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__08.npz,yolo,64,0,0.896717
Subject 4/ADL/09.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__09.npz,yolo,64,0,0.833718
Subject 4/ADL/10.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__10.npz,yolo,64,7,0.625055
Subject 4/ADL/11.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__11.npz,yolo,64,0,0.925720
Subject 4/ADL/12.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__12.npz,yolo,64,0,0.906505
Subject 4/ADL/13.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__13.npz,yolo,64,0,0.788899
Subject 4/ADL/14.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__14.npz,yolo,64,0,0.723041
Subject 4/ADL/15.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__15.npz,yolo,64,27,0.476258
Subject 4/ADL/16.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__16.npz,yolo,64,0,0.868900
Subject 4/ADL/17.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__17.npz,yolo,64,6,0.656985
Subject 4/ADL/18.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__18.npz,yolo,64,0,0.914536
Subject 4/ADL/19.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__19.npz,yolo,64,1,0.863168
Subject 4/ADL/20.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__ADL__20.npz,yolo,64,0,0.937919
Subject 4/Fall/01.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__01.npz,yolo,64,15,0.519880
Subject 4/Fall/02.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__02.npz,yolo,64,16,0.510336
Subject 4/Fall/03.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__03.npz,yolo,64,4,0.422410
Subject 4/Fall/04.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__04.npz,yolo,64,20,0.398909
Subject 4/Fall/05.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__05.npz,yolo,64,0,0.895088
Subject 4/Fall/06.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__06.npz,yolo,64,25,0.510054
Subject 4/Fall/07.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__07.npz,yolo,64,4,0.687173
Subject 4/Fall/08.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__08.npz,yolo,64,30,0.458848
Subject 4/Fall/09.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__09.npz,yolo,64,0,0.717472
Subject 4/Fall/10.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__10.npz,yolo,64,23,0.455329
Subject 4/Fall/11.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__11.npz,yolo,64,3,0.426485
Subject 4/Fall/12.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__12.npz,yolo,64,0,0.649630
Subject 4/Fall/13.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__13.npz,yolo,64,3,0.780284
Subject 4/Fall/14.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__14.npz,yolo,64,25,0.505083
Subject 4/Fall/15.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__15.npz,yolo,64,0,0.731816
Subject 4/Fall/16.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__16.npz,yolo,64,7,0.432127
Subject 4/Fall/17.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/yolo_pose/gmdcsa24_t64/Subject_4__Fall__17.npz,yolo,64,0,0.815598
