path,video_path,subject,dataset,video_label,start_frame,end_frame,start_seconds,end_seconds,fall_onset_seconds,lead_seconds,y_1s,y_2s,y_3s,stage,pose_valid_ratio
Subject 1/ADL/01.mp4#f56-119,Subject 1/ADL/01.mp4,1,gmdcsa24,0,56,119,1.891093,4.018573,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f60-123,Subject 1/ADL/01.mp4,1,gmdcsa24,0,60,123,2.026171,4.153651,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f64-127,Subject 1/ADL/01.mp4,1,gmdcsa24,0,64,127,2.161250,4.288730,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f68-131,Subject 1/ADL/01.mp4,1,gmdcsa24,0,68,131,2.296328,4.423808,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f72-135,Subject 1/ADL/01.mp4,1,gmdcsa24,0,72,135,2.431406,4.558886,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f76-139,Subject 1/ADL/01.mp4,1,gmdcsa24,0,76,139,2.566484,4.693964,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f80-143,Subject 1/ADL/01.mp4,1,gmdcsa24,0,80,143,2.701562,4.829042,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f84-147,Subject 1/ADL/01.mp4,1,gmdcsa24,0,84,147,2.836640,4.964120,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f88-151,Subject 1/ADL/01.mp4,1,gmdcsa24,0,88,151,2.971718,5.099198,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f92-155,Subject 1/ADL/01.mp4,1,gmdcsa24,0,92,155,3.106796,5.234276,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f96-159,Subject 1/ADL/01.mp4,1,gmdcsa24,0,96,159,3.241874,5.369354,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f100-163,Subject 1/ADL/01.mp4,1,gmdcsa24,0,100,163,3.376952,5.504432,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f104-167,Subject 1/ADL/01.mp4,1,gmdcsa24,0,104,167,3.512030,5.639510,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f108-171,Subject 1/ADL/01.mp4,1,gmdcsa24,0,108,171,3.647109,5.774589,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f112-175,Subject 1/ADL/01.mp4,1,gmdcsa24,0,112,175,3.782187,5.909667,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f116-179,Subject 1/ADL/01.mp4,1,gmdcsa24,0,116,179,3.917265,6.044745,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f120-183,Subject 1/ADL/01.mp4,1,gmdcsa24,0,120,183,4.052343,6.179823,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f124-187,Subject 1/ADL/01.mp4,1,gmdcsa24,0,124,187,4.187421,6.314901,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f128-191,Subject 1/ADL/01.mp4,1,gmdcsa24,0,128,191,4.322499,6.449979,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f132-195,Subject 1/ADL/01.mp4,1,gmdcsa24,0,132,195,4.457577,6.585057,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f136-199,Subject 1/ADL/01.mp4,1,gmdcsa24,0,136,199,4.592655,6.720135,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f140-203,Subject 1/ADL/01.mp4,1,gmdcsa24,0,140,203,4.727733,6.855213,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f144-207,Subject 1/ADL/01.mp4,1,gmdcsa24,0,144,207,4.862811,6.990291,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f148-211,Subject 1/ADL/01.mp4,1,gmdcsa24,0,148,211,4.997890,7.125370,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f152-215,Subject 1/ADL/01.mp4,1,gmdcsa24,0,152,215,5.132968,7.260448,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f156-219,Subject 1/ADL/01.mp4,1,gmdcsa24,0,156,219,5.268046,7.395526,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f160-223,Subject 1/ADL/01.mp4,1,gmdcsa24,0,160,223,5.403124,7.530604,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f164-227,Subject 1/ADL/01.mp4,1,gmdcsa24,0,164,227,5.538202,7.665682,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f168-231,Subject 1/ADL/01.mp4,1,gmdcsa24,0,168,231,5.673280,7.800760,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f172-235,Subject 1/ADL/01.mp4,1,gmdcsa24,0,172,235,5.808358,7.935838,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f176-239,Subject 1/ADL/01.mp4,1,gmdcsa24,0,176,239,5.943436,8.070916,,,0,0,0,ADL,1.000000
Subject 1/ADL/01.mp4#f180-243,Subject 1/ADL/01.mp4,1,gmdcsa24,0,180,243,6.078514,8.205994,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f0-63,Subject 1/ADL/02.mp4,1,gmdcsa24,0,0,63,0.000000,2.128488,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f4-67,Subject 1/ADL/02.mp4,1,gmdcsa24,0,4,67,0.135142,2.263630,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f8-71,Subject 1/ADL/02.mp4,1,gmdcsa24,0,8,71,0.270284,2.398772,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f12-75,Subject 1/ADL/02.mp4,1,gmdcsa24,0,12,75,0.405426,2.533914,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f16-79,Subject 1/ADL/02.mp4,1,gmdcsa24,0,16,79,0.540568,2.669056,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f20-83,Subject 1/ADL/02.mp4,1,gmdcsa24,0,20,83,0.675710,2.804198,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f24-87,Subject 1/ADL/02.mp4,1,gmdcsa24,0,24,87,0.810853,2.939340,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f28-91,Subject 1/ADL/02.mp4,1,gmdcsa24,0,28,91,0.945995,3.074483,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f32-95,Subject 1/ADL/02.mp4,1,gmdcsa24,0,32,95,1.081137,3.209625,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f36-99,Subject 1/ADL/02.mp4,1,gmdcsa24,0,36,99,1.216279,3.344767,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f40-103,Subject 1/ADL/02.mp4,1,gmdcsa24,0,40,103,1.351421,3.479909,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f44-107,Subject 1/ADL/02.mp4,1,gmdcsa24,0,44,107,1.486563,3.615051,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f48-111,Subject 1/ADL/02.mp4,1,gmdcsa24,0,48,111,1.621705,3.750193,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f52-115,Subject 1/ADL/02.mp4,1,gmdcsa24,0,52,115,1.756847,3.885335,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f56-119,Subject 1/ADL/02.mp4,1,gmdcsa24,0,56,119,1.891989,4.020477,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f60-123,Subject 1/ADL/02.mp4,1,gmdcsa24,0,60,123,2.027131,4.155619,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f64-127,Subject 1/ADL/02.mp4,1,gmdcsa24,0,64,127,2.162273,4.290761,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f68-131,Subject 1/ADL/02.mp4,1,gmdcsa24,0,68,131,2.297416,4.425903,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f72-135,Subject 1/ADL/02.mp4,1,gmdcsa24,0,72,135,2.432558,4.561046,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f76-139,Subject 1/ADL/02.mp4,1,gmdcsa24,0,76,139,2.567700,4.696188,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f80-143,Subject 1/ADL/02.mp4,1,gmdcsa24,0,80,143,2.702842,4.831330,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f84-147,Subject 1/ADL/02.mp4,1,gmdcsa24,0,84,147,2.837984,4.966472,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f88-151,Subject 1/ADL/02.mp4,1,gmdcsa24,0,88,151,2.973126,5.101614,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f92-155,Subject 1/ADL/02.mp4,1,gmdcsa24,0,92,155,3.108268,5.236756,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f96-159,Subject 1/ADL/02.mp4,1,gmdcsa24,0,96,159,3.243410,5.371898,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f100-163,Subject 1/ADL/02.mp4,1,gmdcsa24,0,100,163,3.378552,5.507040,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f104-167,Subject 1/ADL/02.mp4,1,gmdcsa24,0,104,167,3.513694,5.642182,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f108-171,Subject 1/ADL/02.mp4,1,gmdcsa24,0,108,171,3.648836,5.777324,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f112-175,Subject 1/ADL/02.mp4,1,gmdcsa24,0,112,175,3.783979,5.912466,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f116-179,Subject 1/ADL/02.mp4,1,gmdcsa24,0,116,179,3.919121,6.047609,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f120-183,Subject 1/ADL/02.mp4,1,gmdcsa24,0,120,183,4.054263,6.182751,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f124-187,Subject 1/ADL/02.mp4,1,gmdcsa24,0,124,187,4.189405,6.317893,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f128-191,Subject 1/ADL/02.mp4,1,gmdcsa24,0,128,191,4.324547,6.453035,,,0,0,0,ADL,1.000000
Subject 1/ADL/02.mp4#f132-195,Subject 1/ADL/02.mp4,1,gmdcsa24,0,132,195,4.459689,6.588177,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f0-63,Subject 1/ADL/03.mp4,1,gmdcsa24,0,0,63,0.000000,2.117760,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f4-67,Subject 1/ADL/03.mp4,1,gmdcsa24,0,4,67,0.134461,2.252221,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f8-71,Subject 1/ADL/03.mp4,1,gmdcsa24,0,8,71,0.268922,2.386682,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f12-75,Subject 1/ADL/03.mp4,1,gmdcsa24,0,12,75,0.403383,2.521143,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f16-79,Subject 1/ADL/03.mp4,1,gmdcsa24,0,16,79,0.537844,2.655604,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f20-83,Subject 1/ADL/03.mp4,1,gmdcsa24,0,20,83,0.672305,2.790065,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f24-87,Subject 1/ADL/03.mp4,1,gmdcsa24,0,24,87,0.806766,2.924526,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f28-91,Subject 1/ADL/03.mp4,1,gmdcsa24,0,28,91,0.941227,3.058987,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f32-95,Subject 1/ADL/03.mp4,1,gmdcsa24,0,32,95,1.075688,3.193448,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f36-99,Subject 1/ADL/03.mp4,1,gmdcsa24,0,36,99,1.210149,3.327909,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f40-103,Subject 1/ADL/03.mp4,1,gmdcsa24,0,40,103,1.344610,3.462370,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f44-107,Subject 1/ADL/03.mp4,1,gmdcsa24,0,44,107,1.479071,3.596831,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f48-111,Subject 1/ADL/03.mp4,1,gmdcsa24,0,48,111,1.613532,3.731292,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f52-115,Subject 1/ADL/03.mp4,1,gmdcsa24,0,52,115,1.747993,3.865753,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f56-119,Subject 1/ADL/03.mp4,1,gmdcsa24,0,56,119,1.882454,4.000214,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f60-123,Subject 1/ADL/03.mp4,1,gmdcsa24,0,60,123,2.016915,4.134675,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f64-127,Subject 1/ADL/03.mp4,1,gmdcsa24,0,64,127,2.151376,4.269136,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f68-131,Subject 1/ADL/03.mp4,1,gmdcsa24,0,68,131,2.285837,4.403597,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f72-135,Subject 1/ADL/03.mp4,1,gmdcsa24,0,72,135,2.420297,4.538058,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f76-139,Subject 1/ADL/03.mp4,1,gmdcsa24,0,76,139,2.554758,4.672519,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f80-143,Subject 1/ADL/03.mp4,1,gmdcsa24,0,80,143,2.689219,4.806980,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f84-147,Subject 1/ADL/03.mp4,1,gmdcsa24,0,84,147,2.823680,4.941441,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f88-151,Subject 1/ADL/03.mp4,1,gmdcsa24,0,88,151,2.958141,5.075902,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f92-155,Subject 1/ADL/03.mp4,1,gmdcsa24,0,92,155,3.092602,5.210363,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f96-159,Subject 1/ADL/03.mp4,1,gmdcsa24,0,96,159,3.227063,5.344824,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f100-163,Subject 1/ADL/03.mp4,1,gmdcsa24,0,100,163,3.361524,5.479285,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f104-167,Subject 1/ADL/03.mp4,1,gmdcsa24,0,104,167,3.495985,5.613746,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f108-171,Subject 1/ADL/03.mp4,1,gmdcsa24,0,108,171,3.630446,5.748207,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f112-175,Subject 1/ADL/03.mp4,1,gmdcsa24,0,112,175,3.764907,5.882667,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f116-179,Subject 1/ADL/03.mp4,1,gmdcsa24,0,116,179,3.899368,6.017128,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f120-183,Subject 1/ADL/03.mp4,1,gmdcsa24,0,120,183,4.033829,6.151589,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f124-187,Subject 1/ADL/03.mp4,1,gmdcsa24,0,124,187,4.168290,6.286050,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f128-191,Subject 1/ADL/03.mp4,1,gmdcsa24,0,128,191,4.302751,6.420511,,,0,0,0,ADL,1.000000
Subject 1/ADL/03.mp4#f132-195,Subject 1/ADL/03.mp4,1,gmdcsa24,0,132,195,4.437212,6.554972,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f0-63,Subject 1/ADL/04.mp4,1,gmdcsa24,0,0,63,0.000000,2.152858,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f4-67,Subject 1/ADL/04.mp4,1,gmdcsa24,0,4,67,0.136689,2.289548,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f8-71,Subject 1/ADL/04.mp4,1,gmdcsa24,0,8,71,0.273379,2.426237,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f12-75,Subject 1/ADL/04.mp4,1,gmdcsa24,0,12,75,0.410068,2.562927,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f16-79,Subject 1/ADL/04.mp4,1,gmdcsa24,0,16,79,0.546758,2.699616,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f20-83,Subject 1/ADL/04.mp4,1,gmdcsa24,0,20,83,0.683447,2.836305,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f24-87,Subject 1/ADL/04.mp4,1,gmdcsa24,0,24,87,0.820136,2.972995,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f28-91,Subject 1/ADL/04.mp4,1,gmdcsa24,0,28,91,0.956826,3.109684,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f32-95,Subject 1/ADL/04.mp4,1,gmdcsa24,0,32,95,1.093515,3.246374,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f36-99,Subject 1/ADL/04.mp4,1,gmdcsa24,0,36,99,1.230205,3.383063,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f40-103,Subject 1/ADL/04.mp4,1,gmdcsa24,0,40,103,1.366894,3.519752,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f44-107,Subject 1/ADL/04.mp4,1,gmdcsa24,0,44,107,1.503584,3.656442,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f48-111,Subject 1/ADL/04.mp4,1,gmdcsa24,0,48,111,1.640273,3.793131,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f52-115,Subject 1/ADL/04.mp4,1,gmdcsa24,0,52,115,1.776962,3.929821,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f56-119,Subject 1/ADL/04.mp4,1,gmdcsa24,0,56,119,1.913652,4.066510,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f60-123,Subject 1/ADL/04.mp4,1,gmdcsa24,0,60,123,2.050341,4.203199,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f64-127,Subject 1/ADL/04.mp4,1,gmdcsa24,0,64,127,2.187031,4.339889,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f68-131,Subject 1/ADL/04.mp4,1,gmdcsa24,0,68,131,2.323720,4.476578,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f72-135,Subject 1/ADL/04.mp4,1,gmdcsa24,0,72,135,2.460409,4.613268,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f76-139,Subject 1/ADL/04.mp4,1,gmdcsa24,0,76,139,2.597099,4.749957,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f80-143,Subject 1/ADL/04.mp4,1,gmdcsa24,0,80,143,2.733788,4.886647,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f84-147,Subject 1/ADL/04.mp4,1,gmdcsa24,0,84,147,2.870478,5.023336,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f88-151,Subject 1/ADL/04.mp4,1,gmdcsa24,0,88,151,3.007167,5.160025,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f92-155,Subject 1/ADL/04.mp4,1,gmdcsa24,0,92,155,3.143857,5.296715,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f96-159,Subject 1/ADL/04.mp4,1,gmdcsa24,0,96,159,3.280546,5.433404,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f100-163,Subject 1/ADL/04.mp4,1,gmdcsa24,0,100,163,3.417235,5.570094,,,0,0,0,ADL,1.000000
Subject 1/ADL/04.mp4#f104-167,Subject 1/ADL/04.mp4,1,gmdcsa24,0,104,167,3.553925,5.706783,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f0-63,Subject 1/ADL/05.mp4,1,gmdcsa24,0,0,63,0.000000,2.115837,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f4-67,Subject 1/ADL/05.mp4,1,gmdcsa24,0,4,67,0.134339,2.250176,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f8-71,Subject 1/ADL/05.mp4,1,gmdcsa24,0,8,71,0.268678,2.384515,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f12-75,Subject 1/ADL/05.mp4,1,gmdcsa24,0,12,75,0.403017,2.518853,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f16-79,Subject 1/ADL/05.mp4,1,gmdcsa24,0,16,79,0.537355,2.653192,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f20-83,Subject 1/ADL/05.mp4,1,gmdcsa24,0,20,83,0.671694,2.787531,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f24-87,Subject 1/ADL/05.mp4,1,gmdcsa24,0,24,87,0.806033,2.921870,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f28-91,Subject 1/ADL/05.mp4,1,gmdcsa24,0,28,91,0.940372,3.056209,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f32-95,Subject 1/ADL/05.mp4,1,gmdcsa24,0,32,95,1.074711,3.190548,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f36-99,Subject 1/ADL/05.mp4,1,gmdcsa24,0,36,99,1.209050,3.324887,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f40-103,Subject 1/ADL/05.mp4,1,gmdcsa24,0,40,103,1.343389,3.459225,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f44-107,Subject 1/ADL/05.mp4,1,gmdcsa24,0,44,107,1.477727,3.593564,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f48-111,Subject 1/ADL/05.mp4,1,gmdcsa24,0,48,111,1.612066,3.727903,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f52-115,Subject 1/ADL/05.mp4,1,gmdcsa24,0,52,115,1.746405,3.862242,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f56-119,Subject 1/ADL/05.mp4,1,gmdcsa24,0,56,119,1.880744,3.996581,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f60-123,Subject 1/ADL/05.mp4,1,gmdcsa24,0,60,123,2.015083,4.130920,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f64-127,Subject 1/ADL/05.mp4,1,gmdcsa24,0,64,127,2.149422,4.265259,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f68-131,Subject 1/ADL/05.mp4,1,gmdcsa24,0,68,131,2.283760,4.399597,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f72-135,Subject 1/ADL/05.mp4,1,gmdcsa24,0,72,135,2.418099,4.533936,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f76-139,Subject 1/ADL/05.mp4,1,gmdcsa24,0,76,139,2.552438,4.668275,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f80-143,Subject 1/ADL/05.mp4,1,gmdcsa24,0,80,143,2.686777,4.802614,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f84-147,Subject 1/ADL/05.mp4,1,gmdcsa24,0,84,147,2.821116,4.936953,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f88-151,Subject 1/ADL/05.mp4,1,gmdcsa24,0,88,151,2.955455,5.071292,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f92-155,Subject 1/ADL/05.mp4,1,gmdcsa24,0,92,155,3.089794,5.205631,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f96-159,Subject 1/ADL/05.mp4,1,gmdcsa24,0,96,159,3.224132,5.339969,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f100-163,Subject 1/ADL/05.mp4,1,gmdcsa24,0,100,163,3.358471,5.474308,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f104-167,Subject 1/ADL/05.mp4,1,gmdcsa24,0,104,167,3.492810,5.608647,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f108-171,Subject 1/ADL/05.mp4,1,gmdcsa24,0,108,171,3.627149,5.742986,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f112-175,Subject 1/ADL/05.mp4,1,gmdcsa24,0,112,175,3.761488,5.877325,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f116-179,Subject 1/ADL/05.mp4,1,gmdcsa24,0,116,179,3.895827,6.011664,,,0,0,0,ADL,1.000000
Subject 1/ADL/05.mp4#f120-183,Subject 1/ADL/05.mp4,1,gmdcsa24,0,120,183,4.030166,6.146002,,,0,0,0,ADL,1.000000
