path,subject,dataset,label,scenario,scenario_folder,contains_fall,fall_direction,view,fps,frame_count,duration_seconds,width,height,readable,abnormal_onset_frame,fall_onset_frame,fall_end_frame
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4,4,PreVFall,0,confusion_nph,confusion_nph,0,none,front,30.000000152361604,1969,65.63333300000001,2560,1440,1,1168,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4,5,PreVFall,0,confusion_nph,confusion_nph,0,none,front,30.0,1210,40.333333333333336,2560,1440,1,786,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4,6,PreVFall,0,confusion_nph,confusion_nph,0,none,front,30.000000294695486,1018,33.933333,2560,1440,1,766,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM7.mp4,7,PreVFall,0,confusion_nph,confusion_nph,0,none,front,30.0,1518,50.6,2560,1440,1,1090,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM8.mp4,8,PreVFall,0,confusion_nph,confusion_nph,0,none,front,30.000000545454554,1100,36.666666,2560,1440,1,696,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM9.mp4,9,PreVFall,0,confusion_nph,confusion_nph,0,none,front,30.0,1461,48.7,2560,1440,1,912,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM1.mp4,1,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.000000176574456,1699,56.633333,2560,1440,1,1306,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM2.mp4,2,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.000000475435822,631,21.033333000000002,2560,1440,1,372,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM3.mp4,3,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.000000252951097,1186,39.533333,2560,1440,1,768,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM4.mp4,4,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.000000305033048,1967,65.566666,2560,1440,1,1696,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM5.mp4,5,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.000000247933887,1210,40.333332999999996,2560,1440,1,696,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM6.mp4,6,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.000000294695486,1018,33.933333,2560,1440,1,786,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM7.mp4,7,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.0,1518,50.6,2560,1440,1,1014,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM8.mp4,8,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.0,1101,36.7,2560,1440,1,656,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGSM9.mp4,9,PreVFall,0,confusion_nph,confusion_nph,0,none,side,30.0,1461,48.7,2560,1440,1,1128,,
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM1.mp4,1,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.000000958466483,626,20.866666000000002,2560,1440,1,422,532,624
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM2.mp4,2,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.00000079155675,379,12.633332999999999,2560,1440,1,213,297,377
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM3.mp4,3,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.0,582,19.4,2560,1440,1,369,507,581
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM4.mp4,4,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.000001458080266,823,27.433332,2560,1440,1,631,741,821
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM5.mp4,5,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.00000098684214,608,20.266666,2560,1440,1,419,559,607
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM6.mp4,6,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.0,573,19.1,2560,1440,1,445,525,571
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM7.mp4,7,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.0,604,20.133333333333333,2560,1440,1,406,540,602
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM8.mp4,8,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.000001875000116,480,15.999999,2560,1440,1,317,433,479
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFFM9.mp4,9,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,front,30.0,540,18.0,2560,1440,1,368,486,538
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM1.mp4,1,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.00000096308189,623,20.766666,2560,1440,1,411,523,621
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM2.mp4,2,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.00000316622725,379,12.633332,2560,1440,1,208,294,378
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM3.mp4,3,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.0,582,19.4,2560,1440,1,365,511,581
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM4.mp4,4,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.0,823,27.433333333333334,2560,1440,1,628,742,822
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM5.mp4,5,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.00000098684214,608,20.266666,2560,1440,1,423,567,607
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM6.mp4,6,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.0,573,19.1,2560,1440,1,451,529,571
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM7.mp4,7,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.0,604,20.133333333333333,2560,1440,1,419,551,603
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM8.mp4,8,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.0,480,16.0,2560,1440,1,320,436,478
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_forward/FDFSM9.mp4,9,PreVFall,1,dizziness,dizziness_fall_forward,1,forward,side,30.00000166666676,540,17.999999,2560,1440,1,383,493,539
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM1.mp4,1,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.00000158730167,567,18.899999,2560,1440,1,369,481,565
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM2.mp4,2,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.00000075000002,400,13.333333,2560,1440,1,248,338,398
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM3.mp4,3,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.0,560,18.666666666666668,2560,1440,1,375,513,559
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM4.mp4,4,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.0,807,26.9,2560,1440,1,655,751,805
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM5.mp4,5,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.0,645,21.5,2560,1440,1,433,601,643
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM6.mp4,6,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.00000157068071,573,19.099999,2560,1440,1,446,528,572
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM7.mp4,7,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.0,566,18.866666666666667,2560,1440,1,377,503,565
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM8.mp4,8,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.0,459,15.3,2560,1440,1,314,416,458
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSFM9.mp4,9,PreVFall,1,dizziness,dizziness_fall_side,1,side,front,30.0,577,19.233333333333334,2560,1440,1,411,535,575
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM1.mp4,1,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.00000158730167,567,18.899999,2560,1440,1,372,500,566
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM2.mp4,2,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.0000030000003,400,13.333331999999999,2560,1440,1,242,344,397
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM3.mp4,3,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.00000107142861,560,18.666666,2560,1440,1,365,521,559
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM4.mp4,4,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.000001115241677,807,26.899999,2560,1440,1,669,761,805
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM5.mp4,5,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.000001395348903,645,21.499999,2560,1440,1,430,600,644
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM6.mp4,6,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.0,573,19.1,2560,1440,1,449,531,571
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM7.mp4,7,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.00000106007071,566,18.866666,2560,1440,1,383,513,565
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM8.mp4,8,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.0,459,15.3,2560,1440,1,313,419,457
data/raw/PreVFall/v4_video_csv/Pre-VFall/dizziness_fall_side/FDSSM9.mp4,9,PreVFall,1,dizziness,dizziness_fall_side,1,side,side,30.000000519930683,577,19.233333000000002,2560,1440,1,406,532,576
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM1.mp4,1,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.000000494233944,607,20.233333000000002,2560,1440,1,398,488,606
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM2.mp4,2,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.00000074441689,403,13.433333000000001,2560,1440,1,294,339,402
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM3.mp4,3,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.0,499,16.633333333333333,2560,1440,1,352,439,496
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM4.mp4,4,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.0,742,24.733333333333334,2560,1440,1,620,692,740
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM5.mp4,5,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.0,638,21.266666666666666,2560,1440,1,527,607,637
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM6.mp4,6,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.0,613,20.433333333333334,2560,1440,1,480,578,612
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM7.mp4,7,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.00000100166948,599,19.966666,2560,1440,1,438,536,596
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM8.mp4,8,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.0,420,14.0,2560,1440,1,324,364,419
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFFM9.mp4,9,PreVFall,1,weakness,weakness_fall_forward,1,forward,front,30.0,519,17.3,2560,1440,1,405,489,518
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM1.mp4,1,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.000000494233944,607,20.233333000000002,2560,1440,1,,482,606
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM2.mp4,2,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.00000074441689,403,13.433333000000001,2560,1440,1,266,341,402
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM3.mp4,3,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.000002404809813,499,16.633332,2560,1440,1,,444,497
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM4.mp4,4,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.00000161725076,742,24.733332,2560,1440,1,595,685,740
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM5.mp4,5,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.000000940438902,638,21.266666,2560,1440,1,492,612,631
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM6.mp4,6,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.000001957585773,613,20.433332,2560,1440,1,465,581,601
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM7.mp4,7,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.00000100166948,599,19.966666,2560,1440,1,433,534,594
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM8.mp4,8,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.0,420,14.0,2560,1440,1,304,348,419
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_forward/FWFSM9.mp4,9,PreVFall,1,weakness,weakness_fall_forward,1,forward,side,30.0,519,17.3,2560,1440,1,398,484,517
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM1.mp4,1,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.000000918836168,653,21.766666,2560,1440,1,497,567,651
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM2.mp4,2,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.00000067415732,445,14.833333,2560,1440,1,350,378,444
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM3.mp4,3,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.0,515,17.166666666666668,2560,1440,1,374,476,514
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM4.mp4,4,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.0,810,27.0,2560,1440,1,657,741,809
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM5.mp4,5,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.0,622,20.733333333333334,2560,1440,1,471,591,621
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM6.mp4,6,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.0,640,21.333333333333332,2560,1440,1,557,609,639
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM7.mp4,7,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.000001500000074,600,19.999999,2560,1440,1,460,546,598
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM8.mp4,8,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.0,390,13.0,2560,1440,1,287,345,389
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSFM9.mp4,9,PreVFall,1,weakness,weakness_fall_side,1,side,front,30.0,556,18.533333333333335,2560,1440,1,444,514,554
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM1.mp4,1,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.000000918836168,653,21.766666,2560,1440,1,483,559,651
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM2.mp4,2,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.00000067415732,445,14.833333,2560,1440,1,326,398,444
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM3.mp4,3,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.0,515,17.166666666666668,2560,1440,1,442,480,514
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM4.mp4,4,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.000001115241677,807,26.899999,2560,1440,1,668,748,806
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM5.mp4,5,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.000000477707015,628,20.933332999999998,2560,1440,1,467,579,627
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM6.mp4,6,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.0,640,21.333333333333332,2560,1440,1,556,612,638
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM7.mp4,7,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.000001500000074,600,19.999999,2560,1440,1,484,544,598
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM8.mp4,8,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.000002307692487,390,12.999998999999999,2560,1440,1,273,349,389
data/raw/PreVFall/v4_video_csv/Pre-VFall/weakness_fall_side/FWSSM9.mp4,9,PreVFall,1,weakness,weakness_fall_side,1,side,side,30.0,556,18.533333333333335,2560,1440,1,432,504,554
