path,label,start_frame,end_frame,scenario,cam,dataset,source_row,pose_path,backend,frames,zero_pose_frames,mean_confidence,source_frames,track_count,primary_track_id,primary_track_coverage
dataset/dataset/chute01/cam6.avi,1,1086,1116,1,6,mcfd,18,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam6__f1086_1116.npz,yolo_bytetrack,64,54,0.119905,1565,1,503,0.161290
dataset/dataset/chute01/cam6.avi,0,1117,1147,1,6,mcfd,19,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam6__f1117_1147.npz,yolo_bytetrack,64,64,0.000000,1565,0,-1,0.000000
dataset/dataset/chute01/cam7.avi,0,1055,1085,1,7,mcfd,20,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam7__f1055_1085.npz,yolo_bytetrack,64,0,0.750926,1565,1,567,1.000000
dataset/dataset/chute01/cam7.avi,1,1086,1116,1,7,mcfd,21,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam7__f1086_1116.npz,yolo_bytetrack,64,37,0.352261,1565,2,567,0.419355
dataset/dataset/chute01/cam7.avi,0,1117,1147,1,7,mcfd,22,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam7__f1117_1147.npz,yolo_bytetrack,64,64,0.000000,1565,0,-1,0.000000
dataset/dataset/chute01/cam8.avi,0,1049,1079,1,8,mcfd,23,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam8__f1049_1079.npz,yolo_bytetrack,64,6,0.715885,1559,1,646,0.903226
dataset/dataset/chute01/cam8.avi,1,1080,1110,1,8,mcfd,24,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam8__f1080_1110.npz,yolo_bytetrack,64,14,0.637457,1559,2,646,0.774194
dataset/dataset/chute01/cam8.avi,0,1111,1141,1,8,mcfd,25,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute01__cam8__f1111_1141.npz,yolo_bytetrack,64,54,0.077993,1559,1,679,0.161290
dataset/dataset/chute02/cam1.avi,0,369,399,2,1,mcfd,26,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam1__f369_399.npz,yolo_bytetrack,64,0,0.860243,831,1,727,1.000000
dataset/dataset/chute02/cam1.avi,1,400,430,2,1,mcfd,27,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam1__f400_430.npz,yolo_bytetrack,64,46,0.229571,831,1,727,0.290323
dataset/dataset/chute02/cam1.avi,0,430,460,2,1,mcfd,28,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam1__f430_460.npz,yolo_bytetrack,64,64,0.000000,831,0,-1,0.000000
dataset/dataset/chute02/cam2.avi,0,384,414,2,2,mcfd,29,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam2__f384_414.npz,yolo_bytetrack,64,0,0.878715,846,1,757,1.000000
dataset/dataset/chute02/cam2.avi,1,415,445,2,2,mcfd,30,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam2__f415_445.npz,yolo_bytetrack,64,35,0.317394,846,2,757,0.451613
dataset/dataset/chute02/cam2.avi,0,445,475,2,2,mcfd,31,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam2__f445_475.npz,yolo_bytetrack,64,60,0.040769,846,1,762,0.064516
dataset/dataset/chute02/cam3.avi,0,344,374,2,3,mcfd,32,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam3__f344_374.npz,yolo_bytetrack,64,0,0.798058,806,1,802,1.000000
dataset/dataset/chute02/cam3.avi,1,375,405,2,3,mcfd,33,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam3__f375_405.npz,yolo_bytetrack,64,40,0.268270,806,1,802,0.387097
dataset/dataset/chute02/cam3.avi,0,405,435,2,3,mcfd,34,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam3__f405_435.npz,yolo_bytetrack,64,64,0.000000,806,0,-1,0.000000
dataset/dataset/chute02/cam4.avi,0,360,390,2,4,mcfd,35,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam4__f360_390.npz,yolo_bytetrack,64,0,0.757501,822,1,872,1.000000
dataset/dataset/chute02/cam4.avi,1,391,421,2,4,mcfd,36,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam4__f391_421.npz,yolo_bytetrack,64,18,0.528519,822,1,872,0.709677
dataset/dataset/chute02/cam4.avi,0,421,451,2,4,mcfd,37,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam4__f421_451.npz,yolo_bytetrack,64,54,0.107431,822,1,881,0.161290
dataset/dataset/chute02/cam5.avi,0,362,392,2,5,mcfd,38,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam5__f362_392.npz,yolo_bytetrack,64,0,0.908314,824,2,934,1.000000
dataset/dataset/chute02/cam5.avi,1,393,423,2,5,mcfd,39,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam5__f393_423.npz,yolo_bytetrack,64,32,0.214297,824,2,911,0.516129
dataset/dataset/chute02/cam5.avi,0,423,453,2,5,mcfd,40,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam5__f423_453.npz,yolo_bytetrack,64,34,0.191232,824,1,911,0.451613
dataset/dataset/chute02/cam6.avi,0,377,407,2,6,mcfd,41,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam6__f377_407.npz,yolo_bytetrack,64,0,0.741441,839,1,970,1.000000
dataset/dataset/chute02/cam6.avi,1,408,438,2,6,mcfd,42,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam6__f408_438.npz,yolo_bytetrack,64,10,0.630406,839,1,970,0.838710
dataset/dataset/chute02/cam6.avi,0,438,468,2,6,mcfd,43,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam6__f438_468.npz,yolo_bytetrack,64,18,0.553906,839,1,970,0.709677
dataset/dataset/chute02/cam7.avi,0,377,407,2,7,mcfd,44,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam7__f377_407.npz,yolo_bytetrack,64,6,0.772455,839,1,996,0.903226
dataset/dataset/chute02/cam7.avi,1,408,438,2,7,mcfd,45,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam7__f408_438.npz,yolo_bytetrack,64,10,0.717847,839,1,996,0.838710
dataset/dataset/chute02/cam7.avi,0,438,468,2,7,mcfd,46,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam7__f438_468.npz,yolo_bytetrack,64,44,0.267109,839,1,996,0.322581
dataset/dataset/chute02/cam8.avi,0,350,380,2,8,mcfd,47,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam8__f350_380.npz,yolo_bytetrack,64,0,0.862238,812,2,1042,1.000000
dataset/dataset/chute02/cam8.avi,1,381,411,2,8,mcfd,48,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam8__f381_411.npz,yolo_bytetrack,64,20,0.567702,812,2,1042,0.677419
dataset/dataset/chute02/cam8.avi,0,411,441,2,8,mcfd,49,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute02__cam8__f411_441.npz,yolo_bytetrack,64,64,0.000000,812,0,-1,0.000000
dataset/dataset/chute03/cam1.avi,0,572,602,3,1,mcfd,50,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam1__f572_602.npz,yolo_bytetrack,64,0,0.782575,939,1,1099,1.000000
dataset/dataset/chute03/cam1.avi,1,603,633,3,1,mcfd,51,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam1__f603_633.npz,yolo_bytetrack,64,4,0.723852,939,1,1099,0.935484
dataset/dataset/chute03/cam2.avi,0,576,606,3,2,mcfd,52,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam2__f576_606.npz,yolo_bytetrack,64,0,0.836900,943,1,1130,1.000000
dataset/dataset/chute03/cam2.avi,1,607,637,3,2,mcfd,53,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam2__f607_637.npz,yolo_bytetrack,64,4,0.747408,943,1,1130,0.935484
dataset/dataset/chute03/cam3.avi,0,568,598,3,3,mcfd,54,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam3__f568_598.npz,yolo_bytetrack,64,2,0.850497,935,1,1162,0.967742
dataset/dataset/chute03/cam3.avi,1,599,629,3,3,mcfd,55,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam3__f599_629.npz,yolo_bytetrack,64,29,0.445355,935,2,1162,0.548387
dataset/dataset/chute03/cam4.avi,0,576,606,3,4,mcfd,56,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam4__f576_606.npz,yolo_bytetrack,64,0,0.880380,943,2,1228,1.000000
dataset/dataset/chute03/cam4.avi,1,607,637,3,4,mcfd,57,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam4__f607_637.npz,yolo_bytetrack,64,25,0.514140,943,1,1228,0.612903
dataset/dataset/chute03/cam5.avi,0,595,625,3,5,mcfd,58,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam5__f595_625.npz,yolo_bytetrack,64,0,0.770403,962,2,1302,1.000000
dataset/dataset/chute03/cam5.avi,1,626,656,3,5,mcfd,59,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam5__f626_656.npz,yolo_bytetrack,64,2,0.743410,962,2,1302,0.967742
dataset/dataset/chute03/cam6.avi,0,580,610,3,6,mcfd,60,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam6__f580_610.npz,yolo_bytetrack,64,0,0.874633,947,1,1358,1.000000
dataset/dataset/chute03/cam6.avi,1,611,641,3,6,mcfd,61,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam6__f611_641.npz,yolo_bytetrack,64,31,0.439786,947,1,1358,0.516129
dataset/dataset/chute03/cam7.avi,0,580,610,3,7,mcfd,62,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam7__f580_610.npz,yolo_bytetrack,64,2,0.800696,947,1,1389,0.967742
dataset/dataset/chute03/cam7.avi,1,611,641,3,7,mcfd,63,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam7__f611_641.npz,yolo_bytetrack,64,12,0.662673,947,1,1389,0.806452
dataset/dataset/chute03/cam8.avi,0,560,590,3,8,mcfd,64,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam8__f560_590.npz,yolo_bytetrack,64,0,0.763558,927,1,1440,1.000000
dataset/dataset/chute03/cam8.avi,1,591,621,3,8,mcfd,65,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute03__cam8__f591_621.npz,yolo_bytetrack,64,4,0.675522,927,1,1440,0.935484
dataset/dataset/chute04/cam1.avi,0,329,359,4,1,mcfd,66,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam1__f329_359.npz,yolo_bytetrack,64,4,0.769995,1049,1,1478,0.935484
dataset/dataset/chute04/cam1.avi,1,360,390,4,1,mcfd,67,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam1__f360_390.npz,yolo_bytetrack,64,47,0.202204,1049,1,1478,0.258065
dataset/dataset/chute04/cam1.avi,0,391,421,4,1,mcfd,68,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam1__f391_421.npz,yolo_bytetrack,64,64,0.000000,1049,0,-1,0.000000
dataset/dataset/chute04/cam1.avi,1,676,706,4,1,mcfd,69,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam1__f676_706.npz,yolo_bytetrack,64,64,0.000000,1049,0,-1,0.000000
dataset/dataset/chute04/cam1.avi,0,707,737,4,1,mcfd,70,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam1__f707_737.npz,yolo_bytetrack,64,64,0.000000,1049,0,-1,0.000000
dataset/dataset/chute04/cam2.avi,0,336,366,4,2,mcfd,71,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam2__f336_366.npz,yolo_bytetrack,64,0,0.843135,1056,1,1510,1.000000
dataset/dataset/chute04/cam2.avi,1,367,397,4,2,mcfd,72,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam2__f367_397.npz,yolo_bytetrack,64,33,0.327130,1056,2,1510,0.483871
dataset/dataset/chute04/cam2.avi,0,398,428,4,2,mcfd,73,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam2__f398_428.npz,yolo_bytetrack,64,64,0.000000,1056,0,-1,0.000000
dataset/dataset/chute04/cam2.avi,1,683,713,4,2,mcfd,74,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam2__f683_713.npz,yolo_bytetrack,64,58,0.057341,1056,1,1517,0.096774
dataset/dataset/chute04/cam2.avi,0,714,744,4,2,mcfd,75,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam2__f714_744.npz,yolo_bytetrack,64,64,0.000000,1056,0,-1,0.000000
dataset/dataset/chute04/cam3.avi,0,335,365,4,3,mcfd,76,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam3__f335_365.npz,yolo_bytetrack,64,0,0.766761,1055,2,1575,1.000000
dataset/dataset/chute04/cam3.avi,1,366,396,4,3,mcfd,77,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam3__f366_396.npz,yolo_bytetrack,64,27,0.426994,1055,2,1575,0.580645
dataset/dataset/chute04/cam3.avi,0,397,427,4,3,mcfd,78,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam3__f397_427.npz,yolo_bytetrack,64,62,0.001655,1055,1,1576,0.032258
dataset/dataset/chute04/cam3.avi,1,682,712,4,3,mcfd,79,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam3__f682_712.npz,yolo_bytetrack,64,58,0.065474,1055,1,1613,0.096774
dataset/dataset/chute04/cam3.avi,0,713,743,4,3,mcfd,80,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam3__f713_743.npz,yolo_bytetrack,64,38,0.255587,1055,1,1624,0.387097
dataset/dataset/chute04/cam4.avi,0,257,287,4,4,mcfd,81,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam4__f257_287.npz,yolo_bytetrack,64,0,0.713134,977,2,1674,1.000000
dataset/dataset/chute04/cam4.avi,1,288,318,4,4,mcfd,82,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam4__f288_318.npz,yolo_bytetrack,64,12,0.575675,977,2,1674,0.806452
dataset/dataset/chute04/cam4.avi,0,319,349,4,4,mcfd,83,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam4__f319_349.npz,yolo_bytetrack,64,60,0.042542,977,1,1673,0.064516
dataset/dataset/chute04/cam4.avi,1,604,634,4,4,mcfd,84,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam4__f604_634.npz,yolo_bytetrack,64,46,0.204111,977,2,1678,0.290323
dataset/dataset/chute04/cam4.avi,0,635,665,4,4,mcfd,85,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam4__f635_665.npz,yolo_bytetrack,64,56,0.083939,977,1,1673,0.129032
dataset/dataset/chute04/cam5.avi,0,325,355,4,5,mcfd,86,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam5__f325_355.npz,yolo_bytetrack,64,2,0.842027,1045,2,1722,0.967742
dataset/dataset/chute04/cam5.avi,1,356,386,4,5,mcfd,87,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam5__f356_386.npz,yolo_bytetrack,64,26,0.261263,1045,2,1707,0.580645
dataset/dataset/chute04/cam5.avi,0,387,417,4,5,mcfd,88,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam5__f387_417.npz,yolo_bytetrack,64,37,0.175833,1045,1,1707,0.419355
dataset/dataset/chute04/cam5.avi,1,672,702,4,5,mcfd,89,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam5__f672_702.npz,yolo_bytetrack,64,36,0.190006,1045,2,1707,0.419355
dataset/dataset/chute04/cam5.avi,0,703,733,4,5,mcfd,90,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam5__f703_733.npz,yolo_bytetrack,64,22,0.287817,1045,1,1707,0.645161
dataset/dataset/chute04/cam6.avi,0,339,369,4,6,mcfd,91,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam6__f339_369.npz,yolo_bytetrack,64,0,0.758936,1059,1,1762,1.000000
dataset/dataset/chute04/cam6.avi,1,370,400,4,6,mcfd,92,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam6__f370_400.npz,yolo_bytetrack,64,2,0.711692,1059,1,1762,0.967742
dataset/dataset/chute04/cam6.avi,0,401,431,4,6,mcfd,93,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam6__f401_431.npz,yolo_bytetrack,64,4,0.542852,1059,1,1762,0.935484
dataset/dataset/chute04/cam6.avi,1,686,716,4,6,mcfd,94,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam6__f686_716.npz,yolo_bytetrack,64,35,0.319190,1059,1,1762,0.451613
dataset/dataset/chute04/cam6.avi,0,717,747,4,6,mcfd,95,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam6__f717_747.npz,yolo_bytetrack,64,12,0.577841,1059,1,1762,0.806452
dataset/dataset/chute04/cam7.avi,0,340,370,4,7,mcfd,96,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam7__f340_370.npz,yolo_bytetrack,64,30,0.398875,1060,1,1769,0.548387
dataset/dataset/chute04/cam7.avi,1,371,401,4,7,mcfd,97,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam7__f371_401.npz,yolo_bytetrack,64,0,0.821371,1060,1,1769,1.000000
dataset/dataset/chute04/cam7.avi,0,402,432,4,7,mcfd,98,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam7__f402_432.npz,yolo_bytetrack,64,0,0.786357,1060,1,1769,1.000000
dataset/dataset/chute04/cam7.avi,1,687,717,4,7,mcfd,99,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam7__f687_717.npz,yolo_bytetrack,64,17,0.565757,1060,1,1769,0.741935
dataset/dataset/chute04/cam7.avi,0,718,748,4,7,mcfd,100,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam7__f718_748.npz,yolo_bytetrack,64,54,0.112247,1060,1,1769,0.161290
dataset/dataset/chute04/cam8.avi,0,313,343,4,8,mcfd,101,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam8__f313_343.npz,yolo_bytetrack,64,0,0.836216,1033,2,1813,1.000000
dataset/dataset/chute04/cam8.avi,1,344,374,4,8,mcfd,102,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam8__f344_374.npz,yolo_bytetrack,64,10,0.706600,1033,2,1813,0.838710
dataset/dataset/chute04/cam8.avi,0,375,405,4,8,mcfd,103,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam8__f375_405.npz,yolo_bytetrack,64,62,0.016158,1033,1,1820,0.032258
dataset/dataset/chute04/cam8.avi,1,660,690,4,8,mcfd,104,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam8__f660_690.npz,yolo_bytetrack,64,29,0.428540,1033,2,1835,0.548387
dataset/dataset/chute04/cam8.avi,0,691,721,4,8,mcfd,105,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute04__cam8__f691_721.npz,yolo_bytetrack,64,64,0.000000,1033,0,-1,0.000000
dataset/dataset/chute05/cam1.avi,1,326,356,5,1,mcfd,106,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam1__f326_356.npz,yolo_bytetrack,64,48,0.204029,767,1,1881,0.258065
dataset/dataset/chute05/cam1.avi,0,357,387,5,1,mcfd,107,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam1__f357_387.npz,yolo_bytetrack,64,64,0.000000,767,0,-1,0.000000
dataset/dataset/chute05/cam2.avi,1,333,363,5,2,mcfd,108,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam2__f333_363.npz,yolo_bytetrack,64,31,0.390621,774,1,1907,0.516129
dataset/dataset/chute05/cam2.avi,0,364,394,5,2,mcfd,109,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam2__f364_394.npz,yolo_bytetrack,64,64,0.000000,774,0,-1,0.000000
dataset/dataset/chute05/cam3.avi,1,314,344,5,3,mcfd,110,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam3__f314_344.npz,yolo_bytetrack,64,18,0.524937,755,2,1977,0.709677
dataset/dataset/chute05/cam3.avi,0,345,375,5,3,mcfd,111,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam3__f345_375.npz,yolo_bytetrack,64,39,0.289170,755,1,1989,0.387097
dataset/dataset/chute05/cam4.avi,1,320,350,5,4,mcfd,112,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam4__f320_350.npz,yolo_bytetrack,64,6,0.688623,761,2,2054,0.903226
dataset/dataset/chute05/cam4.avi,0,351,381,5,4,mcfd,113,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam4__f351_381.npz,yolo_bytetrack,64,31,0.339738,761,2,2054,0.516129
dataset/dataset/chute05/cam5.avi,1,327,357,5,5,mcfd,114,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam5__f327_357.npz,yolo_bytetrack,64,44,0.281579,768,2,2116,0.322581
dataset/dataset/chute05/cam5.avi,0,358,388,5,5,mcfd,115,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam5__f358_388.npz,yolo_bytetrack,64,50,0.093749,768,1,2099,0.225806
dataset/dataset/chute05/cam6.avi,1,335,365,5,6,mcfd,116,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam6__f335_365.npz,yolo_bytetrack,64,23,0.516635,776,1,2147,0.645161
dataset/dataset/chute05/cam6.avi,0,366,396,5,6,mcfd,117,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam6__f366_396.npz,yolo_bytetrack,64,64,0.000000,776,0,-1,0.000000
dataset/dataset/chute05/cam7.avi,1,337,367,5,7,mcfd,118,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam7__f337_367.npz,yolo_bytetrack,64,27,0.480989,778,1,2165,0.580645
