path,label,start_frame,end_frame,scenario,cam,dataset,source_row,pose_path,backend,frames,zero_pose_frames,mean_confidence
dataset/dataset/chute01/cam4.avi,0,1115,1145,1,4,mcfd,13,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam4__f1115_1145.npz,yolo,64,18,0.481741
dataset/dataset/chute01/cam5.avi,0,1072,1102,1,5,mcfd,14,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam5__f1072_1102.npz,yolo,64,0,0.762764
dataset/dataset/chute01/cam5.avi,1,1103,1133,1,5,mcfd,15,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam5__f1103_1133.npz,yolo,64,2,0.635140
dataset/dataset/chute01/cam5.avi,0,1134,1164,1,5,mcfd,16,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam5__f1134_1164.npz,yolo,64,0,0.545725
dataset/dataset/chute01/cam6.avi,0,1055,1085,1,6,mcfd,17,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam6__f1055_1085.npz,yolo,64,21,0.469985
dataset/dataset/chute01/cam6.avi,1,1086,1116,1,6,mcfd,18,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam6__f1086_1116.npz,yolo,64,41,0.261538
dataset/dataset/chute01/cam6.avi,0,1117,1147,1,6,mcfd,19,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam6__f1117_1147.npz,yolo,64,62,0.020236
dataset/dataset/chute01/cam7.avi,0,1055,1085,1,7,mcfd,20,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam7__f1055_1085.npz,yolo,64,0,0.750926
dataset/dataset/chute01/cam7.avi,1,1086,1116,1,7,mcfd,21,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam7__f1086_1116.npz,yolo,64,24,0.509344
dataset/dataset/chute01/cam7.avi,0,1117,1147,1,7,mcfd,22,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam7__f1117_1147.npz,yolo,64,64,0.000000
dataset/dataset/chute01/cam8.avi,0,1049,1079,1,8,mcfd,23,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam8__f1049_1079.npz,yolo,64,2,0.751022
dataset/dataset/chute01/cam8.avi,1,1080,1110,1,8,mcfd,24,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam8__f1080_1110.npz,yolo,64,8,0.697004
dataset/dataset/chute01/cam8.avi,0,1111,1141,1,8,mcfd,25,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute01__cam8__f1111_1141.npz,yolo,64,38,0.184041
dataset/dataset/chute02/cam1.avi,0,369,399,2,1,mcfd,26,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam1__f369_399.npz,yolo,64,0,0.860633
dataset/dataset/chute02/cam1.avi,1,400,430,2,1,mcfd,27,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam1__f400_430.npz,yolo,64,35,0.354660
dataset/dataset/chute02/cam1.avi,0,430,460,2,1,mcfd,28,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam1__f430_460.npz,yolo,64,64,0.000000
dataset/dataset/chute02/cam2.avi,0,384,414,2,2,mcfd,29,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam2__f384_414.npz,yolo,64,0,0.878715
dataset/dataset/chute02/cam2.avi,1,415,445,2,2,mcfd,30,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam2__f415_445.npz,yolo,64,23,0.431522
dataset/dataset/chute02/cam2.avi,0,445,475,2,2,mcfd,31,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam2__f445_475.npz,yolo,64,34,0.312222
dataset/dataset/chute02/cam3.avi,0,344,374,2,3,mcfd,32,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam3__f344_374.npz,yolo,64,0,0.156679
dataset/dataset/chute02/cam3.avi,1,375,405,2,3,mcfd,33,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam3__f375_405.npz,yolo,64,6,0.100974
dataset/dataset/chute02/cam3.avi,0,405,435,2,3,mcfd,34,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam3__f405_435.npz,yolo,64,10,0.113006
dataset/dataset/chute02/cam4.avi,0,360,390,2,4,mcfd,35,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam4__f360_390.npz,yolo,64,0,0.747403
dataset/dataset/chute02/cam4.avi,1,391,421,2,4,mcfd,36,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam4__f391_421.npz,yolo,64,4,0.673262
dataset/dataset/chute02/cam4.avi,0,421,451,2,4,mcfd,37,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam4__f421_451.npz,yolo,64,6,0.615772
dataset/dataset/chute02/cam5.avi,0,362,392,2,5,mcfd,38,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam5__f362_392.npz,yolo,64,0,0.390429
dataset/dataset/chute02/cam5.avi,1,393,423,2,5,mcfd,39,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam5__f393_423.npz,yolo,64,6,0.365287
dataset/dataset/chute02/cam5.avi,0,423,453,2,5,mcfd,40,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam5__f423_453.npz,yolo,64,18,0.270700
dataset/dataset/chute02/cam6.avi,0,377,407,2,6,mcfd,41,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam6__f377_407.npz,yolo,64,0,0.741441
dataset/dataset/chute02/cam6.avi,1,408,438,2,6,mcfd,42,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam6__f408_438.npz,yolo,64,4,0.699385
dataset/dataset/chute02/cam6.avi,0,438,468,2,6,mcfd,43,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam6__f438_468.npz,yolo,64,10,0.643309
dataset/dataset/chute02/cam7.avi,0,377,407,2,7,mcfd,44,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam7__f377_407.npz,yolo,64,2,0.822785
dataset/dataset/chute02/cam7.avi,1,408,438,2,7,mcfd,45,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam7__f408_438.npz,yolo,64,0,0.844082
dataset/dataset/chute02/cam7.avi,0,438,468,2,7,mcfd,46,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam7__f438_468.npz,yolo,64,4,0.778790
dataset/dataset/chute02/cam8.avi,0,350,380,2,8,mcfd,47,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam8__f350_380.npz,yolo,64,0,0.809249
dataset/dataset/chute02/cam8.avi,1,381,411,2,8,mcfd,48,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam8__f381_411.npz,yolo,64,4,0.770678
dataset/dataset/chute02/cam8.avi,0,411,441,2,8,mcfd,49,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute02__cam8__f411_441.npz,yolo,64,46,0.131035
dataset/dataset/chute03/cam1.avi,0,572,602,3,1,mcfd,50,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam1__f572_602.npz,yolo,64,0,0.782857
dataset/dataset/chute03/cam1.avi,1,603,633,3,1,mcfd,51,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam1__f603_633.npz,yolo,64,4,0.723852
dataset/dataset/chute03/cam2.avi,0,576,606,3,2,mcfd,52,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam2__f576_606.npz,yolo,64,0,0.836900
dataset/dataset/chute03/cam2.avi,1,607,637,3,2,mcfd,53,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam2__f607_637.npz,yolo,64,0,0.792805
dataset/dataset/chute03/cam3.avi,0,568,598,3,3,mcfd,54,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam3__f568_598.npz,yolo,64,0,0.401145
dataset/dataset/chute03/cam3.avi,1,599,629,3,3,mcfd,55,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam3__f599_629.npz,yolo,64,10,0.221977
dataset/dataset/chute03/cam4.avi,0,576,606,3,4,mcfd,56,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam4__f576_606.npz,yolo,64,0,0.728122
dataset/dataset/chute03/cam4.avi,1,607,637,3,4,mcfd,57,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam4__f607_637.npz,yolo,64,2,0.681804
dataset/dataset/chute03/cam5.avi,0,595,625,3,5,mcfd,58,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam5__f595_625.npz,yolo,64,0,0.770403
dataset/dataset/chute03/cam5.avi,1,626,656,3,5,mcfd,59,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam5__f626_656.npz,yolo,64,0,0.599016
dataset/dataset/chute03/cam6.avi,0,580,610,3,6,mcfd,60,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam6__f580_610.npz,yolo,64,0,0.874633
dataset/dataset/chute03/cam6.avi,1,611,641,3,6,mcfd,61,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam6__f611_641.npz,yolo,64,25,0.500015
dataset/dataset/chute03/cam7.avi,0,580,610,3,7,mcfd,62,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam7__f580_610.npz,yolo,64,0,0.824128
dataset/dataset/chute03/cam7.avi,1,611,641,3,7,mcfd,63,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam7__f611_641.npz,yolo,64,4,0.743322
dataset/dataset/chute03/cam8.avi,0,560,590,3,8,mcfd,64,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam8__f560_590.npz,yolo,64,0,0.763558
dataset/dataset/chute03/cam8.avi,1,591,621,3,8,mcfd,65,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute03__cam8__f591_621.npz,yolo,64,2,0.696715
dataset/dataset/chute04/cam1.avi,0,329,359,4,1,mcfd,66,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam1__f329_359.npz,yolo,64,0,0.817668
dataset/dataset/chute04/cam1.avi,1,360,390,4,1,mcfd,67,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam1__f360_390.npz,yolo,64,37,0.312761
dataset/dataset/chute04/cam1.avi,0,391,421,4,1,mcfd,68,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam1__f391_421.npz,yolo,64,60,0.039225
dataset/dataset/chute04/cam1.avi,1,676,706,4,1,mcfd,69,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam1__f676_706.npz,yolo,64,64,0.000000
dataset/dataset/chute04/cam1.avi,0,707,737,4,1,mcfd,70,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam1__f707_737.npz,yolo,64,64,0.000000
dataset/dataset/chute04/cam2.avi,0,336,366,4,2,mcfd,71,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam2__f336_366.npz,yolo,64,0,0.843135
dataset/dataset/chute04/cam2.avi,1,367,397,4,2,mcfd,72,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam2__f367_397.npz,yolo,64,21,0.427644
dataset/dataset/chute04/cam2.avi,0,398,428,4,2,mcfd,73,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam2__f398_428.npz,yolo,64,52,0.109324
dataset/dataset/chute04/cam2.avi,1,683,713,4,2,mcfd,74,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam2__f683_713.npz,yolo,64,38,0.245391
dataset/dataset/chute04/cam2.avi,0,714,744,4,2,mcfd,75,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam2__f714_744.npz,yolo,64,58,0.065221
dataset/dataset/chute04/cam3.avi,0,335,365,4,3,mcfd,76,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam3__f335_365.npz,yolo,64,0,0.396586
dataset/dataset/chute04/cam3.avi,1,366,396,4,3,mcfd,77,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam3__f366_396.npz,yolo,64,0,0.180272
dataset/dataset/chute04/cam3.avi,0,397,427,4,3,mcfd,78,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam3__f397_427.npz,yolo,64,16,0.047530
dataset/dataset/chute04/cam3.avi,1,682,712,4,3,mcfd,79,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam3__f682_712.npz,yolo,64,6,0.073107
dataset/dataset/chute04/cam3.avi,0,713,743,4,3,mcfd,80,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam3__f713_743.npz,yolo,64,4,0.119037
dataset/dataset/chute04/cam4.avi,0,257,287,4,4,mcfd,81,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam4__f257_287.npz,yolo,64,0,0.705641
dataset/dataset/chute04/cam4.avi,1,288,318,4,4,mcfd,82,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam4__f288_318.npz,yolo,64,4,0.630808
dataset/dataset/chute04/cam4.avi,0,319,349,4,4,mcfd,83,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam4__f319_349.npz,yolo,64,22,0.439132
dataset/dataset/chute04/cam4.avi,1,604,634,4,4,mcfd,84,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam4__f604_634.npz,yolo,64,23,0.428248
dataset/dataset/chute04/cam4.avi,0,635,665,4,4,mcfd,85,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam4__f635_665.npz,yolo,64,20,0.460194
dataset/dataset/chute04/cam5.avi,0,325,355,4,5,mcfd,86,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam5__f325_355.npz,yolo,64,0,0.569595
dataset/dataset/chute04/cam5.avi,1,356,386,4,5,mcfd,87,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam5__f356_386.npz,yolo,64,6,0.401622
dataset/dataset/chute04/cam5.avi,0,387,417,4,5,mcfd,88,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam5__f387_417.npz,yolo,64,16,0.273983
dataset/dataset/chute04/cam5.avi,1,672,702,4,5,mcfd,89,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam5__f672_702.npz,yolo,64,0,0.439186
dataset/dataset/chute04/cam5.avi,0,703,733,4,5,mcfd,90,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam5__f703_733.npz,yolo,64,8,0.356403
dataset/dataset/chute04/cam6.avi,0,339,369,4,6,mcfd,91,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam6__f339_369.npz,yolo,64,0,0.758498
dataset/dataset/chute04/cam6.avi,1,370,400,4,6,mcfd,92,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam6__f370_400.npz,yolo,64,0,0.727665
dataset/dataset/chute04/cam6.avi,0,401,431,4,6,mcfd,93,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam6__f401_431.npz,yolo,64,0,0.563294
dataset/dataset/chute04/cam6.avi,1,686,716,4,6,mcfd,94,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam6__f686_716.npz,yolo,64,25,0.411789
dataset/dataset/chute04/cam6.avi,0,717,747,4,6,mcfd,95,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam6__f717_747.npz,yolo,64,0,0.702301
dataset/dataset/chute04/cam7.avi,0,340,370,4,7,mcfd,96,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam7__f340_370.npz,yolo,64,16,0.551404
dataset/dataset/chute04/cam7.avi,1,371,401,4,7,mcfd,97,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam7__f371_401.npz,yolo,64,0,0.821371
dataset/dataset/chute04/cam7.avi,0,402,432,4,7,mcfd,98,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam7__f402_432.npz,yolo,64,0,0.787092
dataset/dataset/chute04/cam7.avi,1,687,717,4,7,mcfd,99,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam7__f687_717.npz,yolo,64,10,0.617608
dataset/dataset/chute04/cam7.avi,0,718,748,4,7,mcfd,100,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam7__f718_748.npz,yolo,64,44,0.199350
dataset/dataset/chute04/cam8.avi,0,313,343,4,8,mcfd,101,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam8__f313_343.npz,yolo,64,0,0.823557
dataset/dataset/chute04/cam8.avi,1,344,374,4,8,mcfd,102,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam8__f344_374.npz,yolo,64,2,0.780010
dataset/dataset/chute04/cam8.avi,0,375,405,4,8,mcfd,103,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam8__f375_405.npz,yolo,64,53,0.090740
dataset/dataset/chute04/cam8.avi,1,660,690,4,8,mcfd,104,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam8__f660_690.npz,yolo,64,21,0.487100
dataset/dataset/chute04/cam8.avi,0,691,721,4,8,mcfd,105,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute04__cam8__f691_721.npz,yolo,64,50,0.104953
dataset/dataset/chute05/cam1.avi,1,326,356,5,1,mcfd,106,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam1__f326_356.npz,yolo,64,46,0.226444
dataset/dataset/chute05/cam1.avi,0,357,387,5,1,mcfd,107,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam1__f357_387.npz,yolo,64,64,0.000000
dataset/dataset/chute05/cam2.avi,1,333,363,5,2,mcfd,108,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam2__f333_363.npz,yolo,64,20,0.504127
dataset/dataset/chute05/cam2.avi,0,364,394,5,2,mcfd,109,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam2__f364_394.npz,yolo,64,62,0.021782
dataset/dataset/chute05/cam3.avi,1,314,344,5,3,mcfd,110,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam3__f314_344.npz,yolo,64,0,0.653182
dataset/dataset/chute05/cam3.avi,0,345,375,5,3,mcfd,111,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam3__f345_375.npz,yolo,64,2,0.495357
dataset/dataset/chute05/cam4.avi,1,320,350,5,4,mcfd,112,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam4__f320_350.npz,yolo,64,2,0.719203
dataset/dataset/chute05/cam4.avi,0,351,381,5,4,mcfd,113,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam4__f351_381.npz,yolo,64,10,0.552404
dataset/dataset/chute05/cam5.avi,1,327,357,5,5,mcfd,114,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam5__f327_357.npz,yolo,64,18,0.341565
dataset/dataset/chute05/cam5.avi,0,358,388,5,5,mcfd,115,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam5__f358_388.npz,yolo,64,22,0.261249
dataset/dataset/chute05/cam6.avi,1,335,365,5,6,mcfd,116,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam6__f335_365.npz,yolo,64,10,0.659545
dataset/dataset/chute05/cam6.avi,0,366,396,5,6,mcfd,117,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam6__f366_396.npz,yolo,64,58,0.071623
dataset/dataset/chute05/cam7.avi,1,337,367,5,7,mcfd,118,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam7__f337_367.npz,yolo,64,21,0.550919
dataset/dataset/chute05/cam7.avi,0,368,398,5,7,mcfd,119,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam7__f368_398.npz,yolo,64,52,0.125438
dataset/dataset/chute05/cam8.avi,1,309,339,5,8,mcfd,120,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam8__f309_339.npz,yolo,64,15,0.572563
dataset/dataset/chute05/cam8.avi,0,340,370,5,8,mcfd,121,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute05__cam8__f340_370.npz,yolo,64,39,0.185450
dataset/dataset/chute06/cam1.avi,0,532,562,6,1,mcfd,122,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam1__f532_562.npz,yolo,64,0,0.734676
dataset/dataset/chute06/cam1.avi,1,583,613,6,1,mcfd,123,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam1__f583_613.npz,yolo,64,0,0.879491
dataset/dataset/chute06/cam1.avi,1,603,633,6,1,mcfd,124,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam1__f603_633.npz,yolo,64,4,0.831408
dataset/dataset/chute06/cam1.avi,0,640,670,6,1,mcfd,125,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam1__f640_670.npz,yolo,64,6,0.678425
dataset/dataset/chute06/cam2.avi,0,632,662,6,2,mcfd,126,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam2__f632_662.npz,yolo,64,4,0.653441
dataset/dataset/chute06/cam2.avi,1,683,713,6,2,mcfd,127,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam2__f683_713.npz,yolo,64,0,0.732629
dataset/dataset/chute06/cam2.avi,1,703,733,6,2,mcfd,128,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam2__f703_733.npz,yolo,64,0,0.789136
dataset/dataset/chute06/cam2.avi,0,740,770,6,2,mcfd,129,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam2__f740_770.npz,yolo,64,0,0.906194
dataset/dataset/chute06/cam3.avi,0,638,668,6,3,mcfd,130,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam3__f638_668.npz,yolo,64,2,0.518068
dataset/dataset/chute06/cam3.avi,1,689,719,6,3,mcfd,131,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam3__f689_719.npz,yolo,64,0,0.570407
dataset/dataset/chute06/cam3.avi,1,709,739,6,3,mcfd,132,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam3__f709_739.npz,yolo,64,33,0.232137
dataset/dataset/chute06/cam3.avi,0,746,776,6,3,mcfd,133,fall_benchmark/data/poses/yolo_pose/mcfd_t64_c010/dataset__dataset__chute06__cam3__f746_776.npz,yolo,64,32,0.150524
