path,label,subject,dataset,pose_path,backend,frames,zero_pose_frames,mean_confidence
Subject 2/ADL/20.mp4,0,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__ADL__20.npz,openpose,64,0,0.111968
Subject 2/ADL/21.mp4,0,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__ADL__21.npz,openpose,64,0,0.117738
Subject 2/ADL/22.mp4,0,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__ADL__22.npz,openpose,64,1,0.120261
Subject 2/ADL/23.mp4,0,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__ADL__23.npz,openpose,64,0,0.234950
Subject 2/Fall/01.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__01.npz,openpose,64,0,0.214338
Subject 2/Fall/02.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__02.npz,openpose,64,24,0.138438
Subject 2/Fall/03.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__03.npz,openpose,64,6,0.076725
Subject 2/Fall/04.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__04.npz,openpose,64,23,0.163251
Subject 2/Fall/05.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__05.npz,openpose,64,8,0.233293
Subject 2/Fall/06.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__06.npz,openpose,64,0,0.117285
Subject 2/Fall/07.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__07.npz,openpose,64,2,0.234839
Subject 2/Fall/08.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__08.npz,openpose,64,0,0.137604
Subject 2/Fall/09.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__09.npz,openpose,64,2,0.150462
Subject 2/Fall/10.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__10.npz,openpose,64,1,0.051062
Subject 2/Fall/11.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__11.npz,openpose,64,0,0.071066
Subject 2/Fall/12.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__12.npz,openpose,64,0,0.037845
Subject 2/Fall/13.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__13.npz,openpose,64,12,0.105004
Subject 2/Fall/14.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__14.npz,openpose,64,4,0.065802
Subject 2/Fall/15.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__15.npz,openpose,64,0,0.345692
Subject 2/Fall/16.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__16.npz,openpose,64,0,0.102842
Subject 2/Fall/17.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__17.npz,openpose,64,0,0.261562
Subject 2/Fall/18.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__18.npz,openpose,64,0,0.201070
Subject 2/Fall/19.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__19.npz,openpose,64,0,0.097907
Subject 2/Fall/20.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__20.npz,openpose,64,0,0.152583
Subject 2/Fall/21.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__21.npz,openpose,64,0,0.128727
Subject 2/Fall/22.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__22.npz,openpose,64,0,0.182786
Subject 2/Fall/23.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__23.npz,openpose,64,0,0.231635
Subject 2/Fall/24.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__24.npz,openpose,64,0,0.428690
Subject 2/Fall/25.mp4,1,2,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_2__Fall__25.npz,openpose,64,0,0.208437
Subject 3/ADL/01.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__01.npz,openpose,64,0,0.057256
Subject 3/ADL/02.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__02.npz,openpose,64,0,0.444900
Subject 3/ADL/03.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__03.npz,openpose,64,0,0.162824
Subject 3/ADL/04.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__04.npz,openpose,64,0,0.165506
Subject 3/ADL/05.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__05.npz,openpose,64,0,0.217541
Subject 3/ADL/06.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__06.npz,openpose,64,0,0.378114
Subject 3/ADL/07.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__07.npz,openpose,64,0,0.537797
Subject 3/ADL/08.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__08.npz,openpose,64,0,0.168554
Subject 3/ADL/09.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__09.npz,openpose,64,1,0.374990
Subject 3/ADL/10.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__10.npz,openpose,64,0,0.113413
Subject 3/ADL/11.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__11.npz,openpose,64,0,0.084490
Subject 3/ADL/12.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__12.npz,openpose,64,0,0.194261
Subject 3/ADL/13.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__13.npz,openpose,64,0,0.186339
Subject 3/ADL/14.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__14.npz,openpose,64,0,0.170359
Subject 3/ADL/15.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__15.npz,openpose,64,0,0.384835
Subject 3/ADL/16.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__16.npz,openpose,64,0,0.482343
Subject 3/ADL/17.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__17.npz,openpose,64,0,0.279406
Subject 3/ADL/18.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__18.npz,openpose,64,0,0.367794
Subject 3/ADL/19.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__19.npz,openpose,64,0,0.130123
Subject 3/ADL/20.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__20.npz,openpose,64,0,0.293989
Subject 3/ADL/21.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__21.npz,openpose,64,0,0.504120
Subject 3/ADL/22.mp4,0,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__ADL__22.npz,openpose,64,0,0.422533
Subject 3/Fall/01.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__01.npz,openpose,64,0,0.082360
Subject 3/Fall/02.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__02.npz,openpose,64,1,0.034469
Subject 3/Fall/03.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__03.npz,openpose,64,0,0.075606
Subject 3/Fall/04.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__04.npz,openpose,64,1,0.095097
Subject 3/Fall/05.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__05.npz,openpose,64,0,0.047358
Subject 3/Fall/06.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__06.npz,openpose,64,0,0.049903
Subject 3/Fall/07.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__07.npz,openpose,64,0,0.083802
Subject 3/Fall/08.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__08.npz,openpose,64,3,0.085145
Subject 3/Fall/09.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__09.npz,openpose,64,2,0.092812
Subject 3/Fall/10.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__10.npz,openpose,64,2,0.143321
Subject 3/Fall/11.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__11.npz,openpose,64,0,0.174148
Subject 3/Fall/12.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__12.npz,openpose,64,1,0.216776
Subject 3/Fall/13.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__13.npz,openpose,64,0,0.193749
Subject 3/Fall/14.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__14.npz,openpose,64,0,0.131408
Subject 3/Fall/15.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__15.npz,openpose,64,7,0.066176
Subject 3/Fall/16.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__16.npz,openpose,64,1,0.048656
Subject 3/Fall/17.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__17.npz,openpose,64,2,0.121168
Subject 3/Fall/18.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__18.npz,openpose,64,0,0.123965
Subject 3/Fall/19.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__19.npz,openpose,64,4,0.076826
Subject 3/Fall/20.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__20.npz,openpose,64,2,0.052508
Subject 3/Fall/21.mp4,1,3,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_3__Fall__21.npz,openpose,64,0,0.169478
Subject 4/ADL/01.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__01.npz,openpose,64,0,0.283696
Subject 4/ADL/02.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__02.npz,openpose,64,0,0.133569
Subject 4/ADL/03.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__03.npz,openpose,64,0,0.287216
Subject 4/ADL/04.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__04.npz,openpose,64,0,0.350107
Subject 4/ADL/05.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__05.npz,openpose,64,2,0.169996
Subject 4/ADL/06.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__06.npz,openpose,64,11,0.228962
Subject 4/ADL/07.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__07.npz,openpose,64,33,0.046091
Subject 4/ADL/08.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__08.npz,openpose,64,0,0.392384
Subject 4/ADL/09.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__09.npz,openpose,64,0,0.359618
Subject 4/ADL/10.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__10.npz,openpose,64,1,0.077070
Subject 4/ADL/11.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__11.npz,openpose,64,0,0.302843
Subject 4/ADL/12.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__12.npz,openpose,64,0,0.346930
Subject 4/ADL/13.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__13.npz,openpose,64,0,0.320780
Subject 4/ADL/14.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__14.npz,openpose,64,0,0.150052
Subject 4/ADL/15.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__15.npz,openpose,64,9,0.089992
Subject 4/ADL/16.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__16.npz,openpose,64,0,0.104086
Subject 4/ADL/17.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__17.npz,openpose,64,4,0.167762
Subject 4/ADL/18.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__18.npz,openpose,64,0,0.522542
Subject 4/ADL/19.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__19.npz,openpose,64,0,0.254416
Subject 4/ADL/20.mp4,0,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__ADL__20.npz,openpose,64,0,0.382341
Subject 4/Fall/01.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__01.npz,openpose,64,4,0.152898
Subject 4/Fall/02.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__02.npz,openpose,64,5,0.091814
Subject 4/Fall/03.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__03.npz,openpose,64,3,0.111125
Subject 4/Fall/04.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__04.npz,openpose,64,15,0.038510
Subject 4/Fall/05.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__05.npz,openpose,64,0,0.284732
Subject 4/Fall/06.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__06.npz,openpose,64,9,0.242887
Subject 4/Fall/07.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__07.npz,openpose,64,3,0.123837
Subject 4/Fall/08.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__08.npz,openpose,64,8,0.267453
Subject 4/Fall/09.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__09.npz,openpose,64,0,0.236097
Subject 4/Fall/10.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__10.npz,openpose,64,12,0.185351
Subject 4/Fall/11.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__11.npz,openpose,64,1,0.079527
Subject 4/Fall/12.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__12.npz,openpose,64,0,0.223080
Subject 4/Fall/13.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__13.npz,openpose,64,0,0.174973
Subject 4/Fall/14.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__14.npz,openpose,64,22,0.227888
Subject 4/Fall/15.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__15.npz,openpose,64,0,0.256396
Subject 4/Fall/16.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__16.npz,openpose,64,4,0.104149
Subject 4/Fall/17.mp4,1,4,gmdcsa24,data/poses/gmdcsa24_openpose_t64/Subject_4__Fall__17.npz,openpose,64,0,0.443564
