path,label,subject,dataset,pose_path,backend,frames,zero_pose_frames,mean_confidence
Subject 1/ADL/14.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__ADL__14.npz,rtmpose,64,0,0.782991
Subject 1/ADL/15.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__ADL__15.npz,rtmpose,64,0,0.760693
Subject 1/ADL/16.mp4,0,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__ADL__16.npz,rtmpose,64,0,0.739706
Subject 1/Fall/01.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__01.npz,rtmpose,64,0,0.558471
Subject 1/Fall/02.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__02.npz,rtmpose,64,0,0.526915
Subject 1/Fall/03.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__03.npz,rtmpose,64,0,0.695870
Subject 1/Fall/04.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__04.npz,rtmpose,64,0,0.699471
Subject 1/Fall/05.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__05.npz,rtmpose,64,0,0.721775
Subject 1/Fall/06.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__06.npz,rtmpose,64,0,0.678439
Subject 1/Fall/07.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__07.npz,rtmpose,64,0,0.663102
Subject 1/Fall/08.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__08.npz,rtmpose,64,0,0.684734
Subject 1/Fall/09.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__09.npz,rtmpose,64,0,0.476685
Subject 1/Fall/10.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__10.npz,rtmpose,64,0,0.619618
Subject 1/Fall/11.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__11.npz,rtmpose,64,0,0.731948
Subject 1/Fall/12.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__12.npz,rtmpose,64,0,0.700989
Subject 1/Fall/13.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__13.npz,rtmpose,64,0,0.589481
Subject 1/Fall/14.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__14.npz,rtmpose,64,0,0.562918
Subject 1/Fall/15.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__15.npz,rtmpose,64,0,0.682571
Subject 1/Fall/16.mp4,1,1,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_1__Fall__16.npz,rtmpose,64,0,0.715642
Subject 2/ADL/01.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__01.npz,rtmpose,64,0,0.654037
Subject 2/ADL/02.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__02.npz,rtmpose,64,0,0.686249
Subject 2/ADL/03.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__03.npz,rtmpose,64,0,0.694962
Subject 2/ADL/04.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__04.npz,rtmpose,64,0,0.740980
Subject 2/ADL/05.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__05.npz,rtmpose,64,0,0.690976
Subject 2/ADL/06.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__06.npz,rtmpose,64,0,0.770280
Subject 2/ADL/07.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__07.npz,rtmpose,64,0,0.772733
Subject 2/ADL/08.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__08.npz,rtmpose,64,0,0.727003
Subject 2/ADL/09.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__09.npz,rtmpose,64,0,0.719729
Subject 2/ADL/10.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__10.npz,rtmpose,64,0,0.759734
Subject 2/ADL/11.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__11.npz,rtmpose,64,0,0.745339
Subject 2/ADL/12.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__12.npz,rtmpose,64,0,0.522893
Subject 2/ADL/13.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__13.npz,rtmpose,64,0,0.672888
Subject 2/ADL/14.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__14.npz,rtmpose,64,0,0.594062
Subject 2/ADL/15.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__15.npz,rtmpose,64,0,0.510632
Subject 2/ADL/16.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__16.npz,rtmpose,64,0,0.540279
Subject 2/ADL/17.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__17.npz,rtmpose,64,0,0.680570
Subject 2/ADL/18.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__18.npz,rtmpose,64,0,0.646166
Subject 2/ADL/19.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__19.npz,rtmpose,64,0,0.453122
Subject 2/ADL/20.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__20.npz,rtmpose,64,0,0.612773
Subject 2/ADL/21.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__21.npz,rtmpose,64,0,0.680040
Subject 2/ADL/22.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__22.npz,rtmpose,64,0,0.628021
Subject 2/ADL/23.mp4,0,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__ADL__23.npz,rtmpose,64,0,0.620917
Subject 2/Fall/01.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__01.npz,rtmpose,64,0,0.679059
Subject 2/Fall/02.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__02.npz,rtmpose,64,0,0.493827
Subject 2/Fall/03.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__03.npz,rtmpose,64,0,0.608938
Subject 2/Fall/04.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__04.npz,rtmpose,64,0,0.652547
Subject 2/Fall/05.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__05.npz,rtmpose,64,0,0.620063
Subject 2/Fall/06.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__06.npz,rtmpose,64,0,0.668720
Subject 2/Fall/07.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__07.npz,rtmpose,64,0,0.670766
Subject 2/Fall/08.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__08.npz,rtmpose,64,0,0.510434
Subject 2/Fall/09.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__09.npz,rtmpose,64,0,0.513882
Subject 2/Fall/10.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__10.npz,rtmpose,64,0,0.429157
Subject 2/Fall/11.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__11.npz,rtmpose,64,0,0.637214
Subject 2/Fall/12.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__12.npz,rtmpose,64,0,0.594578
Subject 2/Fall/13.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__13.npz,rtmpose,64,0,0.643069
Subject 2/Fall/14.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__14.npz,rtmpose,64,0,0.519105
Subject 2/Fall/15.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__15.npz,rtmpose,64,0,0.592166
Subject 2/Fall/16.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__16.npz,rtmpose,64,0,0.768300
Subject 2/Fall/17.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__17.npz,rtmpose,64,0,0.791653
Subject 2/Fall/18.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__18.npz,rtmpose,64,0,0.751136
Subject 2/Fall/19.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__19.npz,rtmpose,64,0,0.663229
Subject 2/Fall/20.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__20.npz,rtmpose,64,0,0.758676
Subject 2/Fall/21.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__21.npz,rtmpose,64,0,0.736043
Subject 2/Fall/22.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__22.npz,rtmpose,64,0,0.590080
Subject 2/Fall/23.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__23.npz,rtmpose,64,0,0.692659
Subject 2/Fall/24.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__24.npz,rtmpose,64,0,0.750443
Subject 2/Fall/25.mp4,1,2,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_2__Fall__25.npz,rtmpose,64,0,0.699590
Subject 3/ADL/01.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__01.npz,rtmpose,64,0,0.672683
Subject 3/ADL/02.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__02.npz,rtmpose,64,0,0.822229
Subject 3/ADL/03.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__03.npz,rtmpose,64,0,0.693584
Subject 3/ADL/04.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__04.npz,rtmpose,64,0,0.721638
Subject 3/ADL/05.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__05.npz,rtmpose,64,0,0.660854
Subject 3/ADL/06.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__06.npz,rtmpose,64,0,0.636726
Subject 3/ADL/07.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__07.npz,rtmpose,64,0,0.796599
Subject 3/ADL/08.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__08.npz,rtmpose,64,0,0.681953
Subject 3/ADL/09.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__09.npz,rtmpose,64,0,0.734327
Subject 3/ADL/10.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__10.npz,rtmpose,64,0,0.764566
Subject 3/ADL/11.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__11.npz,rtmpose,64,0,0.764915
Subject 3/ADL/12.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__12.npz,rtmpose,64,0,0.659566
Subject 3/ADL/13.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__13.npz,rtmpose,64,0,0.563626
Subject 3/ADL/14.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__14.npz,rtmpose,64,0,0.633135
Subject 3/ADL/15.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__15.npz,rtmpose,64,0,0.737076
Subject 3/ADL/16.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__16.npz,rtmpose,64,0,0.770297
Subject 3/ADL/17.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__17.npz,rtmpose,64,0,0.747002
Subject 3/ADL/18.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__18.npz,rtmpose,64,0,0.724226
Subject 3/ADL/19.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__19.npz,rtmpose,64,0,0.706335
Subject 3/ADL/20.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__20.npz,rtmpose,64,0,0.769450
Subject 3/ADL/21.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__21.npz,rtmpose,64,0,0.759923
Subject 3/ADL/22.mp4,0,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__ADL__22.npz,rtmpose,64,0,0.645643
Subject 3/Fall/01.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__01.npz,rtmpose,64,0,0.368403
Subject 3/Fall/02.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__02.npz,rtmpose,64,0,0.616381
Subject 3/Fall/03.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__03.npz,rtmpose,64,0,0.658325
Subject 3/Fall/04.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__04.npz,rtmpose,64,0,0.400054
Subject 3/Fall/05.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__05.npz,rtmpose,64,0,0.695127
Subject 3/Fall/06.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__06.npz,rtmpose,64,0,0.277861
Subject 3/Fall/07.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__07.npz,rtmpose,64,0,0.547801
Subject 3/Fall/08.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__08.npz,rtmpose,64,0,0.467670
Subject 3/Fall/09.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__09.npz,rtmpose,64,0,0.553095
Subject 3/Fall/10.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__10.npz,rtmpose,64,0,0.594095
Subject 3/Fall/11.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__11.npz,rtmpose,64,0,0.726285
Subject 3/Fall/12.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__12.npz,rtmpose,64,0,0.664386
Subject 3/Fall/13.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__13.npz,rtmpose,64,0,0.692806
Subject 3/Fall/14.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__14.npz,rtmpose,64,0,0.541057
Subject 3/Fall/15.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__15.npz,rtmpose,64,0,0.474726
Subject 3/Fall/16.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__16.npz,rtmpose,64,0,0.617792
Subject 3/Fall/17.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__17.npz,rtmpose,64,0,0.513196
Subject 3/Fall/18.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__18.npz,rtmpose,64,0,0.520338
Subject 3/Fall/19.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__19.npz,rtmpose,64,0,0.524927
Subject 3/Fall/20.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__20.npz,rtmpose,64,0,0.667594
Subject 3/Fall/21.mp4,1,3,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_3__Fall__21.npz,rtmpose,64,0,0.736992
Subject 4/ADL/01.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__01.npz,rtmpose,64,0,0.780024
Subject 4/ADL/02.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__02.npz,rtmpose,64,0,0.781203
Subject 4/ADL/03.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__03.npz,rtmpose,64,0,0.599036
Subject 4/ADL/04.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__04.npz,rtmpose,64,0,0.615005
Subject 4/ADL/05.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__05.npz,rtmpose,64,0,0.597898
Subject 4/ADL/06.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__06.npz,rtmpose,64,0,0.675174
Subject 4/ADL/07.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__07.npz,rtmpose,64,0,0.558826
Subject 4/ADL/08.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__08.npz,rtmpose,64,0,0.765503
Subject 4/ADL/09.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__09.npz,rtmpose,64,0,0.619114
Subject 4/ADL/10.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__10.npz,rtmpose,64,0,0.668709
Subject 4/ADL/11.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__11.npz,rtmpose,64,0,0.614885
Subject 4/ADL/12.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__12.npz,rtmpose,64,0,0.679766
Subject 4/ADL/13.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__13.npz,rtmpose,64,0,0.628384
Subject 4/ADL/14.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__14.npz,rtmpose,64,0,0.726523
Subject 4/ADL/15.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__15.npz,rtmpose,64,0,0.754450
Subject 4/ADL/16.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__16.npz,rtmpose,64,0,0.740671
Subject 4/ADL/17.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__17.npz,rtmpose,64,0,0.668950
Subject 4/ADL/18.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__18.npz,rtmpose,64,0,0.795559
Subject 4/ADL/19.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__19.npz,rtmpose,64,0,0.769088
Subject 4/ADL/20.mp4,0,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__ADL__20.npz,rtmpose,64,0,0.795048
Subject 4/Fall/01.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__01.npz,rtmpose,64,0,0.675868
Subject 4/Fall/02.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__02.npz,rtmpose,64,0,0.669354
Subject 4/Fall/03.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__03.npz,rtmpose,64,0,0.494995
Subject 4/Fall/04.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__04.npz,rtmpose,64,0,0.496143
Subject 4/Fall/05.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__05.npz,rtmpose,64,0,0.700720
Subject 4/Fall/06.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__06.npz,rtmpose,64,0,0.666491
Subject 4/Fall/07.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__07.npz,rtmpose,64,0,0.674231
Subject 4/Fall/08.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__08.npz,rtmpose,64,0,0.637068
Subject 4/Fall/09.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__09.npz,rtmpose,64,0,0.558547
Subject 4/Fall/10.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__10.npz,rtmpose,64,0,0.575027
Subject 4/Fall/11.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__11.npz,rtmpose,64,0,0.544524
Subject 4/Fall/12.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__12.npz,rtmpose,64,0,0.539584
Subject 4/Fall/13.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__13.npz,rtmpose,64,0,0.660762
Subject 4/Fall/14.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__14.npz,rtmpose,64,0,0.669412
Subject 4/Fall/15.mp4,1,4,gmdcsa24,fall_benchmark/data/poses/rtmpose/gmdcsa24_t64/Subject_4__Fall__15.npz,rtmpose,64,0,0.603522
