path
Subject 1/ADL/05.mp4#f192-255
Subject 1/ADL/05.mp4#f208-271
Subject 1/ADL/05.mp4#f224-287
Subject 1/ADL/05.mp4#f240-303
Subject 1/ADL/06.mp4#f0-63
Subject 1/ADL/06.mp4#f16-79
Subject 1/ADL/06.mp4#f32-95
Subject 1/ADL/06.mp4#f48-111
Subject 1/ADL/06.mp4#f64-127
Subject 1/ADL/06.mp4#f80-143
Subject 1/ADL/06.mp4#f96-159
Subject 1/ADL/06.mp4#f112-175
Subject 1/ADL/06.mp4#f128-191
Subject 1/ADL/06.mp4#f144-207
Subject 1/ADL/06.mp4#f160-223
Subject 1/ADL/06.mp4#f176-239
Subject 1/ADL/06.mp4#f192-255
Subject 1/ADL/06.mp4#f208-271
Subject 1/ADL/06.mp4#f224-287
Subject 1/ADL/06.mp4#f240-303
Subject 1/ADL/06.mp4#f256-319
Subject 1/ADL/06.mp4#f272-335
Subject 1/ADL/06.mp4#f288-351
Subject 1/ADL/07.mp4#f0-63
Subject 1/ADL/07.mp4#f16-79
Subject 1/ADL/07.mp4#f32-95
Subject 1/ADL/07.mp4#f48-111
Subject 1/ADL/07.mp4#f64-127
Subject 1/ADL/07.mp4#f80-143
Subject 1/ADL/07.mp4#f96-159
Subject 1/ADL/07.mp4#f112-175
Subject 1/ADL/07.mp4#f128-191
Subject 1/ADL/07.mp4#f144-207
Subject 1/ADL/07.mp4#f160-223
Subject 1/ADL/08.mp4#f0-63
Subject 1/ADL/08.mp4#f16-79
Subject 1/ADL/08.mp4#f32-95
Subject 1/ADL/08.mp4#f48-111
Subject 1/ADL/08.mp4#f64-127
Subject 1/ADL/08.mp4#f80-143
Subject 1/ADL/08.mp4#f96-159
Subject 1/ADL/08.mp4#f112-175
Subject 1/ADL/09.mp4#f0-63
Subject 1/ADL/09.mp4#f16-79
Subject 1/ADL/09.mp4#f32-95
Subject 1/ADL/09.mp4#f48-111
Subject 1/ADL/09.mp4#f64-127
Subject 1/ADL/09.mp4#f80-143
Subject 1/ADL/10.mp4#f0-63
Subject 1/ADL/10.mp4#f16-79
Subject 1/ADL/10.mp4#f32-95
Subject 1/ADL/10.mp4#f48-111
Subject 1/ADL/11.mp4#f0-63
Subject 1/ADL/11.mp4#f16-79
Subject 1/ADL/11.mp4#f32-95
Subject 1/ADL/11.mp4#f48-111
Subject 1/ADL/11.mp4#f64-127
Subject 1/ADL/11.mp4#f80-143
Subject 1/ADL/11.mp4#f96-159
Subject 1/ADL/11.mp4#f112-175
Subject 1/ADL/11.mp4#f128-191
Subject 1/ADL/11.mp4#f144-207
Subject 1/ADL/11.mp4#f160-223
Subject 1/ADL/11.mp4#f176-239
Subject 1/ADL/11.mp4#f192-255
Subject 1/ADL/11.mp4#f208-271
Subject 1/ADL/12.mp4#f0-63
Subject 1/ADL/12.mp4#f16-79
Subject 1/ADL/12.mp4#f32-95
Subject 1/ADL/12.mp4#f48-111
Subject 1/ADL/12.mp4#f64-127
Subject 1/ADL/12.mp4#f80-143
Subject 1/ADL/12.mp4#f96-159
Subject 1/ADL/12.mp4#f112-175
Subject 1/ADL/12.mp4#f128-191
Subject 1/ADL/12.mp4#f144-207
Subject 1/ADL/13.mp4#f0-63
Subject 1/ADL/13.mp4#f16-79
Subject 1/ADL/13.mp4#f32-95
Subject 1/ADL/13.mp4#f48-111
Subject 1/ADL/13.mp4#f64-127
Subject 1/ADL/13.mp4#f80-143
Subject 1/ADL/13.mp4#f96-159
Subject 1/ADL/13.mp4#f112-175
Subject 1/ADL/14.mp4#f0-63
Subject 1/ADL/14.mp4#f16-79
Subject 1/ADL/14.mp4#f32-95
Subject 1/ADL/14.mp4#f48-111
Subject 1/ADL/14.mp4#f64-127
Subject 1/ADL/14.mp4#f80-143
Subject 1/ADL/14.mp4#f96-159
Subject 1/ADL/15.mp4#f0-63
Subject 1/ADL/15.mp4#f16-79
Subject 1/ADL/15.mp4#f32-95
Subject 1/ADL/15.mp4#f48-111
Subject 1/ADL/15.mp4#f64-127
Subject 1/ADL/15.mp4#f80-143
Subject 1/ADL/15.mp4#f96-159
Subject 1/ADL/15.mp4#f112-175
Subject 1/ADL/15.mp4#f128-191
Subject 1/ADL/15.mp4#f144-207
Subject 1/ADL/16.mp4#f0-63
Subject 1/ADL/16.mp4#f16-79
Subject 1/ADL/16.mp4#f32-95
Subject 1/Fall/01.mp4#f0-63
Subject 1/Fall/01.mp4#f16-79
Subject 1/Fall/01.mp4#f32-95
Subject 1/Fall/03.mp4#f0-63
Subject 1/Fall/04.mp4#f0-63
Subject 1/Fall/06.mp4#f0-63
Subject 1/Fall/16.mp4#f0-63
Subject 1/Fall/16.mp4#f16-79
Subject 4/ADL/01.mp4#f0-63
Subject 4/ADL/01.mp4#f16-79
Subject 4/ADL/01.mp4#f32-95
Subject 4/ADL/01.mp4#f48-111
Subject 4/ADL/01.mp4#f64-127
Subject 4/ADL/01.mp4#f80-143
Subject 4/ADL/01.mp4#f96-159
Subject 4/ADL/01.mp4#f112-175
Subject 4/ADL/01.mp4#f128-191
Subject 4/ADL/01.mp4#f144-207
Subject 4/ADL/01.mp4#f160-223
Subject 4/ADL/01.mp4#f176-239
Subject 4/ADL/01.mp4#f192-255
Subject 4/ADL/01.mp4#f208-271
Subject 4/ADL/01.mp4#f224-287
Subject 4/ADL/01.mp4#f240-303
Subject 4/ADL/01.mp4#f256-319
Subject 4/ADL/01.mp4#f272-335
Subject 4/ADL/01.mp4#f288-351
Subject 4/ADL/01.mp4#f304-367
Subject 4/ADL/02.mp4#f0-63
Subject 4/ADL/02.mp4#f16-79
Subject 4/ADL/02.mp4#f32-95
Subject 4/ADL/02.mp4#f48-111
Subject 4/ADL/02.mp4#f64-127
Subject 4/ADL/02.mp4#f80-143
Subject 4/ADL/02.mp4#f96-159
Subject 4/ADL/02.mp4#f112-175
Subject 4/ADL/02.mp4#f128-191
Subject 4/ADL/02.mp4#f144-207
Subject 4/ADL/02.mp4#f160-223
Subject 4/ADL/02.mp4#f176-239
Subject 4/ADL/02.mp4#f192-255
Subject 4/ADL/02.mp4#f208-271
Subject 4/ADL/02.mp4#f224-287
Subject 4/ADL/02.mp4#f240-303
Subject 4/ADL/03.mp4#f0-63
Subject 4/ADL/03.mp4#f16-79
Subject 4/ADL/03.mp4#f32-95
Subject 4/ADL/03.mp4#f48-111
Subject 4/ADL/03.mp4#f64-127
Subject 4/ADL/03.mp4#f80-143
Subject 4/ADL/03.mp4#f96-159
Subject 4/ADL/03.mp4#f112-175
Subject 4/ADL/03.mp4#f128-191
Subject 4/ADL/03.mp4#f144-207
Subject 4/ADL/03.mp4#f160-223
Subject 4/ADL/03.mp4#f176-239
Subject 4/ADL/03.mp4#f192-255
Subject 4/ADL/04.mp4#f0-63
Subject 4/ADL/04.mp4#f16-79
Subject 4/ADL/04.mp4#f32-95
Subject 4/ADL/04.mp4#f48-111
Subject 4/ADL/04.mp4#f64-127
Subject 4/ADL/04.mp4#f80-143
Subject 4/ADL/04.mp4#f96-159
Subject 4/ADL/04.mp4#f112-175
Subject 4/ADL/04.mp4#f128-191
Subject 4/ADL/04.mp4#f144-207
Subject 4/ADL/04.mp4#f160-223
Subject 4/ADL/04.mp4#f176-239
Subject 4/ADL/04.mp4#f192-255
Subject 4/ADL/04.mp4#f208-271
Subject 4/ADL/04.mp4#f224-287
Subject 4/ADL/04.mp4#f240-303
Subject 4/ADL/04.mp4#f256-319
Subject 4/ADL/04.mp4#f272-335
Subject 4/ADL/04.mp4#f288-351
Subject 4/ADL/04.mp4#f304-367
Subject 4/ADL/04.mp4#f320-383
Subject 4/ADL/05.mp4#f0-63
Subject 4/ADL/05.mp4#f16-79
Subject 4/ADL/05.mp4#f32-95
Subject 4/ADL/05.mp4#f48-111
Subject 4/ADL/05.mp4#f64-127
Subject 4/ADL/05.mp4#f80-143
Subject 4/ADL/05.mp4#f96-159
Subject 4/ADL/05.mp4#f112-175
Subject 4/ADL/05.mp4#f128-191
Subject 4/ADL/05.mp4#f144-207
Subject 4/ADL/06.mp4#f0-63
Subject 4/ADL/06.mp4#f16-79
Subject 4/ADL/06.mp4#f32-95
Subject 4/ADL/06.mp4#f48-111
Subject 4/ADL/06.mp4#f64-127
Subject 4/ADL/06.mp4#f80-143
Subject 4/ADL/06.mp4#f96-159
Subject 4/ADL/06.mp4#f112-175
Subject 4/ADL/06.mp4#f128-191
Subject 4/ADL/07.mp4#f0-63
Subject 4/ADL/07.mp4#f16-79
Subject 4/ADL/07.mp4#f32-95
Subject 4/ADL/07.mp4#f48-111
Subject 4/ADL/07.mp4#f64-127
Subject 4/ADL/07.mp4#f80-143
Subject 4/ADL/08.mp4#f0-63
Subject 4/ADL/08.mp4#f16-79
Subject 4/ADL/08.mp4#f32-95
Subject 4/ADL/08.mp4#f48-111
Subject 4/ADL/08.mp4#f64-127
Subject 4/ADL/08.mp4#f80-143
Subject 4/ADL/08.mp4#f96-159
Subject 4/ADL/08.mp4#f112-175
Subject 4/ADL/08.mp4#f128-191
Subject 4/ADL/08.mp4#f144-207
Subject 4/ADL/08.mp4#f160-223
Subject 4/ADL/08.mp4#f176-239
Subject 4/ADL/08.mp4#f192-255
Subject 4/ADL/08.mp4#f208-271
Subject 4/ADL/08.mp4#f224-287
Subject 4/ADL/08.mp4#f240-303
Subject 4/ADL/08.mp4#f256-319
Subject 4/ADL/08.mp4#f272-335
Subject 4/ADL/08.mp4#f288-351
Subject 4/ADL/08.mp4#f304-367
Subject 4/ADL/09.mp4#f0-63
Subject 4/ADL/09.mp4#f16-79
Subject 4/ADL/09.mp4#f32-95
Subject 4/ADL/09.mp4#f48-111
Subject 4/ADL/09.mp4#f64-127
Subject 4/ADL/09.mp4#f80-143
Subject 4/ADL/09.mp4#f96-159
Subject 4/ADL/09.mp4#f112-175
Subject 4/ADL/09.mp4#f128-191
Subject 4/ADL/09.mp4#f144-207
Subject 4/ADL/09.mp4#f160-223
Subject 4/ADL/09.mp4#f176-239
Subject 4/ADL/09.mp4#f192-255
Subject 4/ADL/09.mp4#f208-271
Subject 4/ADL/09.mp4#f224-287
Subject 4/ADL/09.mp4#f240-303
Subject 4/ADL/09.mp4#f256-319
Subject 4/ADL/09.mp4#f272-335
Subject 4/ADL/09.mp4#f288-351
Subject 4/ADL/10.mp4#f0-63
Subject 4/ADL/10.mp4#f16-79
Subject 4/ADL/10.mp4#f32-95
Subject 4/ADL/10.mp4#f48-111
Subject 4/ADL/10.mp4#f64-127
Subject 4/ADL/10.mp4#f80-143
Subject 4/ADL/10.mp4#f96-159
Subject 4/ADL/10.mp4#f112-175
Subject 4/ADL/10.mp4#f128-191
Subject 4/ADL/10.mp4#f144-207
Subject 4/ADL/10.mp4#f160-223
Subject 4/ADL/10.mp4#f176-239
Subject 4/ADL/10.mp4#f192-255
Subject 4/ADL/10.mp4#f208-271
Subject 4/ADL/10.mp4#f224-287
Subject 4/ADL/10.mp4#f240-303
Subject 4/ADL/10.mp4#f256-319
Subject 4/ADL/10.mp4#f272-335
Subject 4/ADL/10.mp4#f288-351
Subject 4/ADL/10.mp4#f304-367
Subject 4/ADL/11.mp4#f0-63
Subject 4/ADL/11.mp4#f16-79
Subject 4/ADL/11.mp4#f32-95
Subject 4/ADL/11.mp4#f48-111
Subject 4/ADL/11.mp4#f64-127
Subject 4/ADL/11.mp4#f80-143
Subject 4/ADL/11.mp4#f96-159
Subject 4/ADL/11.mp4#f112-175
Subject 4/ADL/11.mp4#f128-191
Subject 4/ADL/11.mp4#f144-207
Subject 4/ADL/11.mp4#f160-223
Subject 4/ADL/11.mp4#f176-239
Subject 4/ADL/11.mp4#f192-255
Subject 4/ADL/11.mp4#f208-271
Subject 4/ADL/11.mp4#f224-287
Subject 4/ADL/11.mp4#f240-303
Subject 4/ADL/11.mp4#f256-319
Subject 4/ADL/12.mp4#f0-63
Subject 4/ADL/12.mp4#f16-79
Subject 4/ADL/12.mp4#f32-95
Subject 4/ADL/12.mp4#f48-111
Subject 4/ADL/12.mp4#f64-127
Subject 4/ADL/12.mp4#f80-143
Subject 4/ADL/12.mp4#f96-159
Subject 4/ADL/12.mp4#f112-175
Subject 4/ADL/12.mp4#f128-191
Subject 4/ADL/12.mp4#f144-207
Subject 4/ADL/12.mp4#f160-223
Subject 4/ADL/12.mp4#f176-239
Subject 4/ADL/12.mp4#f192-255
Subject 4/ADL/13.mp4#f0-63
Subject 4/ADL/13.mp4#f16-79
Subject 4/ADL/13.mp4#f32-95
Subject 4/ADL/13.mp4#f48-111
Subject 4/ADL/13.mp4#f64-127
Subject 4/ADL/13.mp4#f80-143
Subject 4/ADL/13.mp4#f96-159
Subject 4/ADL/14.mp4#f0-63
Subject 4/ADL/14.mp4#f16-79
Subject 4/ADL/14.mp4#f32-95
Subject 4/ADL/14.mp4#f48-111
Subject 4/ADL/14.mp4#f64-127
Subject 4/ADL/14.mp4#f80-143
Subject 4/ADL/14.mp4#f96-159
Subject 4/ADL/14.mp4#f112-175
Subject 4/ADL/14.mp4#f128-191
Subject 4/ADL/14.mp4#f144-207
Subject 4/ADL/14.mp4#f160-223
Subject 4/ADL/14.mp4#f176-239
Subject 4/ADL/15.mp4#f0-63
Subject 4/ADL/15.mp4#f16-79
Subject 4/ADL/15.mp4#f32-95
Subject 4/ADL/15.mp4#f48-111
Subject 4/ADL/15.mp4#f64-127
Subject 4/ADL/15.mp4#f80-143
Subject 4/ADL/16.mp4#f0-63
Subject 4/ADL/16.mp4#f16-79
Subject 4/ADL/16.mp4#f32-95
Subject 4/ADL/16.mp4#f48-111
Subject 4/ADL/16.mp4#f64-127
Subject 4/ADL/16.mp4#f80-143
Subject 4/ADL/16.mp4#f96-159
Subject 4/ADL/16.mp4#f112-175
Subject 4/ADL/16.mp4#f128-191
Subject 4/ADL/16.mp4#f144-207
Subject 4/ADL/17.mp4#f0-63
Subject 4/ADL/17.mp4#f16-79
Subject 4/ADL/17.mp4#f32-95
Subject 4/ADL/17.mp4#f48-111
Subject 4/ADL/17.mp4#f64-127
Subject 4/ADL/17.mp4#f80-143
Subject 4/ADL/17.mp4#f96-159
Subject 4/ADL/17.mp4#f112-175
Subject 4/ADL/18.mp4#f0-63
Subject 4/ADL/18.mp4#f16-79
Subject 4/ADL/18.mp4#f32-95
Subject 4/ADL/18.mp4#f48-111
Subject 4/ADL/18.mp4#f64-127
Subject 4/ADL/18.mp4#f80-143
Subject 4/ADL/18.mp4#f96-159
Subject 4/ADL/18.mp4#f112-175
Subject 4/ADL/18.mp4#f128-191
Subject 4/ADL/18.mp4#f144-207
Subject 4/ADL/18.mp4#f160-223
Subject 4/ADL/18.mp4#f176-239
Subject 4/ADL/18.mp4#f192-255
Subject 4/ADL/18.mp4#f208-271
Subject 4/ADL/18.mp4#f224-287
Subject 4/ADL/18.mp4#f240-303
Subject 4/ADL/18.mp4#f256-319
Subject 4/ADL/18.mp4#f272-335
Subject 4/ADL/18.mp4#f288-351
Subject 4/ADL/18.mp4#f304-367
Subject 4/ADL/18.mp4#f320-383
Subject 4/ADL/18.mp4#f336-399
Subject 4/ADL/18.mp4#f352-415
Subject 4/ADL/19.mp4#f0-63
Subject 4/ADL/19.mp4#f16-79
Subject 4/ADL/19.mp4#f32-95
Subject 4/ADL/19.mp4#f48-111
Subject 4/ADL/19.mp4#f64-127
Subject 4/ADL/19.mp4#f80-143
Subject 4/ADL/19.mp4#f96-159
Subject 4/ADL/19.mp4#f112-175
Subject 4/ADL/19.mp4#f128-191
Subject 4/ADL/19.mp4#f144-207
Subject 4/ADL/19.mp4#f160-223
Subject 4/ADL/19.mp4#f176-239
Subject 4/ADL/19.mp4#f192-255
Subject 4/ADL/19.mp4#f208-271
Subject 4/ADL/19.mp4#f224-287
Subject 4/ADL/20.mp4#f0-63
Subject 4/ADL/20.mp4#f16-79
Subject 4/ADL/20.mp4#f32-95
Subject 4/ADL/20.mp4#f48-111
Subject 4/ADL/20.mp4#f64-127
Subject 4/ADL/20.mp4#f80-143
Subject 4/ADL/20.mp4#f96-159
Subject 4/ADL/20.mp4#f112-175
Subject 4/ADL/20.mp4#f128-191
Subject 4/ADL/20.mp4#f144-207
Subject 4/ADL/20.mp4#f160-223
Subject 4/ADL/20.mp4#f176-239
Subject 4/ADL/20.mp4#f192-255
Subject 4/ADL/20.mp4#f208-271
Subject 4/ADL/20.mp4#f224-287
Subject 4/ADL/20.mp4#f240-303
Subject 4/ADL/20.mp4#f256-319
Subject 4/ADL/20.mp4#f272-335
Subject 4/ADL/20.mp4#f288-351
Subject 4/ADL/20.mp4#f304-367
Subject 4/ADL/20.mp4#f320-383
Subject 4/ADL/20.mp4#f336-399
Subject 4/ADL/20.mp4#f352-415
Subject 4/ADL/20.mp4#f368-431
Subject 4/ADL/20.mp4#f384-447
Subject 4/ADL/20.mp4#f400-463
Subject 4/ADL/20.mp4#f416-479
Subject 4/ADL/20.mp4#f432-495
Subject 4/ADL/20.mp4#f448-511
Subject 4/Fall/05.mp4#f0-63
Subject 4/Fall/05.mp4#f16-79
Subject 4/Fall/07.mp4#f0-63
Subject 4/Fall/08.mp4#f0-63
Subject 4/Fall/09.mp4#f0-63
Subject 4/Fall/10.mp4#f0-63
Subject 4/Fall/16.mp4#f0-63
Subject 4/Fall/16.mp4#f16-79
Subject 4/Fall/17.mp4#f0-63
Subject 4/Fall/17.mp4#f16-79
dataset/dataset/chute01/cam1.avi#f0-63
dataset/dataset/chute01/cam1.avi#f16-79
dataset/dataset/chute01/cam1.avi#f32-95
dataset/dataset/chute01/cam1.avi#f48-111
dataset/dataset/chute01/cam1.avi#f64-127
dataset/dataset/chute01/cam1.avi#f80-143
dataset/dataset/chute01/cam1.avi#f96-159
dataset/dataset/chute01/cam1.avi#f112-175
dataset/dataset/chute01/cam1.avi#f128-191
dataset/dataset/chute01/cam1.avi#f144-207
dataset/dataset/chute01/cam1.avi#f160-223
dataset/dataset/chute01/cam1.avi#f176-239
dataset/dataset/chute01/cam1.avi#f192-255
dataset/dataset/chute02/cam1.avi#f0-63
dataset/dataset/chute02/cam1.avi#f16-79
dataset/dataset/chute02/cam1.avi#f32-95
dataset/dataset/chute03/cam1.avi#f0-63
dataset/dataset/chute03/cam1.avi#f16-79
dataset/dataset/chute03/cam1.avi#f32-95
dataset/dataset/chute03/cam1.avi#f48-111
dataset/dataset/chute03/cam1.avi#f64-127
dataset/dataset/chute03/cam1.avi#f80-143
dataset/dataset/chute04/cam1.avi#f0-63
dataset/dataset/chute04/cam1.avi#f16-79
dataset/dataset/chute05/cam1.avi#f0-63
dataset/dataset/chute05/cam1.avi#f16-79
dataset/dataset/chute06/cam1.avi#f0-63
dataset/dataset/chute06/cam1.avi#f16-79
dataset/dataset/chute06/cam1.avi#f32-95
dataset/dataset/chute06/cam1.avi#f48-111
dataset/dataset/chute06/cam1.avi#f64-127
dataset/dataset/chute06/cam1.avi#f80-143
dataset/dataset/chute07/cam1.avi#f0-63
dataset/dataset/chute07/cam1.avi#f16-79
dataset/dataset/chute07/cam1.avi#f32-95
dataset/dataset/chute07/cam1.avi#f48-111
dataset/dataset/chute08/cam1.avi#f0-63
dataset/dataset/chute08/cam1.avi#f16-79
dataset/dataset/chute09/cam1.avi#f0-63
dataset/dataset/chute09/cam1.avi#f16-79
dataset/dataset/chute09/cam1.avi#f32-95
dataset/dataset/chute09/cam1.avi#f48-111
dataset/dataset/chute09/cam1.avi#f64-127
dataset/dataset/chute09/cam1.avi#f80-143
dataset/dataset/chute09/cam1.avi#f96-159
dataset/dataset/chute10/cam1.avi#f0-63
dataset/dataset/chute10/cam1.avi#f16-79
dataset/dataset/chute10/cam1.avi#f32-95
dataset/dataset/chute10/cam1.avi#f48-111
dataset/dataset/chute10/cam1.avi#f64-127
dataset/dataset/chute11/cam1.avi#f0-63
dataset/dataset/chute11/cam1.avi#f16-79
dataset/dataset/chute11/cam1.avi#f32-95
dataset/dataset/chute11/cam1.avi#f48-111
dataset/dataset/chute12/cam1.avi#f0-63
dataset/dataset/chute12/cam1.avi#f16-79
dataset/dataset/chute12/cam1.avi#f32-95
dataset/dataset/chute12/cam1.avi#f48-111
dataset/dataset/chute12/cam1.avi#f64-127
dataset/dataset/chute12/cam1.avi#f80-143
dataset/dataset/chute13/cam1.avi#f0-63
dataset/dataset/chute13/cam1.avi#f16-79
dataset/dataset/chute13/cam1.avi#f32-95
dataset/dataset/chute13/cam1.avi#f48-111
dataset/dataset/chute13/cam1.avi#f64-127
dataset/dataset/chute13/cam1.avi#f80-143
dataset/dataset/chute13/cam1.avi#f96-159
dataset/dataset/chute13/cam1.avi#f112-175
dataset/dataset/chute13/cam1.avi#f128-191
dataset/dataset/chute13/cam1.avi#f144-207
dataset/dataset/chute14/cam1.avi#f0-63
dataset/dataset/chute14/cam1.avi#f16-79
dataset/dataset/chute14/cam1.avi#f32-95
dataset/dataset/chute14/cam1.avi#f48-111
dataset/dataset/chute14/cam1.avi#f64-127
dataset/dataset/chute14/cam1.avi#f80-143
dataset/dataset/chute14/cam1.avi#f96-159
dataset/dataset/chute14/cam1.avi#f112-175
dataset/dataset/chute14/cam1.avi#f128-191
dataset/dataset/chute14/cam1.avi#f144-207
dataset/dataset/chute14/cam1.avi#f160-223
dataset/dataset/chute14/cam1.avi#f176-239
dataset/dataset/chute14/cam1.avi#f192-255
dataset/dataset/chute15/cam1.avi#f0-63
dataset/dataset/chute15/cam1.avi#f16-79
dataset/dataset/chute15/cam1.avi#f32-95
dataset/dataset/chute15/cam1.avi#f48-111
dataset/dataset/chute15/cam1.avi#f64-127
dataset/dataset/chute15/cam1.avi#f80-143
dataset/dataset/chute15/cam1.avi#f96-159
dataset/dataset/chute15/cam1.avi#f112-175
dataset/dataset/chute15/cam1.avi#f128-191
dataset/dataset/chute16/cam1.avi#f0-63
dataset/dataset/chute16/cam1.avi#f16-79
dataset/dataset/chute16/cam1.avi#f32-95
dataset/dataset/chute16/cam1.avi#f48-111
dataset/dataset/chute16/cam1.avi#f64-127
dataset/dataset/chute16/cam1.avi#f80-143
dataset/dataset/chute16/cam1.avi#f96-159
dataset/dataset/chute16/cam1.avi#f112-175
dataset/dataset/chute16/cam1.avi#f128-191
dataset/dataset/chute16/cam1.avi#f144-207
dataset/dataset/chute16/cam1.avi#f160-223
dataset/dataset/chute17/cam1.avi#f0-63
dataset/dataset/chute17/cam1.avi#f16-79
dataset/dataset/chute17/cam1.avi#f32-95
dataset/dataset/chute17/cam1.avi#f48-111
dataset/dataset/chute17/cam1.avi#f64-127
dataset/dataset/chute17/cam1.avi#f80-143
dataset/dataset/chute17/cam1.avi#f96-159
dataset/dataset/chute17/cam1.avi#f112-175
dataset/dataset/chute18/cam1.avi#f0-63
dataset/dataset/chute18/cam1.avi#f16-79
dataset/dataset/chute18/cam1.avi#f32-95
dataset/dataset/chute18/cam1.avi#f48-111
dataset/dataset/chute18/cam1.avi#f64-127
dataset/dataset/chute18/cam1.avi#f80-143
dataset/dataset/chute18/cam1.avi#f96-159
dataset/dataset/chute19/cam1.avi#f0-63
dataset/dataset/chute19/cam1.avi#f16-79
dataset/dataset/chute19/cam1.avi#f32-95
dataset/dataset/chute19/cam1.avi#f48-111
dataset/dataset/chute19/cam1.avi#f64-127
dataset/dataset/chute20/cam1.avi#f0-63
dataset/dataset/chute20/cam1.avi#f16-79
dataset/dataset/chute20/cam1.avi#f32-95
dataset/dataset/chute20/cam1.avi#f48-111
dataset/dataset/chute20/cam1.avi#f64-127
dataset/dataset/chute21/cam1.avi#f0-63
dataset/dataset/chute21/cam1.avi#f16-79
dataset/dataset/chute21/cam1.avi#f32-95
dataset/dataset/chute21/cam1.avi#f48-111
dataset/dataset/chute21/cam1.avi#f64-127
dataset/dataset/chute21/cam1.avi#f80-143
dataset/dataset/chute21/cam1.avi#f96-159
dataset/dataset/chute21/cam1.avi#f112-175
dataset/dataset/chute21/cam1.avi#f128-191
dataset/dataset/chute21/cam1.avi#f144-207
dataset/dataset/chute22/cam1.avi#f0-63
dataset/dataset/chute22/cam1.avi#f16-79
dataset/dataset/chute22/cam1.avi#f32-95
dataset/dataset/chute22/cam1.avi#f48-111
dataset/dataset/chute22/cam1.avi#f64-127
dataset/dataset/chute22/cam1.avi#f80-143
dataset/dataset/chute22/cam1.avi#f96-159
dataset/dataset/chute22/cam1.avi#f112-175
dataset/dataset/chute22/cam1.avi#f128-191
dataset/dataset/chute23/cam1.avi#f0-63
dataset/dataset/chute23/cam1.avi#f16-79
dataset/dataset/chute23/cam1.avi#f32-95
dataset/dataset/chute23/cam1.avi#f48-111
dataset/dataset/chute23/cam1.avi#f64-127
dataset/dataset/chute23/cam1.avi#f80-143
dataset/dataset/chute23/cam1.avi#f96-159
dataset/dataset/chute23/cam1.avi#f112-175
dataset/dataset/chute23/cam1.avi#f128-191
dataset/dataset/chute23/cam1.avi#f144-207
dataset/dataset/chute23/cam1.avi#f160-223
dataset/dataset/chute23/cam1.avi#f176-239
dataset/dataset/chute23/cam1.avi#f192-255
dataset/dataset/chute23/cam1.avi#f208-271
dataset/dataset/chute23/cam1.avi#f224-287
dataset/dataset/chute23/cam1.avi#f240-303
dataset/dataset/chute23/cam1.avi#f256-319
dataset/dataset/chute23/cam1.avi#f272-335
dataset/dataset/chute23/cam1.avi#f288-351
dataset/dataset/chute23/cam1.avi#f304-367
dataset/dataset/chute23/cam1.avi#f320-383
