path,label,start,end,subject,cam,dataset
Subject1/Activity5/Trial3/Subject1Activity5Trial3Camera1,8,0.0,0.43858,1,1,up_fall
Subject1/Activity6/Trial1/Subject1Activity6Trial1Camera1,0,0.0,59.894071,1,1,up_fall
Subject1/Activity6/Trial2/Subject1Activity6Trial2Camera1,0,0.0,59.860512,1,1,up_fall
Subject1/Activity6/Trial3/Subject1Activity6Trial3Camera1,0,0.0,59.890292,1,1,up_fall
Subject1/Activity7/Trial1/Subject1Activity7Trial1Camera1,8,0.0,59.986518,1,1,up_fall
Subject1/Activity7/Trial2/Subject1Activity7Trial2Camera1,8,0.0,59.887775000000005,1,1,up_fall
Subject1/Activity7/Trial3/Subject1Activity7Trial3Camera1,8,0.0,59.937977,1,1,up_fall
Subject1/Activity8/Trial1/Subject1Activity8Trial1Camera1,4,0.0,59.9134,1,1,up_fall
Subject1/Activity8/Trial2/Subject1Activity8Trial2Camera1,4,0.0,59.944655,1,1,up_fall
Subject1/Activity8/Trial3/Subject1Activity8Trial3Camera1,4,0.0,59.920599,1,1,up_fall
Subject1/Activity9/Trial1/Subject1Activity9Trial1Camera1,8,0.0,0.41901,1,1,up_fall
Subject1/Activity9/Trial2/Subject1Activity9Trial2Camera1,8,0.0,0.47628,1,1,up_fall
Subject1/Activity9/Trial3/Subject1Activity9Trial3Camera1,8,0.0,0.27725,1,1,up_fall
Subject1/Activity9/Trial3/Subject1Activity9Trial3Camera1,9,0.281425,2.75703,1,1,up_fall
Subject1/Activity5/Trial2/Subject1Activity5Trial2Camera1,1,0.336,2.196,1,1,up_fall
Subject1/Activity10/Trial3/Subject1Activity10Trial3Camera1,9,0.36,29.92,1,1,up_fall
Subject1/Activity10/Trial2/Subject1Activity10Trial2Camera1,9,0.38,29.92,1,1,up_fall
Subject1/Activity5/Trial1/Subject1Activity5Trial1Camera1,1,0.422,2.462,1,1,up_fall
Subject1/Activity4/Trial1/Subject1Activity4Trial1Camera1,1,0.424,1.904,1,1,up_fall
Subject1/Activity9/Trial1/Subject1Activity9Trial1Camera1,9,0.428147,2.73092,1,1,up_fall
Subject1/Activity5/Trial3/Subject1Activity5Trial3Camera1,1,0.447212,3.243036,1,1,up_fall
Subject1/Activity9/Trial2/Subject1Activity9Trial2Camera1,9,0.46842,3.05965,1,1,up_fall
Subject1/Activity3/Trial3/Subject1Activity3Trial3Camera1,1,0.486,2.646,1,1,up_fall
Subject1/Activity1/Trial2/Subject1Activity1Trial2Camera1,1,0.496,2.756,1,1,up_fall
Subject1/Activity1/Trial3/Subject1Activity1Trial3Camera1,1,0.498,2.318,1,1,up_fall
Subject1/Activity2/Trial1/Subject1Activity2Trial1Camera1,1,0.522,2.422,1,1,up_fall
Subject1/Activity2/Trial2/Subject1Activity2Trial2Camera1,1,0.527,2.627,1,1,up_fall
Subject1/Activity4/Trial3/Subject1Activity4Trial3Camera1,1,0.571,2.331,1,1,up_fall
Subject1/Activity10/Trial1/Subject1Activity10Trial1Camera1,9,0.58,29.94,1,1,up_fall
Subject1/Activity4/Trial2/Subject1Activity4Trial2Camera1,1,0.604,1.964,1,1,up_fall
Subject1/Activity2/Trial3/Subject1Activity2Trial3Camera1,1,0.61,2.41,1,1,up_fall
Subject1/Activity3/Trial2/Subject1Activity3Trial2Camera1,1,0.733,3.293,1,1,up_fall
Subject1/Activity3/Trial1/Subject1Activity3Trial1Camera1,1,0.744,3.264,1,1,up_fall
Subject1/Activity4/Trial1/Subject1Activity4Trial1Camera1,2,1.904,9.904,1,1,up_fall
Subject1/Activity4/Trial2/Subject1Activity4Trial2Camera1,2,1.964,9.904,1,1,up_fall
Subject1/Activity5/Trial2/Subject1Activity5Trial2Camera1,2,2.196,9.896,1,1,up_fall
Subject1/Activity1/Trial3/Subject1Activity1Trial3Camera1,2,2.318,9.878,1,1,up_fall
Subject1/Activity4/Trial3/Subject1Activity4Trial3Camera1,2,2.331,9.931,1,1,up_fall
Subject1/Activity2/Trial3/Subject1Activity2Trial3Camera1,2,2.41,9.95,1,1,up_fall
Subject1/Activity2/Trial1/Subject1Activity2Trial1Camera1,2,2.422,9.902,1,1,up_fall
Subject1/Activity5/Trial1/Subject1Activity5Trial1Camera1,2,2.462,9.922,1,1,up_fall
Subject1/Activity2/Trial2/Subject1Activity2Trial2Camera1,2,2.627,9.907,1,1,up_fall
Subject1/Activity3/Trial3/Subject1Activity3Trial3Camera1,2,2.646,9.906,1,1,up_fall
Subject1/Activity9/Trial1/Subject1Activity9Trial1Camera1,8,2.740051,9.924861,1,1,up_fall
Subject1/Activity1/Trial2/Subject1Activity1Trial2Camera1,2,2.756,9.936,1,1,up_fall
Subject1/Activity9/Trial3/Subject1Activity9Trial3Camera1,8,2.765162,9.94805,1,1,up_fall
Subject1/Activity1/Trial1/Subject1Activity1Trial1Camera1,1,2.894,4.994,1,1,up_fall
Subject1/Activity9/Trial2/Subject1Activity9Trial2Camera1,8,3.054802,9.662318,1,1,up_fall
Subject1/Activity3/Trial1/Subject1Activity3Trial1Camera1,2,3.264,9.904,1,1,up_fall
Subject1/Activity5/Trial3/Subject1Activity5Trial3Camera1,2,3.2901640000000003,9.930913,1,1,up_fall
Subject1/Activity3/Trial2/Subject1Activity3Trial2Camera1,2,3.293,9.953,1,1,up_fall
Subject1/Activity1/Trial1/Subject1Activity1Trial1Camera1,2,4.994,9.874,1,1,up_fall
Subject1/Activity1/Trial1/Subject1Activity1Trial1Camera2,8,0.0,2.89409,1,2,up_fall
Subject1/Activity1/Trial2/Subject1Activity1Trial2Camera2,8,0.0,0.49556,1,2,up_fall
Subject1/Activity1/Trial3/Subject1Activity1Trial3Camera2,8,0.0,0.49794,1,2,up_fall
Subject1/Activity11/Trial1/Subject1Activity11Trial1Camera2,6,0.0,59.927987,1,2,up_fall
Subject1/Activity11/Trial2/Subject1Activity11Trial2Camera2,6,0.0,59.836073,1,2,up_fall
Subject1/Activity11/Trial3/Subject1Activity11Trial3Camera2,6,0.0,59.937114,1,2,up_fall
Subject1/Activity2/Trial1/Subject1Activity2Trial1Camera2,8,0.0,0.52242,1,2,up_fall
Subject1/Activity2/Trial2/Subject1Activity2Trial2Camera2,8,0.0,0.52651,1,2,up_fall
Subject1/Activity2/Trial3/Subject1Activity2Trial3Camera2,8,0.0,0.61006,1,2,up_fall
Subject1/Activity3/Trial1/Subject1Activity3Trial1Camera2,8,0.0,0.74399,1,2,up_fall
Subject1/Activity3/Trial2/Subject1Activity3Trial2Camera2,8,0.0,0.73254,1,2,up_fall
Subject1/Activity3/Trial3/Subject1Activity3Trial3Camera2,8,0.0,0.48611,1,2,up_fall
Subject1/Activity4/Trial1/Subject1Activity4Trial1Camera2,8,0.0,0.42392,1,2,up_fall
Subject1/Activity4/Trial2/Subject1Activity4Trial2Camera2,8,0.0,0.60365,1,2,up_fall
Subject1/Activity4/Trial3/Subject1Activity4Trial3Camera2,8,0.0,0.57105,1,2,up_fall
Subject1/Activity5/Trial1/Subject1Activity5Trial1Camera2,8,0.0,0.42178,1,2,up_fall
Subject1/Activity5/Trial2/Subject1Activity5Trial2Camera2,8,0.0,0.33636,1,2,up_fall
Subject1/Activity10/Trial1/Subject1Activity10Trial1Camera2,8,0.0,0.58,1,2,up_fall
Subject1/Activity10/Trial2/Subject1Activity10Trial2Camera2,8,0.0,0.38,1,2,up_fall
Subject1/Activity10/Trial3/Subject1Activity10Trial3Camera2,8,0.0,0.36,1,2,up_fall
Subject1/Activity5/Trial3/Subject1Activity5Trial3Camera2,8,0.0,0.43858,1,2,up_fall
Subject1/Activity6/Trial1/Subject1Activity6Trial1Camera2,0,0.0,59.894071,1,2,up_fall
Subject1/Activity6/Trial2/Subject1Activity6Trial2Camera2,0,0.0,59.860512,1,2,up_fall
Subject1/Activity6/Trial3/Subject1Activity6Trial3Camera2,0,0.0,59.890292,1,2,up_fall
Subject1/Activity7/Trial1/Subject1Activity7Trial1Camera2,8,0.0,59.986518,1,2,up_fall
Subject1/Activity7/Trial2/Subject1Activity7Trial2Camera2,8,0.0,59.887775000000005,1,2,up_fall
Subject1/Activity7/Trial3/Subject1Activity7Trial3Camera2,8,0.0,59.937977,1,2,up_fall
Subject1/Activity8/Trial1/Subject1Activity8Trial1Camera2,4,0.0,59.9134,1,2,up_fall
Subject1/Activity8/Trial2/Subject1Activity8Trial2Camera2,4,0.0,59.944655,1,2,up_fall
Subject1/Activity8/Trial3/Subject1Activity8Trial3Camera2,4,0.0,59.920599,1,2,up_fall
Subject1/Activity9/Trial1/Subject1Activity9Trial1Camera2,8,0.0,0.41901,1,2,up_fall
Subject1/Activity9/Trial2/Subject1Activity9Trial2Camera2,8,0.0,0.47628,1,2,up_fall
Subject1/Activity9/Trial3/Subject1Activity9Trial3Camera2,8,0.0,0.27725,1,2,up_fall
Subject1/Activity9/Trial3/Subject1Activity9Trial3Camera2,9,0.281425,2.75703,1,2,up_fall
Subject1/Activity5/Trial2/Subject1Activity5Trial2Camera2,1,0.336,2.196,1,2,up_fall
Subject1/Activity10/Trial3/Subject1Activity10Trial3Camera2,9,0.36,29.92,1,2,up_fall
Subject1/Activity10/Trial2/Subject1Activity10Trial2Camera2,9,0.38,29.92,1,2,up_fall
Subject1/Activity5/Trial1/Subject1Activity5Trial1Camera2,1,0.422,2.462,1,2,up_fall
Subject1/Activity4/Trial1/Subject1Activity4Trial1Camera2,1,0.424,1.904,1,2,up_fall
Subject1/Activity9/Trial1/Subject1Activity9Trial1Camera2,9,0.428147,2.73092,1,2,up_fall
Subject1/Activity5/Trial3/Subject1Activity5Trial3Camera2,1,0.447212,3.243036,1,2,up_fall
Subject1/Activity9/Trial2/Subject1Activity9Trial2Camera2,9,0.46842,3.05965,1,2,up_fall
Subject1/Activity3/Trial3/Subject1Activity3Trial3Camera2,1,0.486,2.646,1,2,up_fall
Subject1/Activity1/Trial2/Subject1Activity1Trial2Camera2,1,0.496,2.756,1,2,up_fall
Subject1/Activity1/Trial3/Subject1Activity1Trial3Camera2,1,0.498,2.318,1,2,up_fall
Subject1/Activity2/Trial1/Subject1Activity2Trial1Camera2,1,0.522,2.422,1,2,up_fall
Subject1/Activity2/Trial2/Subject1Activity2Trial2Camera2,1,0.527,2.627,1,2,up_fall
Subject1/Activity4/Trial3/Subject1Activity4Trial3Camera2,1,0.571,2.331,1,2,up_fall
Subject1/Activity10/Trial1/Subject1Activity10Trial1Camera2,9,0.58,29.94,1,2,up_fall
Subject1/Activity4/Trial2/Subject1Activity4Trial2Camera2,1,0.604,1.964,1,2,up_fall
Subject1/Activity2/Trial3/Subject1Activity2Trial3Camera2,1,0.61,2.41,1,2,up_fall
Subject1/Activity3/Trial2/Subject1Activity3Trial2Camera2,1,0.733,3.293,1,2,up_fall
Subject1/Activity3/Trial1/Subject1Activity3Trial1Camera2,1,0.744,3.264,1,2,up_fall
Subject1/Activity4/Trial1/Subject1Activity4Trial1Camera2,2,1.904,9.904,1,2,up_fall
Subject1/Activity4/Trial2/Subject1Activity4Trial2Camera2,2,1.964,9.904,1,2,up_fall
Subject1/Activity5/Trial2/Subject1Activity5Trial2Camera2,2,2.196,9.896,1,2,up_fall
Subject1/Activity1/Trial3/Subject1Activity1Trial3Camera2,2,2.318,9.878,1,2,up_fall
Subject1/Activity4/Trial3/Subject1Activity4Trial3Camera2,2,2.331,9.931,1,2,up_fall
Subject1/Activity2/Trial3/Subject1Activity2Trial3Camera2,2,2.41,9.95,1,2,up_fall
Subject1/Activity2/Trial1/Subject1Activity2Trial1Camera2,2,2.422,9.902,1,2,up_fall
Subject1/Activity5/Trial1/Subject1Activity5Trial1Camera2,2,2.462,9.922,1,2,up_fall
Subject1/Activity2/Trial2/Subject1Activity2Trial2Camera2,2,2.627,9.907,1,2,up_fall
Subject1/Activity3/Trial3/Subject1Activity3Trial3Camera2,2,2.646,9.906,1,2,up_fall
Subject1/Activity9/Trial1/Subject1Activity9Trial1Camera2,8,2.740051,9.924861,1,2,up_fall
Subject1/Activity1/Trial2/Subject1Activity1Trial2Camera2,2,2.756,9.936,1,2,up_fall
Subject1/Activity9/Trial3/Subject1Activity9Trial3Camera2,8,2.765162,9.94805,1,2,up_fall
Subject1/Activity1/Trial1/Subject1Activity1Trial1Camera2,1,2.894,4.994,1,2,up_fall
Subject1/Activity9/Trial2/Subject1Activity9Trial2Camera2,8,3.054802,9.662318,1,2,up_fall
Subject1/Activity3/Trial1/Subject1Activity3Trial1Camera2,2,3.264,9.904,1,2,up_fall
Subject1/Activity5/Trial3/Subject1Activity5Trial3Camera2,2,3.2901640000000003,9.930913,1,2,up_fall
Subject1/Activity3/Trial2/Subject1Activity3Trial2Camera2,2,3.293,9.953,1,2,up_fall
Subject1/Activity1/Trial1/Subject1Activity1Trial1Camera2,2,4.994,9.874,1,2,up_fall
Subject3/Activity1/Trial1/Subject3Activity1Trial1Camera1,8,0.0,1.045805,3,1,up_fall
Subject3/Activity1/Trial2/Subject3Activity1Trial2Camera1,8,0.0,1.027221,3,1,up_fall
Subject3/Activity1/Trial3/Subject3Activity1Trial3Camera1,8,0.0,1.165622,3,1,up_fall
Subject3/Activity10/Trial1/Subject3Activity10Trial1Camera1,9,0.0,29.903573,3,1,up_fall
Subject3/Activity10/Trial2/Subject3Activity10Trial2Camera1,9,0.0,29.9128,3,1,up_fall
Subject3/Activity10/Trial3/Subject3Activity10Trial3Camera1,9,0.0,29.887621,3,1,up_fall
Subject3/Activity11/Trial1/Subject3Activity11Trial1Camera1,6,0.0,59.936081,3,1,up_fall
Subject3/Activity11/Trial2/Subject3Activity11Trial2Camera1,6,0.0,59.852204,3,1,up_fall
Subject3/Activity11/Trial3/Subject3Activity11Trial3Camera1,6,0.0,59.905606,3,1,up_fall
Subject3/Activity2/Trial1/Subject3Activity2Trial1Camera1,8,0.0,0.865437,3,1,up_fall
Subject3/Activity2/Trial2/Subject3Activity2Trial2Camera1,8,0.0,0.808254,3,1,up_fall
Subject3/Activity2/Trial3/Subject3Activity2Trial3Camera1,8,0.0,0.52847,3,1,up_fall
Subject3/Activity3/Trial1/Subject3Activity3Trial1Camera1,8,0.0,0.639213,3,1,up_fall
Subject3/Activity3/Trial2/Subject3Activity3Trial2Camera1,8,0.0,1.1115540000000002,3,1,up_fall
Subject3/Activity3/Trial3/Subject3Activity3Trial3Camera1,8,0.0,0.62534,3,1,up_fall
Subject3/Activity4/Trial1/Subject3Activity4Trial1Camera1,8,0.0,0.76443,3,1,up_fall
Subject3/Activity4/Trial2/Subject3Activity4Trial2Camera1,8,0.0,1.053824,3,1,up_fall
Subject3/Activity4/Trial3/Subject3Activity4Trial3Camera1,8,0.0,0.762618,3,1,up_fall
Subject3/Activity5/Trial1/Subject3Activity5Trial1Camera1,8,0.0,0.733499,3,1,up_fall
Subject3/Activity5/Trial2/Subject3Activity5Trial2Camera1,8,0.0,0.588934,3,1,up_fall
Subject3/Activity5/Trial3/Subject3Activity5Trial3Camera1,8,0.0,0.672802,3,1,up_fall
Subject3/Activity6/Trial1/Subject3Activity6Trial1Camera1,0,0.0,59.894993,3,1,up_fall
Subject3/Activity6/Trial2/Subject3Activity6Trial2Camera1,0,0.0,59.908991,3,1,up_fall
Subject3/Activity6/Trial3/Subject3Activity6Trial3Camera1,0,0.0,59.931902,3,1,up_fall
Subject3/Activity7/Trial1/Subject3Activity7Trial1Camera1,8,0.0,59.902531,3,1,up_fall
Subject3/Activity7/Trial2/Subject3Activity7Trial2Camera1,8,0.0,59.963636,3,1,up_fall
Subject3/Activity7/Trial3/Subject3Activity7Trial3Camera1,8,0.0,59.923566,3,1,up_fall
Subject3/Activity8/Trial1/Subject3Activity8Trial1Camera1,4,0.0,59.973803,3,1,up_fall
Subject3/Activity8/Trial2/Subject3Activity8Trial2Camera1,4,0.0,59.895228,3,1,up_fall
Subject3/Activity8/Trial3/Subject3Activity8Trial3Camera1,4,0.0,59.938645,3,1,up_fall
Subject3/Activity9/Trial1/Subject3Activity9Trial1Camera1,8,0.0,0.876336,3,1,up_fall
Subject3/Activity9/Trial2/Subject3Activity9Trial2Camera1,8,0.0,0.59258,3,1,up_fall
Subject3/Activity9/Trial3/Subject3Activity9Trial3Camera1,8,0.0,0.750046,3,1,up_fall
Subject3/Activity2/Trial3/Subject3Activity2Trial3Camera1,1,0.528,3.42431,3,1,up_fall
Subject3/Activity5/Trial2/Subject3Activity5Trial2Camera1,1,0.637062,2.512257,3,1,up_fall
Subject3/Activity9/Trial2/Subject3Activity9Trial2Camera1,9,0.639706,2.952449,3,1,up_fall
Subject3/Activity3/Trial1/Subject3Activity3Trial1Camera1,1,0.703886,3.093575,3,1,up_fall
Subject3/Activity5/Trial3/Subject3Activity5Trial3Camera1,1,0.720931,2.88264,3,1,up_fall
Subject3/Activity5/Trial1/Subject3Activity5Trial1Camera1,1,0.782128,2.545853,3,1,up_fall
Subject3/Activity4/Trial1/Subject3Activity4Trial1Camera1,1,0.804036,2.928584,3,1,up_fall
Subject3/Activity4/Trial3/Subject3Activity4Trial3Camera1,1,0.818267,3.32014,3,1,up_fall
Subject3/Activity3/Trial3/Subject3Activity3Trial3Camera1,1,0.843951,3.54931,3,1,up_fall
Subject3/Activity2/Trial2/Subject3Activity2Trial2Camera1,1,0.860393,3.702918,3,1,up_fall
Subject3/Activity2/Trial1/Subject3Activity2Trial1Camera1,1,0.911059,4.332410000000001,3,1,up_fall
Subject3/Activity9/Trial1/Subject3Activity9Trial1Camera1,9,0.920454,2.99959,3,1,up_fall
Subject3/Activity9/Trial3/Subject3Activity9Trial3Camera1,9,1.0297360000000002,3.139891,3,1,up_fall
Subject3/Activity1/Trial2/Subject3Activity1Trial2Camera1,1,1.088886,3.615638,3,1,up_fall
Subject3/Activity1/Trial1/Subject3Activity1Trial1Camera1,1,1.0949380000000002,3.421785,3,1,up_fall
Subject3/Activity4/Trial2/Subject3Activity4Trial2Camera1,1,1.101451,3.59097,3,1,up_fall
Subject3/Activity3/Trial2/Subject3Activity3Trial2Camera1,1,1.187299,4.095731,3,1,up_fall
Subject3/Activity1/Trial3/Subject3Activity1Trial3Camera1,1,1.217261,3.54931,3,1,up_fall
Subject3/Activity5/Trial2/Subject3Activity5Trial2Camera1,2,2.557881,9.881162,3,1,up_fall
Subject3/Activity5/Trial1/Subject3Activity5Trial1Camera1,2,2.5944830000000003,9.922642,3,1,up_fall
Subject3/Activity5/Trial3/Subject3Activity5Trial3Camera1,2,2.883,9.92134,3,1,up_fall
Subject3/Activity4/Trial1/Subject3Activity4Trial1Camera1,2,2.97571,9.908861,3,1,up_fall
Subject3/Activity9/Trial2/Subject3Activity9Trial2Camera1,8,2.998572,9.950971,3,1,up_fall
Subject3/Activity9/Trial1/Subject3Activity9Trial1Camera1,8,3.047718,9.957344,3,1,up_fall
Subject3/Activity3/Trial1/Subject3Activity3Trial1Camera1,2,3.141203,9.936139,3,1,up_fall
Subject3/Activity9/Trial3/Subject3Activity9Trial3Camera1,8,3.187017,9.935462,3,1,up_fall
Subject3/Activity4/Trial3/Subject3Activity4Trial3Camera1,2,3.32,9.96427,3,1,up_fall
Subject3/Activity2/Trial3/Subject3Activity2Trial3Camera1,2,3.424,9.90612,3,1,up_fall
Subject3/Activity1/Trial1/Subject3Activity1Trial1Camera1,2,3.468911,9.923237,3,1,up_fall
Subject3/Activity1/Trial3/Subject3Activity1Trial3Camera1,2,3.549,9.95257,3,1,up_fall
Subject3/Activity3/Trial3/Subject3Activity3Trial3Camera1,2,3.549,9.92281,3,1,up_fall
Subject3/Activity4/Trial2/Subject3Activity4Trial2Camera1,2,3.591,9.92818,3,1,up_fall
Subject3/Activity1/Trial2/Subject3Activity1Trial2Camera1,2,3.663767,9.926923,3,1,up_fall
Subject3/Activity2/Trial2/Subject3Activity2Trial2Camera1,2,3.749041,9.926421,3,1,up_fall
Subject3/Activity3/Trial2/Subject3Activity3Trial2Camera1,2,4.140351,9.921105,3,1,up_fall
Subject3/Activity2/Trial1/Subject3Activity2Trial1Camera1,2,4.379034,9.89613,3,1,up_fall
Subject3/Activity1/Trial1/Subject3Activity1Trial1Camera2,8,0.0,1.045805,3,2,up_fall
Subject3/Activity1/Trial2/Subject3Activity1Trial2Camera2,8,0.0,1.027221,3,2,up_fall
Subject3/Activity1/Trial3/Subject3Activity1Trial3Camera2,8,0.0,1.165622,3,2,up_fall
Subject3/Activity10/Trial1/Subject3Activity10Trial1Camera2,9,0.0,29.903573,3,2,up_fall
Subject3/Activity10/Trial2/Subject3Activity10Trial2Camera2,9,0.0,29.9128,3,2,up_fall
Subject3/Activity10/Trial3/Subject3Activity10Trial3Camera2,9,0.0,29.887621,3,2,up_fall
Subject3/Activity11/Trial1/Subject3Activity11Trial1Camera2,6,0.0,59.936081,3,2,up_fall
Subject3/Activity11/Trial2/Subject3Activity11Trial2Camera2,6,0.0,59.852204,3,2,up_fall
Subject3/Activity11/Trial3/Subject3Activity11Trial3Camera2,6,0.0,59.905606,3,2,up_fall
Subject3/Activity2/Trial1/Subject3Activity2Trial1Camera2,8,0.0,0.865437,3,2,up_fall
Subject3/Activity2/Trial2/Subject3Activity2Trial2Camera2,8,0.0,0.808254,3,2,up_fall
Subject3/Activity2/Trial3/Subject3Activity2Trial3Camera2,8,0.0,0.52847,3,2,up_fall
Subject3/Activity3/Trial1/Subject3Activity3Trial1Camera2,8,0.0,0.639213,3,2,up_fall
Subject3/Activity3/Trial2/Subject3Activity3Trial2Camera2,8,0.0,1.1115540000000002,3,2,up_fall
Subject3/Activity3/Trial3/Subject3Activity3Trial3Camera2,8,0.0,0.62534,3,2,up_fall
Subject3/Activity4/Trial1/Subject3Activity4Trial1Camera2,8,0.0,0.76443,3,2,up_fall
Subject3/Activity4/Trial2/Subject3Activity4Trial2Camera2,8,0.0,1.053824,3,2,up_fall
Subject3/Activity4/Trial3/Subject3Activity4Trial3Camera2,8,0.0,0.762618,3,2,up_fall
Subject3/Activity5/Trial1/Subject3Activity5Trial1Camera2,8,0.0,0.733499,3,2,up_fall
Subject3/Activity5/Trial2/Subject3Activity5Trial2Camera2,8,0.0,0.588934,3,2,up_fall
Subject3/Activity5/Trial3/Subject3Activity5Trial3Camera2,8,0.0,0.672802,3,2,up_fall
Subject3/Activity6/Trial1/Subject3Activity6Trial1Camera2,0,0.0,59.894993,3,2,up_fall
Subject3/Activity6/Trial2/Subject3Activity6Trial2Camera2,0,0.0,59.908991,3,2,up_fall
Subject3/Activity6/Trial3/Subject3Activity6Trial3Camera2,0,0.0,59.931902,3,2,up_fall
Subject3/Activity7/Trial1/Subject3Activity7Trial1Camera2,8,0.0,59.902531,3,2,up_fall
Subject3/Activity7/Trial2/Subject3Activity7Trial2Camera2,8,0.0,59.963636,3,2,up_fall
Subject3/Activity7/Trial3/Subject3Activity7Trial3Camera2,8,0.0,59.923566,3,2,up_fall
Subject3/Activity8/Trial1/Subject3Activity8Trial1Camera2,4,0.0,59.973803,3,2,up_fall
Subject3/Activity8/Trial2/Subject3Activity8Trial2Camera2,4,0.0,59.895228,3,2,up_fall
Subject3/Activity8/Trial3/Subject3Activity8Trial3Camera2,4,0.0,59.938645,3,2,up_fall
Subject3/Activity9/Trial1/Subject3Activity9Trial1Camera2,8,0.0,0.876336,3,2,up_fall
Subject3/Activity9/Trial2/Subject3Activity9Trial2Camera2,8,0.0,0.59258,3,2,up_fall
Subject3/Activity9/Trial3/Subject3Activity9Trial3Camera2,8,0.0,0.750046,3,2,up_fall
Subject3/Activity2/Trial3/Subject3Activity2Trial3Camera2,1,0.528,3.42431,3,2,up_fall
Subject3/Activity5/Trial2/Subject3Activity5Trial2Camera2,1,0.637062,2.512257,3,2,up_fall
Subject3/Activity9/Trial2/Subject3Activity9Trial2Camera2,9,0.639706,2.952449,3,2,up_fall
Subject3/Activity3/Trial1/Subject3Activity3Trial1Camera2,1,0.703886,3.093575,3,2,up_fall
Subject3/Activity5/Trial3/Subject3Activity5Trial3Camera2,1,0.720931,2.88264,3,2,up_fall
Subject3/Activity5/Trial1/Subject3Activity5Trial1Camera2,1,0.782128,2.545853,3,2,up_fall
Subject3/Activity4/Trial1/Subject3Activity4Trial1Camera2,1,0.804036,2.928584,3,2,up_fall
Subject3/Activity4/Trial3/Subject3Activity4Trial3Camera2,1,0.818267,3.32014,3,2,up_fall
Subject3/Activity3/Trial3/Subject3Activity3Trial3Camera2,1,0.843951,3.54931,3,2,up_fall
Subject3/Activity2/Trial2/Subject3Activity2Trial2Camera2,1,0.860393,3.702918,3,2,up_fall
Subject3/Activity2/Trial1/Subject3Activity2Trial1Camera2,1,0.911059,4.332410000000001,3,2,up_fall
Subject3/Activity9/Trial1/Subject3Activity9Trial1Camera2,9,0.920454,2.99959,3,2,up_fall
Subject3/Activity9/Trial3/Subject3Activity9Trial3Camera2,9,1.0297360000000002,3.139891,3,2,up_fall
Subject3/Activity1/Trial2/Subject3Activity1Trial2Camera2,1,1.088886,3.615638,3,2,up_fall
Subject3/Activity1/Trial1/Subject3Activity1Trial1Camera2,1,1.0949380000000002,3.421785,3,2,up_fall
Subject3/Activity4/Trial2/Subject3Activity4Trial2Camera2,1,1.101451,3.59097,3,2,up_fall
Subject3/Activity3/Trial2/Subject3Activity3Trial2Camera2,1,1.187299,4.095731,3,2,up_fall
Subject3/Activity1/Trial3/Subject3Activity1Trial3Camera2,1,1.217261,3.54931,3,2,up_fall
Subject3/Activity5/Trial2/Subject3Activity5Trial2Camera2,2,2.557881,9.881162,3,2,up_fall
Subject3/Activity5/Trial1/Subject3Activity5Trial1Camera2,2,2.5944830000000003,9.922642,3,2,up_fall
Subject3/Activity5/Trial3/Subject3Activity5Trial3Camera2,2,2.883,9.92134,3,2,up_fall
